dataset,N_true,k,R,insample_obj_mean,insample_obj_q25,insample_obj_q75,outsample_eval0_mean,outsample_eval0_q25,outsample_eval0_q75,outsample_eval1_mean,outsample_eval1_q25,outsample_eval1_q75,solve_time_mean,n_converged
ijcnn1,20000,10,10,0.8428452760408522,0.8399404572092002,0.8479228072170871,0.8412261928629411,0.7606249988268057,0.9216972528625492,0.8761819479203158,0.8200369383703691,0.9160909070050938,476.79073309898376,10
