,obj_values,MRO_obj_values,epsilon,online_time,MRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,obj_val_act,MRO_obj_val_act,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_eval2,MRO_eval3,MRO_satisfy0,MRO_satisfy1,MRO_satisfy2,MRO_satisfy3,O_eval0,O_eval1,O_eval2,O_eval3,O_satisfy0,O_satisfy1,O_satisfy2,O_satisfy3,O_worst_satisfy0,O_worst_satisfy1,O_worst_satisfy2,O_worst_satisfy3,MRO_worst_satisfy0,MRO_worst_satisfy1,MRO_worst_satisfy2,MRO_worst_satisfy3,satisfy_p0,satisfy_p1,satisfy_p2,satisfy_p3,MRO_satisfy_p0,MRO_satisfy_p1,MRO_satisfy_p2,MRO_satisfy_p3
0,114.75621913211171,114.75621913211171,0.08513399225207846,0.035984056477900594,0.025014344253577292,0.0,0.0,0.0,0.0,0.0,87.45668323741505,87.45668323741505,0.0,114.7562191321118,114.7562191321118,0.0019100310164503753,0.0017734110006131232,,,0.0016025410150177777,0.0016941410140134394,0,2.2128193045212288,0.34053611205946127,192.1783472620632,198.3184783658616,193.4888355753376,199.94838351975292,0.0,0.0,0.0,0.0,192.17834726206326,198.3184783658616,193.48883557533762,199.94838351975295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,109.26667657792868,109.26667657792868,0.0835958802077937,0.06489062734181061,0.182158654963132,0.0,0.0,0.0,0.0,0.0,87.58257589759437,87.58257589759437,0.0,109.26667657792876,109.26667657792876,0.002611332049127668,0.0025142510421574116,113.47760405381626,113.47760405381626,0.0024203810025937855,0.0023767719976603985,1,2.305323145119446,[1.899399],236.9195338818845,245.85668427155986,237.6058229373416,246.9509907557548,0.0,0.0,0.0,0.0,236.9195338818845,245.85668427155986,237.6058229373416,246.9509907557548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,118.30037347356863,122.18994571583231,0.07247796636776956,0.2581792998826131,0.3094772111508064,1.5046755275790196,3.0177930308952003,0.6927172706221563,1.6888432910330013,3.959540383534495,88.91234531892675,90.38589418668573,0.8187478194587395,147.99825991580133,135.0556244678105,0.009197643958032131,0.009038785006850958,258.79373865990664,258.79373865990664,0.008385093999095261,0.008413664007093757,20,0.7063054350168694,[0.95716204],134.56421356891497,136.43580275289293,134.9155028061516,134.6277046102251,0.0,0.0,0.0,0.0,134.69689443529225,137.4981234185777,135.34679450534225,135.3648814270702,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,118.04901661908987,121.73339235672759,0.07219425933816684,0.17069360858295113,0.17866859020432457,1.4858212115592058,3.0709225654103554,0.676770380955988,1.7297388418239836,3.9529081839855347,88.94577773688813,90.29505805044192,0.8358370196594268,145.92960058042678,131.98200877130935,0.009819894039537758,0.009014645009301603,146.60477667183775,134.2541925838281,0.008586214040406048,0.008676565019413829,21,[0.68157413],[1.18413169],132.20365395590613,134.41747216290503,132.16538064790768,134.15108864904943,0.0,0.0,0.0,0.0,134.7890463826905,137.69196283839008,135.55518480782604,135.62364364679374,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,115.78915580430619,118.34034895253664,0.06834059389931683,0.2910046652541496,0.26688678265782073,1.8955845025687634,4.442977658738255,0.783217466953789,2.0316655838846196,4.8773672176163805,88.78334221421565,89.94176102688374,0.9032521977330158,149.1099015844799,135.92510289932815,0.0763984759687446,0.01750323799205944,148.1922832262021,138.70482675499326,0.0174217380117625,0.01747285801684484,40,[0.36752946],[0.63604501],131.4477411367168,132.81825338550604,131.6133228633103,133.57342485562572,0.0,0.0,0.0,0.0,131.2613069041491,132.049301630755,132.45192909043402,132.5213616873833,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,115.64951856344,118.14617080343406,0.06819055369186137,0.23753018589923158,0.25010057346662506,1.8989667150602256,4.437940473707264,0.810865655471703,2.034458235820451,4.871077160439208,88.72164971714474,89.94773135167645,0.8985277246030958,148.64325678329027,137.4564407346572,0.0157008669921197,0.01549199700821191,148.24649503258357,135.34983180771886,0.015335086965933442,0.02851851301966235,41,[0.36234288],[0.62434532],132.32214974847525,134.1041574237346,132.22637133894023,134.49466990134536,0.0,0.0,0.0,0.0,131.2464361318832,131.7424346510685,132.34709381121166,132.27512926420263,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,113.17332354127907,115.59582451996795,0.06587318530952051,0.3389331344515085,0.4319473758805543,2.0718409560708277,5.08922713184932,0.9442237510434062,2.180880482976109,5.337030315942091,87.87837525473356,89.14887689524899,1.0331664255862663,154.700326122343,142.14968606164896,0.023077510995790362,0.021695529983844608,154.85809391446276,143.81160713925854,0.02147996996063739,0.021795061009470373,60,[0.25339005],[0.43381146],127.4728346486112,129.73834336496918,128.44180600333644,129.41373139436365,0.0,0.0,0.0,0.0,130.64114715947093,132.5186367223834,131.3753787238312,133.73432616466553,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,114.4039064962118,116.52359904779047,0.06577269034215902,0.25265285570640117,0.4159919662051834,2.1020709114877527,5.2580161730598665,0.9731747871055086,2.2082898513519313,5.493216340024318,87.64699959579643,88.93967906372556,1.0590543729282322,160.9021214482426,148.03351257477536,0.024372930987738073,0.023291131015866995,158.1109978743661,146.2668134327562,0.02235947095323354,0.02429032197687775,61,[0.2531397],[0.43053252],125.75847113455325,126.40559859557396,126.24974313316832,127.09554112388163,0.0,0.0,0.0,0.0,129.10645207461852,129.85811168622945,128.73717524077273,130.77888188716935,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,113.04103247369339,114.91539478287007,0.0641295374434118,0.34258176357252523,0.24995806760853156,2.1603041001533816,5.401705933670045,0.9959884555566052,2.2409382497962023,5.567576553230872,87.55587604964691,88.40400250102844,1.1682229510105964,150.78208149237258,141.91786048254292,0.030452954000793397,0.028732203994877636,154.92224096629712,146.7088677874022,0.02798087301198393,0.030182584014255553,80,[0.19421238],[0.32972192],125.06814678779904,125.2726643762737,124.19396872842069,125.56738162504996,0.0,0.0,0.0,0.0,128.16341355658346,129.12458250369275,128.16590038247182,130.20472673937178,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,112.9726324165183,114.82709292751764,0.06405457512807505,0.286371112219058,0.21495009667705745,2.1617482065348734,5.399943960140631,0.9956265636532902,2.241520120158086,5.564266843170726,87.5362221834821,88.40400250102844,1.1530980229679981,150.39543078533998,141.51557646789212,0.030618084012530744,0.028728043020237237,150.2748480638604,141.51557646789203,0.028188232972752303,0.03022399399196729,81,[0.19282166],[0.3266791],125.06814678779901,125.27266437627367,124.19396872842064,125.56738162504993,0.0,0.0,0.0,0.0,127.70225616498595,128.60656377231734,127.4893995234071,129.4277730373784,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
