,Unnamed: 0,tau,obj_values,MRO_tau,MRO_obj_values,cluster_SAA_tau,cluster_SAA_obj_values,epsilon,online_time,MRO_time,cluster_SAA_time,MRO_square_val,MRO_sig_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_satisfy0,MRO_satisfy1,O_eval0,O_eval1,O_satisfy0,O_satisfy1,O_worst_satisfy0,O_worst_satisfy1,MRO_worst_satisfy0,MRO_worst_satisfy1,cluster_SAA_eval0,cluster_SAA_eval1,cluster_SAA_satisfy0,cluster_SAA_satisfy1
0,0.0,-0.00671300450805898,0.0017151549121088114,-0.00671300450420365,0.0017151549126628591,-0.008333459886777661,-0.00833345988677764,0.0043225324637831,1.290772154601291,1.4692472917260602,0.12831405680626629,4.791781217025919e-35,1.2436968444798085e-19,4.791781217025919e-35,1.2436968429678675e-19,0.0017151733474354744,0.0017151733418914327,0.000119383493438308,7.316521368920803e-05,0.0,0.0,7.812019903211958e-05,6.795017980038304e-05,0.0,0.0570221015712695,0.017290131077900266,0.04056083085134181,0.04074109606007467,0.0,0.0,0.040560830859963946,0.04074109606950137,0.0,0.0,0.0,0.0,0.0,0.0,0.05126863111629858,0.05086836618453862,0.0,0.0
1,1.0,-0.0046516997988375495,0.0039552593881819085,-0.00465171630379447,0.003955259362800904,-0.00562023305344851,-0.005620233053448471,0.004302875026296601,4.331168206245638,4.369541157525964,0.3605276965303347,3.597383188430519e-35,8.283904693207261e-20,3.993151014188267e-35,1.1592704187283585e-19,0.003955267467793906,0.0039552675046297375,0.0008429865119978586,7.952030282467153e-05,0.00796058564271724,0.007960585636952958,7.276907563209533e-05,7.431323174387217e-05,1.0,0.07231864145476101,0.05278073213311589,0.0349460476185328,0.03447751259182426,0.0,0.0,0.03494602526158029,0.03447746344914558,0.0,0.0,0.0,0.0,0.0,0.0,0.04264220057999461,0.042353752299534926,0.0,0.0
2,2.0,-0.0009341111039662001,0.007726495454827531,-0.00093411109019815,0.007726495457322451,-0.00254362872756827,-0.00162241981884836,0.004259478701880701,5.9889099186751995,7.030708713689819,0.3221267967717722,3.3867783007477855e-35,8.116944203093068e-20,2.662100676125511e-35,8.944230124753096e-20,0.007726504469911051,0.0077265044694792995,9.75752249359981e-05,7.538218051195145e-05,0.0160026431245537,0.016002702109169646,7.14451540261507e-05,7.390421815216542e-05,4.0,0.06061434806772091,0.05421226156217673,0.02716894204510678,0.026064604300011885,0.1,0.0,0.027168942065240405,0.026064604326121475,0.1,0.0,0.1,0.0,0.1,0.0,0.034019334256531024,0.032881272592771425,0.0,0.0
3,3.0,0.00032610870830936,0.00876558193635155,0.0003261153448772501,0.00876558575985894,-0.0011127231122227497,-0.0004227060947596402,0.004248273943286599,6.593874720926396,6.847553710523061,0.21036887129303067,3.641425112975625e-35,8.792298592818182e-20,2.3958906085129596e-35,7.934415931744532e-20,0.008765554259622079,0.008765554895479321,9.65500017627887e-05,7.093921303749084e-05,0.01149704942080991,0.011497049411885191,6.895710248500109e-05,7.143609691411257e-05,5.0,0.058224055290305624,0.0532247285868833,0.025557282436516872,0.02366680935661029,0.1,0.0,0.025557275586575202,0.02366679836279736,0.1,0.0,0.1,0.0,0.1,0.0,0.03136984172444725,0.02881871341023401,0.0,0.0
4,4.0,0.00129876315410554,0.010395783691311,0.0012986170777254898,0.01039573554555227,0.00033835668440374017,0.0017060748673843,0.004212688167551799,19.224807411059736,10.95068285134621,0.5434903350193053,3.0999064729004436e-35,6.815907150484487e-20,1.7113504346521136e-35,4.282597136561683e-20,0.0103957116923785,0.010395704441019091,0.00010171721223739398,7.380899041891098e-05,0.01494288457269446,0.01494286236639627,7.563012186437363e-05,7.266625761985779e-05,9.0,0.04736124178088393,0.045228013906335025,0.01995919360199998,0.02064481430229916,0.2,0.1,0.019958929475557836,0.02064445559342208,0.2,0.1,0.2,0.1,0.2,0.1,0.023379279105629844,0.022891530248687588,0.0,0.0
5,5.0,0.0011136467336485898,0.010303965290909262,0.00111355777338205,0.01030396817036868,0.00011196350370228005,0.0016440997367572403,0.0042054282940117,8.767841702234,11.872974925488233,0.5761199829168617,2.743504469020969e-35,7.726017934476638e-20,1.5972604056753063e-35,3.9819274240183005e-20,0.010303946106846689,0.01030394640550707,9.542503394184818e-05,7.914444431662309e-05,0.010337161200747841,0.010337144578899041,7.66763929277605e-05,8.39353306218882e-05,10.0,0.04452264829134363,0.044275730449220126,0.02015464093352458,0.02081581200315371,0.2,0.1,0.02015430352677014,0.020815635135449737,0.2,0.1,0.2,0.1,0.2,0.1,0.024385641604088834,0.02431959318338725,0.0,0.0
6,6.0,0.00098843164514614,0.011133514258683811,0.0009958480879923698,0.01093447479192891,0.0006763514974136999,0.00207073673220204,0.0041806486850074,13.76810021775309,12.748741036723368,0.8088087965734303,0.00141885666145349,0.0005739855775735399,0.0020332576394471802,0.00056746772663162,0.012656385375535739,0.012596891371474881,0.00010766601189967585,8.258807938545942e-05,0.014380389952374109,0.014380425586910339,8.633912075309729e-05,8.153917733579494e-05,14.0,0.03453352415148429,0.03749960331234829,0.019515706530990974,0.01942327021225895,0.0,0.1,0.01918765983492885,0.019357322791697183,0.1,0.1,0.2,0.3,0.2,0.3,0.020814352705839957,0.02062305391567423,0.0,0.0
7,7.0,0.0009693884449861401,0.011086117191469088,0.00142518012811766,0.01118419386557003,-3.1896214843710016e-05,0.00209443220203721,0.004175291139725099,10.579191069258377,12.181312815193087,1.0592895465670153,0.0016498750151700398,0.0006589814717668501,0.00244513945401073,0.00075648409309855,0.013306420025383719,0.01287084582237471,0.00010605931747701375,8.628428913651527e-05,0.01357296785965439,0.013613982840761391,8.119628764688763e-05,8.509221952407729e-05,15.0,0.03312583306387556,0.04027076442941939,0.01789846858645116,0.017698450373365003,0.1,0.0,0.01880691696302909,0.01915464541208073,0.1,0.0,0.2,0.4,0.2,0.3,0.02312117929093621,0.02226517866591816,0.0,0.0
8,8.0,0.00085461449735193,0.011339767401344961,0.0008728080297554401,0.01077204657419801,0.00010042213634539787,0.00200312475563407,0.0041563033067233,14.287218004302122,10.568210932915099,0.42788497703149914,0.0029110523625107696,0.00099496127944866,0.0037943070608971096,0.00109648762115656,0.014045849941946742,0.01388072448396894,0.00010474012233311861,8.245031349360943e-05,0.01466908946705145,0.01412010681146835,8.120625279843807e-05,8.13620630651644e-05,19.0,0.027560827211364596,0.038078093395839285,0.019369680236988148,0.019042469943495868,0.1,0.2,0.018966893182105753,0.019005463039575028,0.2,0.1,0.3,0.7,0.2,0.6,0.02253554558764411,0.021896409041417087,0.0,0.0
9,9.0,0.0008943797028291417,0.01145544971718045,0.00058316446589519,0.0111306633463704,-0.00037309537353815,0.00192708042136873,0.004152063755657601,15.760667640483007,19.695955395791678,0.8104255646001548,0.00309595716844124,0.00101268351001858,0.004055556600026331,0.00120907881121069,0.014287225577842521,0.01437668950392656,0.00010994542390104199,8.919420652090166e-05,0.014525014128527,0.014250520690247797,9.102530311791699e-05,8.87122005224075e-05,20.0,0.026820256496879753,0.0424526420952095,0.01902155772198084,0.018538367518140468,0.1,0.1,0.017959235786863054,0.0181675365551069,0.2,0.1,0.5,0.8,0.3,0.5,0.023721923739482332,0.022998006013851727,0.0,0.0
