,obj_values,MRO_obj_values,epsilon,online_time,MRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_eval2,MRO_eval3,MRO_satisfy0,MRO_satisfy1,MRO_satisfy2,MRO_satisfy3,O_eval0,O_eval1,O_eval2,O_eval3,O_satisfy0,O_satisfy1,O_satisfy2,O_satisfy3,O_worst_satisfy0,O_worst_satisfy1,O_worst_satisfy2,O_worst_satisfy3,MRO_worst_satisfy0,MRO_worst_satisfy1,MRO_worst_satisfy2,MRO_worst_satisfy3
0,0.018529419944531333,0.018857695375122788,0.006558157965819448,20.339013477321714,25.08995693817269,0.07222222172129385,0.0054259691005186786,0.003220043729026573,0.07107789825384661,0.005369420408759786,0.0026508385838516146,0.02486314761168978,0.027338411950785447,0.00016631197649985552,0.00015721202362328768,0.0,0.0,0.00012844102457165718,0.00011203205212950706,0,0.02630215763213218,0.09417182939948597,0.02442479365766887,0.022574990637248635,0.027496790350031813,0.024783131718821547,0.0,0.0,0.0,0.0,0.024018557533061747,0.021706378523801625,0.0248838706266163,0.025275842322820184,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
1,0.018485712023255434,0.016597020899826332,0.00655599384366752,21.69332381070126,30.044379023602232,0.07379271116599512,0.006091825026221951,0.0035850019901364086,0.07094014608885832,0.005346071167002229,0.0026029017515831333,0.024695155686130257,0.02550370939815442,0.00015232199802994728,0.00012667197734117508,0.02469524395730749,0.02712741661048393,0.00011825095862150192,0.00016274198424071074,1,0.020835811139094967,0.12346925983638139,0.025601889010833802,0.02481908318074983,0.029173940303357546,0.02656275504720059,0.0,0.0,0.0,0.0,0.024019168548837292,0.0217057643217567,0.024882874316987505,0.0252750220098666,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2,0.023225524619287702,0.022469185354892916,0.006439169426899009,7.898514360305853,10.831994968932122,0.07972004282589494,0.006795168727367485,0.0028707071610332663,0.08177778195842751,0.007130333902593173,0.002911443421170168,0.027531686855007242,0.02792781259867319,0.00024461199063807726,0.00023734301794320345,0.03291786719879235,0.03274526403164281,0.0002012229524552822,0.000186232035048306,100,0.0013016533925189508,0.00371657468456713,0.014003278812578325,0.01708372210517367,0.017931136316545825,0.01538260197887986,1.0,1.0,1.0,1.0,0.014295349420352092,0.01760694775616127,0.020606920930116252,0.015530508801543767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,0.023418100578436598,0.022557705559858584,0.006438456377443304,11.911734231980518,15.523653985001147,0.07958773668485562,0.006773785741227235,0.0028835795800012916,0.08167126441764745,0.007113386691922704,0.0029168934320282134,0.02773483103388013,0.0280861746476178,0.0002221129834651947,0.00020558200776576996,0.027732655489080906,0.028140241122559383,0.00025532301515340805,0.0002403029939159751,101,0.001416891560566527,0.0038081793393567537,0.013946571112236206,0.017004183441812152,0.017865089559002883,0.015306763763925996,1.0,1.0,1.0,1.0,0.014293011602557566,0.017596348462496983,0.02060211183226019,0.015501794677596348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,0.02158934287866576,0.02067670814641964,0.006384580589125956,5.635722117847763,14.00943072733935,0.08069679113440184,0.00719070603881914,0.0024460552812809043,0.08216825224572205,0.007440172388890622,0.0025308692661899527,0.025760876389668508,0.02567389613613616,0.0004259840352460742,0.00031524302903562784,0.026833121014623856,0.025986716699737223,0.0002566030016168952,0.0002457220107316971,200,0.0009481810121809882,0.0020815096003439833,0.014430775564608199,0.017660073190522155,0.016930901413711966,0.015868959616465294,1.0,1.0,1.0,1.0,0.01348895250652262,0.01649686391820299,0.01605360295776542,0.014638852840449797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,0.021586377383559213,0.020664507282442533,0.00638415581356524,10.38884445419535,17.112203228403814,0.0806439905265406,0.007180023221305619,0.0024428824477198715,0.08212004360168092,0.0074305132714871346,0.0025310825484630957,0.025741305976338922,0.025641881914383956,0.0004323050379753113,0.0002555029932409525,0.025741291449971608,0.025641786896130166,0.00026255298871546984,0.00026562309358268976,201,0.0010067837190037522,0.0021345020417659166,0.014431101091586638,0.017660825256531756,0.016931012069641548,0.01586879519972306,1.0,1.0,1.0,1.0,0.013488976971473197,0.0164969393186459,0.01605362227112733,0.014638844078727113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,0.02124141800796097,0.021322149594957738,0.006348876891706556,11.473290623398498,19.43644193536602,0.0849525709527646,0.00834000944777526,0.0027298844571084324,0.08724542266786403,0.008623079003253159,0.002854022650996843,0.028942084192835033,0.027684332699568298,0.00052080606110394,0.00034541392233222723,0.027016544626173734,0.02722220005000872,0.0003873539390042424,0.0003524139756336808,300,0.0007619738286047972,0.0015040924536268965,0.0156571858475,0.017700313611821266,0.016758629989282348,0.016478614101306903,1.0,1.0,1.0,1.0,0.016989802730369537,0.01969928782934256,0.01822133023495183,0.017189356058434947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,0.021274269965501,0.021395711461355302,0.0063485750024886555,18.916045106132515,15.399517011712305,0.0850178905280651,0.00834913909654347,0.0028413166837047985,0.08730967191320803,0.008632621056247859,0.0028787425445862807,0.029105675290180814,0.028019459653727978,0.0004980959929525852,0.0004215750377625227,0.029218061158876957,0.02799215729538722,0.00034512404818087816,0.0003258540527895093,301,0.0008016304343372945,0.0015412838726072554,0.01456805904970295,0.018342073154686445,0.016912104607882318,0.016413868794620323,1.0,1.0,1.0,1.0,0.016844452514657063,0.019556083231488885,0.018111166749973363,0.0170698303390824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,0.022280299280196623,0.022291647827872418,0.006322339767418225,12.563432803028263,11.093486220575869,0.08657933406563152,0.008709586574348373,0.002805103789585342,0.08863402759212945,0.00902059073630791,0.0029390734079885127,0.029647933747064592,0.028779398569056664,0.0004491449799388647,0.0004235540982335806,0.03024505469144942,0.029299814132521994,0.0004580749664455652,0.00041073490865528584,400,0.000644873526910639,0.0012025062068444009,0.014848238517291222,0.018811420711214395,0.017487786270384685,0.01577471688023862,1.0,1.0,1.0,1.0,0.01591998547633995,0.01992009677343911,0.01851580314406295,0.01694626051914861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,0.022253786034213636,0.022254424577867114,0.006322105870806521,13.336795183829963,6.243850260041654,0.08650952661916511,0.00869734408073607,0.0028078866228312695,0.08854478223902336,0.009005909074953022,0.0029408629846311,0.02964926158702266,0.028782763352814964,0.000619885977357626,0.00043529493268579245,0.029618119747958936,0.028755008728724614,0.0004725059261545539,0.00044055504258722067,401,0.0006746295323056283,0.0012308750790391897,0.014885089877051562,0.018856270685986887,0.017521746588988318,0.015815625237569013,1.0,1.0,1.0,1.0,0.015957296490796465,0.019957906814917704,0.018549686558642264,0.016982914677647228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
