,Unnamed: 0,obj_values,MRO_obj_values,epsilon,online_time,MRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_eval2,MRO_eval3,MRO_satisfy0,MRO_satisfy1,MRO_satisfy2,MRO_satisfy3,O_eval0,O_eval1,O_eval2,O_eval3,O_satisfy0,O_satisfy1,O_satisfy2,O_satisfy3,O_worst_satisfy0,O_worst_satisfy1,O_worst_satisfy2,O_worst_satisfy3,MRO_worst_satisfy0,MRO_worst_satisfy1,MRO_worst_satisfy2,MRO_worst_satisfy3
0,0.0,0.03410845586214392,0.0344686006601729,0.0069283060886591,0.15022133130696594,0.08837076200870793,0.22710398622254854,0.0550087346209831,0.0052573802509389,0.2294568983756273,0.05731485389186303,0.005451153637130975,0.05301017914768473,0.05009264051290645,0.00039856802322897503,0.000352375500369775,0.0,0.0,0.000358735822373975,0.00033438648097210003,0.0,0.026929127116642478,0.5100459894558804,0.0361882671358377,0.0366180093995383,0.03717380795421495,0.03660202029939358,1.0,1.0,1.0,1.0,0.035637845877487,0.0350824018161298,0.0356037102710823,0.03585227696887368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0,0.03425008962509873,0.03449471872631853,0.0069279450489526,0.16326588331139644,0.13023868971504265,0.22927530265653484,0.05644715882724725,0.00478026755129555,0.2303910104599394,0.05817299904561132,0.005359976078426875,0.0517208265924404,0.0489505734828385,0.00053455453598865,0.000339056277880375,0.05280143415956788,0.051637133987052726,0.000338270736392575,0.000341288279741975,1.0,0.0248165050837309,0.2654067761225082,0.0328221011360406,0.03289732299439617,0.033654099681887845,0.03373671379772353,1.0,1.0,1.0,1.0,0.034846013026080126,0.03441595449736388,0.0346736342997772,0.035666971403184325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,2.0,0.03653530154247463,0.0366410011447715,0.0069083046938549,0.12786412035347888,0.10727860161568965,0.24153928009858677,0.06266729141228805,0.005255177981693525,0.24479988176813866,0.06406498311984624,0.005275874842035,0.05798275657178855,0.055240982001603524,0.00043228553840882504,0.000428045488661075,0.06018793168688159,0.057846488062886205,0.0004164712445344,0.00041387075907545,100.0,0.0025816198378076248,0.007582708579349575,0.028319391056471976,0.027078417868726397,0.02801525985737975,0.029053311611190777,1.0,1.0,1.0,1.0,0.028876095908020025,0.027291743917240797,0.027641913494734202,0.029094315472936002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,3.0,0.0365333100983397,0.036682251612824124,0.0069081838987909,0.11260187582229261,0.12052601607865644,0.2414519298537963,0.06261218731162513,0.0054095774813495,0.24468709570275257,0.06402310282757633,0.005296339772260451,0.0573615114688073,0.056233670534208455,0.000453075481345875,0.00042525050230317503,0.05792577440896135,0.05511957959434818,0.000434110464993825,0.000440233008703175,101.0,0.002697741291324375,0.0076528036525375,0.028315857872754726,0.026886611504117322,0.027601784648960376,0.02854121244737155,1.0,1.0,1.0,1.0,0.02844535131795925,0.027466914421936498,0.027305539652027973,0.0293178634919374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,4.0,0.03595061556618817,0.0363462997199924,0.0068990242512775,0.07057304729823953,0.10200461748172523,0.2439980037639839,0.0647403627426561,0.0049728577086512495,0.24812901325880296,0.06714948275002808,0.0052591882835421,0.0588004930955493,0.05664700037559707,0.000514112733071625,0.0005206401692703,0.0580315392070122,0.05761986924479667,0.0005177880520931999,0.00052756295190185,200.0,0.00163863224720505,0.00416447835682855,0.0271120687125699,0.025661348984593775,0.025900231220667425,0.027485200453719775,1.0,1.0,1.0,1.0,0.028629138077503176,0.026920680228525826,0.02669601972828145,0.028843462756744175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,5.0,0.035951986453657624,0.03620196070956817,0.0068989517752068,0.09954729996388775,0.1049841166823171,0.2438180055092339,0.06465146907695232,0.00497766384933595,0.24803419106654412,0.0671289278481479,0.005256515566848075,0.059190458095132625,0.05727878389111603,0.0005106479802634,0.000508790515596025,0.058700790975998604,0.056749614311817326,0.00053502799710255,0.0005354305321815999,201.0,0.0016993170208796,0.004213333422461225,0.027112068712570426,0.025661348984593775,0.025891580836943973,0.027485200453720222,1.0,1.0,1.0,1.0,0.0287126082561974,0.02692063376233155,0.02653605416209735,0.02892813407298125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,6.0,0.03630075315485945,0.036255179832081826,0.0068929181915172,0.09686018430511464,0.07795908901607618,0.24377227927371603,0.0647669413001862,0.0053109756608957,0.24838189087436766,0.0678904054896932,0.00546395728522355,0.05994793240308077,0.05844904873690007,0.000619229685980775,0.000619442726019725,0.05982474181196853,0.0579311098815541,0.00063832048908805,0.000597092061070675,300.0,0.001239697105834325,0.002982358691313475,0.0273179304409889,0.026514589127047652,0.026548279709945853,0.027484461450022826,1.0,1.0,1.0,1.0,0.028004263197294647,0.02710007841641025,0.027261715279308048,0.0277600319824969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,7.0,0.036289244168018875,0.036271066686710804,0.0068928664391559,0.09222493413835763,0.06227759548346505,0.24431320260634637,0.06471701798896508,0.00532989998790245,0.24852861548701022,0.06778687835657347,0.005454953533521125,0.05994068600611085,0.05833959104196883,0.00057714953436515,0.0006109444948378499,0.0600106871797569,0.05849997570492822,0.000625591987045425,0.000597905192989775,301.0,0.0012815527841708,0.0030183905791875748,0.027462967014819924,0.026528884899020902,0.02639531832421615,0.027878994415350074,1.0,1.0,1.0,1.0,0.027965642480305974,0.026997897957201,0.02706460418594655,0.027902243005814675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,8.0,0.03602549208954627,0.036162929337328224,0.0068883610412736,0.0952256790187675,0.09417691934504545,0.24387576097714456,0.06528948144579193,0.005306176039245325,0.24938661469348192,0.06792016483255921,0.005369301775985325,0.0587481893553017,0.0585406784972893,0.00069472455652425,0.000719209579983675,0.05998476714069875,0.058806550466617924,0.0006842194707132,0.000697426992701325,400.0,0.00102378685934855,0.002356842904404175,0.0270657332726965,0.026021755172750974,0.02664156037024995,0.027472506186413323,1.0,1.0,1.0,1.0,0.0276688263828988,0.026309268483687677,0.026636657678119374,0.027870295931561227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,9.0,0.03608293124132743,0.03624506742951565,0.0068883208032705,0.0761357762385159,0.06822978489799422,0.24389412414430245,0.06522661578773664,0.005189630554021475,0.2494348048437448,0.06810266964746806,0.00534556154653385,0.0587869605455871,0.058539257888721025,0.000743084558052925,0.000710659514879725,0.058821955268584275,0.05853925788872088,0.000711434462573325,0.000712712062522725,401.0,0.001055513816463975,0.002385391037575825,0.027044890544766574,0.026061484007541123,0.02664396549816,0.0274759558916237,1.0,1.0,1.0,1.0,0.02721657542396945,0.025946161240603373,0.026618880723858297,0.02735083900722665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,10.0,0.036244668782812774,0.036091276586993404,0.0068847243905262,0.0845327019342221,0.06927799433469764,0.24460079694867168,0.0651665406206471,0.00518609589246295,0.24999499947691345,0.06860921386191494,0.005368860640238675,0.05912516407739875,0.059100062833774426,0.000810612022178225,0.00079099673894225,0.059214786219584,0.05893476999105965,0.0008186117047443251,0.000864016736159075,500.0,0.000885725249745825,0.00195383556914225,0.026657210962465625,0.026128984447416653,0.026543111380020874,0.0270619935203112,1.0,1.0,1.0,1.0,0.027874306926762425,0.026457153098428825,0.02595099260174795,0.02807388910326875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,11.0,0.03614636310420907,0.03609731817076652,0.0068846914792501,0.08007008809363465,0.06735491502331567,0.24454076886388693,0.06512246530728034,0.005185055732081025,0.2500842688189599,0.06859970677533075,0.005362555266315501,0.05907151142887785,0.05904020814626703,0.0008221570460591251,0.00080992703442455,0.059079692578218275,0.05905564706375245,0.000836291204905075,0.000844756752485375,501.0,0.000911369594820975,0.00197739563286635,0.026657210962465948,0.026128984447415602,0.026554722828282126,0.027052097514687748,1.0,1.0,1.0,1.0,0.027874306926762425,0.02646584489842795,0.02595099260174795,0.02807388910326875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
