,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,SA_eval1,SA_eval2,SA_satisfy1,SA_satisfy2,SA_obj_values,SA_time,t
0,-0.06425226574488802,-0.06181398705852111,0.0006458765842134119,0.052060877,0.08295038105247038,0.08484788786140371,0.0,0.0,0.08049531887699693,0.08621377605329755,0.0,0.0,-0.06454515413009837,0.001978329,0
1,-0.059916736050807606,-0.05803598138166908,0.0006400154787332795,0.061611055,0.06574420538376616,0.06084934605141213,0.0,0.0,0.06574422311741376,0.06084936323279479,0.0,0.0,-0.05991674082047433,0.002745913,1
2,-0.05515473119660174,-0.053683580378201645,0.0006271709218885336,0.097471431,0.04735389184764134,0.04367728646337717,0.0,0.0,0.05007541025423064,0.04655607569481569,0.0,0.0,-0.05538133761283496,0.003778988,4
3,-0.05251924157901993,-0.05116400580757545,0.0006238756566936219,0.097865204,0.03744407833759427,0.03335354974601329,0.0,0.0,0.036240811808068894,0.03344276330645115,0.0,0.0,-0.052679030683350045,0.004166891,5
4,-0.03832145471758876,-0.03670330031089964,0.0006134676107615749,0.19628146,0.009183846992229447,-0.0003496257839461275,0.0,0.0,0.009183844686046544,-0.0003496266383470087,0.0,0.0,-0.03832145626365685,0.005890229,9
5,-0.03550478871784752,-0.027289232083843314,0.000611355012111221,0.197740407,0.003540444675910399,-0.0035209397893647366,0.0,0.0,0.007408988189252226,-0.0010288044387042308,0.0,0.0,-0.028738678282283867,0.0060576,10
6,-0.029938471601240243,-0.02500493152581099,0.0006041716740354696,0.253752944,-0.001732014323201489,-0.009262605916165257,0.0,0.0,-0.0009441927443812759,-0.008938455802927021,0.0,0.0,-0.026377140848058166,0.006230621,14
7,-0.02993813353050394,-0.025189720840694194,0.0006026241615322143,0.302916037,-0.001736674299045644,-0.009263493783013037,0.0,0.0,-0.0010403076944326527,-0.009062769353214263,0.0,0.0,-0.02655891674522466,0.006707443,15
8,-0.03157502202337607,-0.02598836764982924,0.0005971555567523738,0.375364175,-0.0024327462149796616,-0.00866076394469838,0.0,0.0,-0.00209471975128515,-0.008456436540460927,0.0,0.0,-0.02739826387770816,0.007963759,19
9,-0.030571727438284426,-0.021780544643198167,0.0005959379457645492,0.389168493,-0.006973246301023741,-0.00976822251055064,0.0,0.0,-0.005124408411067674,-0.0072243327794080745,0.0,0.0,-0.023137818860150417,0.008355952,20
10,-0.030571727438284426,-0.021780544643198167,0.0005905300160685173,0.389168493,-0.006973246301023741,-0.00976822251055064,0.0,0.0,-0.006272634489510673,-0.0077467914466217876,0.0,0.0,-0.024634505501495,0.010865883,25
11,-0.030571727438284426,-0.021780544643198167,0.0005895626405570673,0.389168493,-0.006973246301023741,-0.00976822251055064,0.0,0.0,-0.005245596108346827,-0.007066080543550136,0.0,0.0,-0.024902616172973215,0.010016789,26
12,-0.030571727438284426,-0.021780544643198167,0.0005729014290247791,0.389168493,-0.006973246301023741,-0.00976822251055064,0.0,0.0,-0.015496467774689151,-0.01654756312542109,0.0,0.0,-0.024038927389368848,0.019512936,50
13,-0.030571727438284426,-0.021780544643198167,0.00057238552007981,0.389168493,-0.006973246301023741,-0.00976822251055064,0.0,0.0,-0.015858866434489007,-0.01643452712548045,0.0,0.0,-0.02396249181204952,0.01819324,51
14,-0.030571727438284426,-0.021780544643198167,0.0005622682242067622,0.389168493,-0.006973246301023741,-0.00976822251055064,0.0,0.0,-0.015222635484323677,-0.016885442856445828,0.0,0.0,-0.024348546327623864,0.037984638,75
15,-0.030571727438284426,-0.021780544643198167,0.0005619190932321614,0.389168493,-0.006973246301023741,-0.00976822251055064,0.0,0.0,-0.015238505483868696,-0.016891162265134735,0.0,0.0,-0.024429317535592087,0.036565111,76
16,-0.029985403082823058,-0.02257006086045946,0.0005546749783104786,17.189665835,-0.014379090377598144,-0.016833569245243173,0.0,0.0,-0.014002820519921064,-0.016827159553220998,0.0,0.0,-0.023317108100794213,0.471653871,100
17,-0.030084125966405497,-0.022634225457261414,0.0005544121594903359,19.432406086,-0.014243768139397999,-0.016746280750106327,0.0,0.0,-0.013500406924792978,-0.01641061399544717,0.0,0.0,-0.023380193759396446,0.515167817,101
