,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,SA_eval1,SA_eval2,SA_satisfy1,SA_satisfy2,SA_obj_values,SA_time,t
0,-0.05571553363349079,-0.05377078407291619,0.0006458765842134119,0.147650305,0.060919215700231205,0.061265194130759745,0.0,0.0,0.058062109009050324,0.05918594331390347,0.0,0.0,-0.05590010499048272,0.005931982,0
1,-0.03204079330345283,-0.030131049092193735,0.0006400154787332795,0.182494821,0.038706082201756725,0.035620342798526404,0.0,0.0,0.10329066966445989,0.09354743243077646,0.0,0.0,-0.032183448867829756,0.005454133,1
2,-0.025114037667366307,-0.023690919866927646,0.0006271709218885336,0.272380744,-0.005847368469278633,-0.009509127871231354,0.0,0.0,-0.00515452675138428,-0.009271323483924567,0.0,0.0,-0.025195621100674803,0.006141074,4
3,-0.024727978518843795,-0.02339349651210175,0.0006238756566936219,0.298367928,-0.005664282450930092,-0.008395416281974396,0.0,0.0,-0.002624380587148613,-0.005982193600929372,0.0,0.0,-0.02489093136591663,0.006821576,5
4,-0.030085108495047717,-0.02368794327480603,0.0006134676107615749,0.462219739,0.0035097427086774884,-0.0038664419841190054,0.0,0.0,0.0036895711706586344,-0.003842100078609764,0.0,0.0,-0.02521521469732109,0.009373074,9
5,-0.028120526533759797,-0.023651147109485158,0.000611355012111221,0.471152411,-0.0036867770260777103,-0.008290895558938773,0.0,0.0,-0.00035073161377353527,-0.0060175501431850775,0.0,0.0,-0.02485398956869259,0.01006893,10
6,-0.020421869268374537,-0.017519538850619534,0.0006041716740354696,0.668966627,-0.016326738376747953,-0.01683984540636904,0.0,0.0,-0.016309407407731732,-0.016652883886532962,0.0,0.0,-0.018561272339495602,0.009125378,14
7,-0.020425614105154134,-0.017620473228709164,0.0006026241615322143,0.773480068,-0.016345372988471465,-0.01687082864307706,0.0,0.0,-0.016632346907247863,-0.016857237323325395,0.0,0.0,-0.018645759998191184,0.010129615,15
8,-0.02158420706500049,-0.018024744289161572,0.0005971555567523738,0.952457914,-0.01672483832703577,-0.01699346796868859,0.0,0.0,-0.01669070521483802,-0.01688559063033128,0.0,0.0,-0.019119711111338818,0.014684173,19
9,-0.019622440596654366,-0.016943602897850175,0.0005959379457645492,0.932014111,-0.017138090860134406,-0.016823597289915792,1.0,0.0,-0.017113349216530765,-0.01677058607208942,0.0,0.0,-0.01793525373451655,0.012099346,20
