,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,SA_eval1,SA_eval2,SA_satisfy1,SA_satisfy2,SA_obj_values,SA_time,t
0,-0.05902132353464322,-0.05658248683664093,0.0006458765842134119,0.055780695,0.10633438386894012,0.09270982601383253,0.0,0.0,0.10633438687703115,0.0927098297473053,0.0,0.0,-0.05902132900955517,0.002178021,0
1,-0.052567792047734145,-0.050993938926216835,0.0006400154787332795,0.063034772,0.0628469459799398,0.05853459139908043,0.0,0.0,0.06284696229135234,0.058534607976109994,0.0,0.0,-0.05256779700900154,0.002865704,1
2,-0.04153968042345497,-0.040207504683846845,0.0006271709218885336,0.106218325,0.01792174693270187,0.017611736696453995,0.0,0.0,0.01792177155988234,0.017611760839113075,0.0,0.0,-0.04153968636035282,0.003744578,4
3,-0.031229761823524008,-0.029874358688138203,0.0006238756566936219,0.138162063,-0.005760538263905556,-0.001256585266892551,0.0,0.0,-0.006154170117243784,-0.0021917472946078784,0.0,0.0,-0.03129521950115555,0.00406506,5
4,-0.03112449549661733,-0.029801447540653052,0.0006134676107615749,0.216701921,-0.006506149434778631,-0.003975920678961094,0.0,0.0,-0.006273220832692162,-0.0038367120226148552,0.0,0.0,-0.031230884276420425,0.004874974,9
5,-0.031124496705969153,-0.029806005110443217,0.000611355012111221,0.211383514,-0.006506148196237659,-0.003975917426267901,0.0,0.0,-0.006273220834662151,-0.0038367120167754603,0.0,0.0,-0.031230884301884636,0.005104765,10
6,-0.03195470778993477,-0.029931340374654995,0.0006041716740354696,0.313793781,-0.007699180025617751,-0.004645891707751588,0.0,0.0,-0.005814231591392885,-0.003840606371533307,0.0,0.0,-0.03126045162123362,0.006431122,14
7,-0.03200040641133904,-0.029980225056753587,0.0006026241615322143,0.370827063,-0.007901422434764903,-0.004674247591314029,0.0,0.0,-0.005730192623759027,-0.003798431497828436,0.0,0.0,-0.031284187964167175,0.006940394,15
8,-0.031662722208682444,-0.028488571071690304,0.0005971555567523738,0.424790019,-0.010635831916550497,-0.010081695501892,0.0,0.0,-0.010217581281897108,-0.009480740859152894,0.0,0.0,-0.029441673689594237,0.008029479,19
9,-0.029632968486842447,-0.026888378822049742,0.0005959379457645492,0.46750291,-0.012134065746448673,-0.011147031945701425,0.0,0.0,-0.011976600387225322,-0.010894162090096025,0.0,0.0,-0.027888831400610197,0.007219406,20
10,-0.029632968486842447,-0.026888378822049742,0.0005905300160685173,0.46750291,-0.012134065746448673,-0.011147031945701425,0.0,0.0,-0.014602674015158716,-0.012779129938324337,0.0,0.0,-0.026359201931427975,0.008469932,25
11,-0.029632968486842447,-0.026888378822049742,0.0005895626405570673,0.46750291,-0.012134065746448673,-0.011147031945701425,0.0,0.0,-0.013876483335845093,-0.012184089116724955,0.0,0.0,-0.02646470203804825,0.008867114,26
12,-0.029632968486842447,-0.026888378822049742,0.0005729014290247791,0.46750291,-0.012134065746448673,-0.011147031945701425,0.0,0.0,-0.013344264770012533,-0.011405303185185378,0.0,0.0,-0.025392582118659277,0.016997264,50
13,-0.029632968486842447,-0.026888378822049742,0.00057238552007981,0.46750291,-0.012134065746448673,-0.011147031945701425,0.0,0.0,-0.013296596623071805,-0.011515336693221558,0.0,0.0,-0.02544763097121409,0.017719728,51
14,-0.029632968486842447,-0.026888378822049742,0.0005622682242067622,0.46750291,-0.012134065746448673,-0.011147031945701425,0.0,0.0,-0.015311229997494189,-0.014164326505490456,0.0,0.0,-0.02282457306425866,0.028871863,75
15,-0.029632968486842447,-0.026888378822049742,0.0005619190932321614,0.46750291,-0.012134065746448673,-0.011147031945701425,0.0,0.0,-0.01696952686420518,-0.016160723393067657,0.0,0.0,-0.022493701566177502,0.026692422,76
16,-0.027937220935854427,-0.020092177355685737,0.0005546749783104786,16.562144394,-0.018090851314630382,-0.016768717623909496,0.0,0.0,-0.018159986650315214,-0.017061748439565913,0.0,0.0,-0.0208253383600107,0.473781591,100
17,-0.027989743084949722,-0.02016013290302156,0.0005544121594903359,17.561941005,-0.0181021459880994,-0.01678105260524211,0.0,0.0,-0.01784572772283946,-0.01663263250913917,0.0,0.0,-0.020894123046032654,0.475562974,101
18,-0.027989743084949722,-0.02016013290302156,0.0005487832816712459,17.561941005,-0.0181021459880994,-0.01678105260524211,0.0,0.0,-0.01781234038849002,-0.016659000430036194,0.0,0.0,-0.020894306924726942,0.752071105,125
19,-0.027989743084949722,-0.02016013290302156,0.0005485730591239161,17.561941005,-0.0181021459880994,-0.01678105260524211,0.0,0.0,-0.01777761375123339,-0.01659747129262204,0.0,0.0,-0.02095285095949231,0.697970416,126
20,-0.027989743084949722,-0.02016013290302156,0.0005439781492326259,17.561941005,-0.0181021459880994,-0.01678105260524211,0.0,0.0,-0.018592930562666737,-0.016581998301940893,0.0,0.0,-0.021253559541654345,0.785455566,150
21,-0.027989743084949722,-0.02016013290302156,0.0005438032641598113,17.561941005,-0.0181021459880994,-0.01678105260524211,0.0,0.0,-0.018737100470072984,-0.01677119488099939,0.0,0.0,-0.021288681441056157,0.869523468,151
22,-0.027989743084949722,-0.02016013290302156,0.0005399262156292335,17.561941005,-0.0181021459880994,-0.01678105260524211,0.0,0.0,-0.01761569341020671,-0.016366449336961943,0.0,0.0,-0.02075799423672239,0.508253752,175
23,-0.027989743084949722,-0.02016013290302156,0.0005397766719114635,17.561941005,-0.0181021459880994,-0.01678105260524211,0.0,0.0,-0.01799387399396692,-0.016524610062109653,0.0,0.0,-0.02064014261628896,0.815485291,176
24,-0.024678238900217378,-0.01940481852848593,0.0005364266515238753,11.313385435,-0.018746810711756625,-0.01821041138269968,0.0,0.0,-0.018764236173982533,-0.01816586629780412,0.0,0.0,-0.020077098971026146,0.887151159,200
25,-0.024508364991540826,-0.019183666445481116,0.0005362961497096706,12.189086255,-0.018563084286806454,-0.01819589880348028,0.0,0.0,-0.018562368011382377,-0.01786485378082032,0.0,0.0,-0.019862038386461823,0.990297009,201
26,-0.024508364991540826,-0.019183666445481116,0.0005333492002560099,12.189086255,-0.018563084286806454,-0.01819589880348028,0.0,0.0,-0.018555032043385086,-0.018110902571249782,0.0,0.0,-0.020149726580249494,1.016531434,225
27,-0.024508364991540826,-0.019183666445481116,0.0005332335186521449,12.189086255,-0.018563084286806454,-0.01819589880348028,0.0,0.0,-0.018563995505970675,-0.018131949228958052,0.0,0.0,-0.02017126882672075,1.159063066,226
28,-0.024508364991540826,-0.019183666445481116,0.0005306046247731814,12.189086255,-0.018563084286806454,-0.01819589880348028,0.0,0.0,-0.018776221200669695,-0.018260454086017956,0.0,0.0,-0.02040251222319119,1.228001641,250
29,-0.024508364991540826,-0.019183666445481116,0.0005305007982786394,12.189086255,-0.018563084286806454,-0.01819589880348028,0.0,0.0,-0.018682726764307264,-0.01798028334897921,0.0,0.0,-0.020319049372622376,1.200833599,251
30,-0.024508364991540826,-0.019183666445481116,0.000528129149374807,12.189086255,-0.018563084286806454,-0.01819589880348028,0.0,0.0,-0.018697129407669866,-0.018039275797145624,0.0,0.0,-0.020176524441718,1.443701988,275
31,-0.024508364991540826,-0.019183666445481116,0.0005280350169967142,12.189086255,-0.018563084286806454,-0.01819589880348028,0.0,0.0,-0.01863844552940035,-0.017965616896663223,0.0,0.0,-0.020194371362000172,1.430884353,276
32,-0.02514602765224738,-0.01979024533292142,0.0005258756333128791,22.222161671,-0.019098388195512638,-0.018075300899055367,0.0,0.0,-0.018943872251351697,-0.017911354064971304,0.0,0.0,-0.020387751824749684,0.354938045,300
33,-0.025158759934086564,-0.019806050910237342,0.0005257895722537762,22.819678763,-0.019097858697525595,-0.018068748948229418,0.0,0.0,-0.01894387244523321,-0.01791135239245432,0.0,0.0,-0.02040362403592101,0.348343849,301
34,-0.025158759934086564,-0.019806050910237342,0.0005238082605203916,22.819678763,-0.019097858697525595,-0.018068748948229418,0.0,0.0,-0.019229806108035624,-0.018076094575329212,0.0,0.0,-0.020551210668266612,0.418839523,325
35,-0.025158759934086564,-0.019806050910237342,0.000523729021633906,22.819678763,-0.019097858697525595,-0.018068748948229418,0.0,0.0,-0.01922981257858062,-0.018076094032801446,0.0,0.0,-0.02056619967810585,0.475440292,326
36,-0.025158759934086564,-0.019806050910237342,0.0005218991894483164,22.819678763,-0.019097858697525595,-0.018068748948229418,0.0,0.0,-0.01946005534404605,-0.0185357141512775,0.0,0.0,-0.020362422731384153,0.622487018,350
37,-0.025158759934086564,-0.019806050910237342,0.0005218257910188534,22.819678763,-0.019097858697525595,-0.018068748948229418,0.0,0.0,-0.01946005564477911,-0.018535714104705163,0.0,0.0,-0.020376434280072606,0.646326094,351
38,-0.025158759934086564,-0.019806050910237342,0.0005201263549816274,22.819678763,-0.019097858697525595,-0.018068748948229418,0.0,0.0,-0.01944886706480826,-0.018154292054339286,0.0,0.0,-0.020467813307201547,0.796095564,375
39,-0.025158759934086564,-0.019806050910237342,0.0005200580116857085,22.819678763,-0.019097858697525595,-0.018068748948229418,0.0,0.0,-0.019448866087004853,-0.018154293076924934,0.0,0.0,-0.02048205704416371,0.633743477,376
40,-0.025766038832899872,-0.019771627869865513,0.0005184719779158373,38.620504868,-0.019455806093490003,-0.01814962391581784,0.0,0.0,-0.019376331911899546,-0.01798123597258785,0.0,0.0,-0.02037463356879671,0.651054603,400
41,-0.02578278305544217,-0.01978514511827304,0.000518408051864422,34.582080758000004,-0.01946110627999227,-0.018139307502955785,0.0,0.0,-0.019376327735165698,-0.017981228760949142,0.0,0.0,-0.02038809788909032,0.809400949,401
