,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_eval3,DRO_eval4,DRO_satisfy1,DRO_satisfy2,DRO_satisfy3,DRO_satisfy4,SA_eval1,SA_eval2,SA_eval3,SA_eval4,SA_satisfy1,SA_satisfy2,SA_satisfy3,SA_satisfy4,SA_obj_values,SA_time,SA_tau,t
0,0.002125413566466819,0.0206026406207197,0.0035109743595625378,0.7735209509264678,0.016675562926511435,0.014915711501182281,0.015150250640841379,0.015812405295330307,1.0,1.0,1.0,1.0,0.01667556292651143,0.014915711501182281,0.015150250640841379,0.015812405295330307,0.0,0.0,0.0,0.0,0.0030477688229070083,1.2323303050361574,0.0021254135664668184,0
1,0.0021267618391112514,0.020573280584625212,0.0035086575737311365,1.0245080600725487,0.016677321788310825,0.014915275602875781,0.015153296925724149,0.01581443864420645,1.0,1.0,1.0,1.0,0.016677321788310828,0.014915275602875783,0.015153296925724154,0.015814438644206452,0.0,0.0,0.0,0.0,0.00302999271596953,1.2392991879023612,0.0021267618391112523,1
2,0.003997272819531962,0.02375861898975468,0.003384726768025381,3.5033050070051104,0.013715121304414789,0.01261354909467568,0.013026755767604122,0.012856684573134535,1.0,1.0,1.0,1.0,0.013715121304414789,0.01261354909467568,0.013026755767604122,0.012856684573134535,0.0,0.0,0.0,0.0,0.006834985149627772,6.1650495930807665,0.003997272819531961,100
3,0.003997272819531962,0.02373607828100109,0.003383977185652274,4.562752828001976,0.013715121304414789,0.01261354909467568,0.013026755767604122,0.012856684573134535,1.0,1.0,1.0,1.0,0.013711221732969686,0.012607932270896358,0.013025320647034353,0.012855716455578505,0.0,0.0,0.0,0.0,0.006816396986577891,4.696302497992292,0.004001523309573139,101
4,0.003941865520120658,0.02424869523496547,0.0033275811672688928,0.36007163499016315,0.0123243880139244,0.01149696179563534,0.011518269134074622,0.011853731457288238,1.0,1.0,1.0,1.0,0.012324388013924456,0.01149696179563531,0.011518269134074638,0.011853731457288248,0.0,0.0,0.0,0.0,0.007610789398620841,0.8699912329902872,0.003941865520120658,200
5,0.0039052970725057534,0.024231821028144085,0.0033271384042350086,0.3908599860733375,0.012322525872804552,0.011486443981487161,0.01153030741859906,0.011846799742889953,1.0,1.0,1.0,1.0,0.012322525874725656,0.011486443980577398,0.011530307423406756,0.01184679974336401,0.0,0.0,0.0,0.0,0.007596129006961972,0.9693420170806348,0.0039052970649704477,201
6,0.003973442925705228,0.024590006864212283,0.0032904683906975923,1.676524440990761,0.0118393957997868,0.011008262385759542,0.011413501683827381,0.011297314565529543,1.0,1.0,1.0,1.0,0.01183939581579302,0.011008262398266168,0.01141350170523016,0.011297314591559799,0.0,0.0,0.0,0.0,0.008137664912304813,1.807647681911476,0.003973442938512761,300
7,0.0039734429385145376,0.0245765784043744,0.0032901554744672514,2.5580927409464493,0.011839395815791492,0.011008262398265991,0.011413501705229295,0.011297314591558272,1.0,1.0,1.0,1.0,0.01183939581579158,0.011008262398266102,0.01141350170522944,0.011297314591558437,0.0,0.0,0.0,0.0,0.008125801032037243,1.6133003779686987,0.0039734429385145965,301
8,0.0038726181340624777,0.02427454616390565,0.0032630187865043216,1.5282086400547996,0.011777413371400813,0.011062013096336453,0.011367223067892751,0.011237146273600217,1.0,1.0,1.0,1.0,0.01177741337236757,0.011062013098099257,0.011367223067536103,0.011237146274354183,0.0,0.0,0.0,0.0,0.00795945223049887,1.4147565409075469,0.0038726181364010515,400
9,0.0038245145214235166,0.024264221497371088,0.0032627773585050023,2.9182072860421613,0.011723615865927087,0.011011662876004434,0.011333798356815774,0.011190066157720852,1.0,1.0,1.0,1.0,0.011723615865885113,0.011011662876021379,0.011333798356823457,0.01119006615769553,0.0,0.0,0.0,0.0,0.00795033470482546,1.6733858179068193,0.0038245145211845966,401
