,Unnamed: 0,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,SA_eval1,SA_eval2,SA_satisfy1,SA_satisfy2,SA_obj_values,SA_time,t
0,0.0,-0.03758292161372131,-0.024592374079564064,0.01845361669181171,0.0541963912,0.018580567700568377,0.017609811970960638,0.16666666666666666,0.16666666666666666,0.05462767336644013,0.05524718507319826,0.0,0.0,-0.052148996727193093,0.0031886990666666667,0.0
1,1.0,-0.03201423541484258,-0.02216151967950762,0.018286156535236506,0.060201709199999995,0.007897083317437582,0.007085627183733039,0.3333333333333333,0.3333333333333333,0.03881441135657919,0.040188698866262716,0.0,0.0,-0.045666127548491545,0.0033593992333333326,1.0
2,2.0,-0.026635954921486085,-0.01873008665072006,0.017919169196815195,0.09363563949999999,-0.004076944035732235,-0.004648251271323766,0.43333333333333335,0.4666666666666667,0.018455647267469056,0.018701629452583655,0.0,0.0,-0.03929609513982694,0.004266874899999999,4.0
3,3.0,-0.025022598803768045,-0.018423106453972358,0.017825018762674897,0.10886986046666665,-0.005944197887107933,-0.006222075791167251,0.5,0.5333333333333333,0.012457792252907864,0.012527312134730977,0.0,0.0,-0.037562260708497976,0.004629679966666666,5.0
4,4.0,-0.021779043574713924,-0.01700425196978166,0.017527646021759206,0.15091556793333333,-0.010582045729581376,-0.010419770406974031,0.6666666666666666,0.6333333333333333,0.0037335093474825235,0.00370481755548797,0.0,0.0,-0.033680398452707344,0.005715457566666667,9.0
5,5.0,-0.019311276011804702,-0.01632797546642868,0.017467286060320605,0.1586970133,-0.012732253010193375,-0.012465206522066712,0.7666666666666667,0.7333333333333333,1.805828127558343e-05,6.272514519937011e-05,0.0,0.0,-0.032013561684435324,0.005514512866666667,10.0
6,6.0,-0.01875153882627902,-0.016274970213016653,0.017262047829584796,0.2021567216666667,-0.013547001915706703,-0.013246638211428205,0.8333333333333334,0.8333333333333334,-0.0046487822285302,-0.004451886500107067,0.0,0.0,-0.02952655736521727,0.006939725866666665,14.0
7,7.0,-0.018178247781074727,-0.016217869756963568,0.01721783318663461,0.21103252276666667,-0.013941486419249137,-0.013858116588022978,0.8666666666666667,0.8666666666666667,-0.005772872370858507,-0.005816592358724228,0.0,0.0,-0.0290787883635763,0.006858681466666667,15.0
8,8.0,-0.017310328427371128,-0.015935072105149623,0.01706158733578211,0.25955962609999994,-0.014966212383300143,-0.014897609771749977,0.9,0.9,-0.007708711325858473,-0.007472426001500118,0.0,0.0,-0.027776616459372207,0.008445965,19.0
9,9.0,-0.01734427608278159,-0.01595072193883698,0.0170267984504156,0.2645993505333333,-0.014936525768539079,-0.014864300073275815,0.9,0.9,-0.008312765273441238,-0.007670731523035464,0.0,0.0,-0.027195437191418592,0.008256284266666665,20.0
