,Unnamed: 0,obj_values,MRO_obj_values,epsilon,online_time,MRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_eval2,MRO_eval3,MRO_satisfy0,MRO_satisfy1,MRO_satisfy2,MRO_satisfy3,O_eval0,O_eval1,O_eval2,O_eval3,O_satisfy0,O_satisfy1,O_satisfy2,O_satisfy3,O_worst_satisfy0,O_worst_satisfy1,O_worst_satisfy2,O_worst_satisfy3,MRO_worst_satisfy0,MRO_worst_satisfy1,MRO_worst_satisfy2,MRO_worst_satisfy3
0,0.0,0.01992992116489204,0.02033535959298343,0.006558157965819403,4.366827778244624,4.838539209426381,0.07890570984202272,0.006863460094157505,0.002807783800691482,0.07909648498169163,0.00691340509704623,0.0028982137007547096,0.027663510438708894,0.02675623187672026,0.00018416944367340493,0.00017142858705478998,0.0,0.0,0.0012278860202058703,0.00016945636307349503,0.0,0.026232632576005145,0.20276450370796711,0.01820900971164061,0.01931821263986793,0.01883676037739442,0.018745415640021017,0.725,0.6,0.7,0.675,0.019284637042883003,0.020549075045629375,0.019962763111790988,0.019927859162067477,0.55,0.475,0.5,0.5,0.975,0.95,0.975,0.975,0.975,0.95,0.975,0.975
1,1.0,0.01992260248518343,0.020307900140615655,0.006555993843667504,4.760167628637282,4.807775079316343,0.07889436401945066,0.006860391928890558,0.002813979243858637,0.0790461214713151,0.006896099135449427,0.002884663054001758,0.027676737178755427,0.02685018699371437,0.00048462892882521755,0.00017743809730740994,0.02784204726959356,0.026821561018364238,0.00018185923108825997,0.00020008430001320507,1.0,0.021066069440497274,0.1094985841040863,0.018250338236632635,0.019338826614182257,0.01885874583147535,0.018764943094799015,0.675,0.6,0.625,0.65,0.01919948874035645,0.02050568250527329,0.019896786179616953,0.01987093657927889,0.55,0.45,0.45,0.475,0.975,0.95,0.975,0.975,0.975,0.975,0.975,0.975
2,2.0,0.021836378945331265,0.02216273924129442,0.006439169426899004,6.532070526771713,6.675217729635188,0.08530135617220522,0.008289926024827926,0.002994145091251502,0.08643582144568326,0.008531193247782589,0.003245684352353252,0.028975766754842407,0.02883789342997588,0.005349965946515971,0.000301017632591485,0.031879019466651934,0.03111689668859357,0.0010487621504580024,0.0007155527739086576,100.0,0.001181382339065205,0.003145921359892208,0.01711196220435262,0.017979767735643998,0.017536599644850027,0.01749095364016212,0.9,0.825,0.85,0.9,0.01717014109358761,0.018000156106046928,0.017615490473637842,0.017582703984979787,0.9,0.825,0.85,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,3.0,0.021816374775864275,0.022152029291398888,0.006438456377443301,7.15683375352819,6.410349329223391,0.08529857282539464,0.008282163409770194,0.002991278997312233,0.0864581454787367,0.008526116834169298,0.0032436043345116213,0.02901897809362729,0.02881659996129904,0.000282916598371175,0.00065838459704532,0.02898412166013342,0.028841997172109262,0.0007669523562071375,0.011956369210383812,101.0,0.0012979806256782822,0.0032450084427362753,0.01710931894251296,0.017984477084434687,0.017537786015233446,0.017488592620856357,0.9,0.825,0.875,0.875,0.01719336112221222,0.018033912792619577,0.017651574892891295,0.017602816137033517,0.9,0.825,0.85,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,4.0,0.022222427079348777,0.022868398670902318,0.006384580589125895,8.45435726114665,6.949406585338875,0.08687874363167021,0.008674036316385499,0.0031441446847146177,0.08861963864152064,0.009036073649792625,0.0033006470429485105,0.02984881976803097,0.029505429677169258,0.0003534200513967675,0.00037458922306536256,0.030036169618521402,0.029929236776628905,0.002125926021835722,0.008221546380082094,200.0,0.0007844182178496277,0.0018370384214422854,0.0167634388437628,0.017454149873814197,0.017018529785836563,0.01700801108046928,1.0,0.975,1.0,1.0,0.017258227583950243,0.018050133876543424,0.01758835410342878,0.01756279107173036,0.925,0.875,0.9,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,5.0,0.022207133473178025,0.02288060276513439,0.006384155813565197,8.001953897744533,7.173036859341664,0.08684247288139335,0.00866365518405175,0.0031384176011502473,0.08859832656594072,0.009029765782700034,0.0033017166548306156,0.02992691481502998,0.02947478045217331,0.0009766616014530375,0.00036770509905177754,0.029840086661547575,0.029488199848798868,0.00821340740949376,0.00032820710912341745,201.0,0.0008439839280520603,0.0018919046882625375,0.016733043071249558,0.0174277200394066,0.016980329788905686,0.01697501263625815,1.0,0.975,1.0,1.0,0.017342858669134573,0.018148219560439265,0.017681490798430573,0.01766005515880726,0.925,0.875,0.9,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,6.0,0.022242166205124987,0.023142730255538344,0.006348876891706497,9.634105720490334,7.302241765859071,0.08742492654234094,0.008875792694089956,0.003155583999979525,0.08950885706915487,0.00922985601116155,0.0033068514026058727,0.03011687735409075,0.02977204140966131,0.001711234674439718,0.0005596101284026599,0.03063100740918413,0.030132172327457955,0.00048553468659515007,0.00039903666765889753,300.0,0.0006259006053002252,0.0013405159041579874,0.016591539145789657,0.017301117823169294,0.016892401832829907,0.016921813693118983,1.0,1.0,1.0,1.0,0.01707225093209233,0.01788243296665688,0.01744330091769185,0.017327956210272815,0.975,0.925,0.975,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,7.0,0.02229537869592693,0.023165760804768096,0.006348575002488595,9.394038766514859,7.949648295616498,0.08749866590541783,0.008900269713609929,0.003146017822417265,0.08950852078286312,0.009233617439499252,0.0033067097810637416,0.030246874275829616,0.029717207720177295,0.0005909830535528575,0.000641408949741115,0.0303009749900242,0.02994763151548846,0.0020139415079028704,0.0007275137555552175,301.0,0.0006664006490641549,0.0013901343831575132,0.016516651706659658,0.017218005498246137,0.01682129957928955,0.01685035338736513,1.0,1.0,1.0,1.0,0.017189133046909732,0.018026899808425662,0.01757559819920699,0.017458186236690963,0.975,0.95,0.975,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,8.0,0.022496614467030628,0.02333564342369697,0.0063223397674181964,10.927842212526594,7.4450792110408655,0.08800772366590415,0.009091560418397622,0.0031258256855048573,0.09003073319141001,0.009368433335090956,0.0032527978632491726,0.03011322469401469,0.029907280553912362,0.003009111853316375,0.0005211105948546327,0.030453543059827216,0.029939289370772587,0.0009308560256612926,0.0019112241017864551,400.0,0.0005407455286118801,0.0010909596348106776,0.01644451877824105,0.017241910015616035,0.016832598512059045,0.016793691683096294,1.0,1.0,1.0,1.0,0.016810980922485324,0.017599843594845243,0.01712131733011043,0.017085355565358677,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,9.0,0.022487714037372066,0.023321497010158336,0.006322105870806503,10.567700322691234,7.7501167719310615,0.08801709685683824,0.009091131366557217,0.0031242095895402627,0.0900347302432418,0.009368512523017007,0.0032511509727529224,0.030200864653921917,0.02990770233246793,0.0032530719123314575,0.0009669801627751002,0.030095668237813504,0.029886487703833238,0.0011813636927399279,0.0016364815470296396,401.0,0.0005709024689465627,0.00111988005936943,0.016456942494979577,0.017266894738991376,0.016851331497659456,0.01681304970814284,1.0,1.0,1.0,1.0,0.01691056149621846,0.017712873830746077,0.017231408480068797,0.017186504942856815,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
