,obj_values,MRO_obj_values,epsilon,online_time,MRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_satisfy0,MRO_satisfy1,O_eval0,O_eval1,O_satisfy0,O_satisfy1,O_worst_satisfy0,O_worst_satisfy1,MRO_worst_satisfy0,MRO_worst_satisfy1
0,0.023075740815860772,0.023075740815895533,0.014035285143421759,2.3726117899641395,4.974153970833868,3.058611473662299e-18,1.5108041143943448e-35,1.5915854935472307e-20,3.058611473662299e-18,1.5108041143943448e-35,1.5915854935420283e-20,0.02307576404522727,0.0230757640453142,0.000187551137059927,0.00012408103793859482,0.0,0.0,9.668013080954552e-05,0.00010683992877602577,0,0.09595415286034807,0.05614114169127413,0.04918234611128259,0.059016781181573025,0.0,0.0,0.04918234611112816,0.05901678118138248,0.0,0.0,0.0,0.0,0.0,0.0
1,0.02120481111023611,0.021204811109893962,0.013207708995578507,9.161807479336858,3.0811362254898995,2.8091097671504013e-18,9.985610227410964e-36,1.1647713385814182e-20,2.5488428947185824e-18,1.259003428661954e-35,1.3166938999901166e-20,0.02120485184057919,0.021204851839876925,0.00013185106217861176,9.92901623249054e-05,0.021205015631958583,0.021205015632038682,0.0001255811657756567,9.213108569383621e-05,1,0.09050713455537578,0.07046400981765938,0.049218636695195314,0.059086160042110016,0.0,0.0,0.049218636696443996,0.0590861600441544,0.0,0.0,0.0,0.0,0.0,0.0
2,0.02282880274497141,0.022860196778956513,0.0063108861463903095,0.3688021053094417,0.3422653393354267,0.06036807920869034,0.00435282336264207,0.0023251575536541572,0.06446090912355752,0.005167615740300509,0.0022516283604872424,0.02859312562224929,0.028899272373785187,0.0001840109471231699,0.0001313511747866869,0.05483171815139453,0.05483171815017554,0.0001261010766029358,0.0001373200211673975,50,0.010867182725355156,0.00965072702344164,0.019018405520007713,0.02294356140324469,1.0,0.0,0.01684219638933937,0.017936749008828565,1.0,1.0,1.0,1.0,1.0,1.0
3,0.02268657182833656,0.02270366111047012,0.006273095502896523,0.3333418264519423,0.7379058999940753,0.060682250267946956,0.004376733143971847,0.0023164338623685127,0.06472979316855218,0.005181575846558699,0.0022273024344839714,0.027941162163403165,0.02862864006710873,0.0001797808799892664,0.000155590008944273,0.02834990978781397,0.02863531795788308,0.0001717209815979004,0.00016792095266282558,51,0.010903148049337643,0.009705126617739535,0.01909878385800667,0.02305948400407075,1.0,0.0,0.015517172640254682,0.018220690673259578,1.0,1.0,1.0,1.0,1.0,1.0
4,0.021239744348937696,0.02052776427882405,0.005087231198151968,0.25154539616778493,0.22039135312661529,0.06960174842353696,0.005423044499703394,0.002730442621401615,0.07421981232268235,0.006277144513001235,0.0029686557196243247,0.02696076559034761,0.027483994207845055,0.0002106709871441126,0.000182311050593853,0.027494757270421808,0.02969249598974498,0.0001677200198173523,0.00017466116696596146,100,0.0057940281368450116,0.005147106920936908,0.015478834743382928,0.015899630322904815,1.0,1.0,0.016209166835660177,0.017136344586139062,1.0,1.0,1.0,1.0,1.0,1.0
5,0.02147589492212728,0.020655307277455775,0.005071183043572382,0.22704346664249897,0.21074417070485651,0.06982776877708727,0.005454152917983921,0.0027876658945299644,0.07430039053906412,0.006282464335530609,0.0029913791062520277,0.02725501678829484,0.028000006683079722,0.00018371106125414371,0.00018055085092782974,0.027419103235416124,0.02803656099547704,0.00016533001326024532,0.00015779095701873302,101,0.005839708076401151,0.005198912168748582,0.015706894823861433,0.016207396500114695,1.0,1.0,0.015938933845167255,0.01672120027334524,1.0,1.0,1.0,1.0,1.0,1.0
6,0.020460459830689618,0.020789911891451733,0.00446787151781091,0.27633261890150607,0.23203473445028067,0.07311501779094857,0.005875059478001655,0.0027982145605625125,0.0770087649624689,0.006594558762029765,0.002654560252697006,0.025405973493296416,0.026219154883636173,0.00023567094467580318,0.0002171909436583519,0.026405394868975036,0.026778442070468,0.00022810092195868492,0.00019425107166171074,150,0.004009647088880649,0.003578899261217612,0.01387920693847038,0.013817062050629802,1.0,1.0,0.014148104378579806,0.012873236380842524,1.0,1.0,1.0,1.0,1.0,1.0
7,0.0204164998066075,0.020744050961414406,0.004458304311836247,0.25684851175174117,0.22421839786693454,0.07285028976310394,0.005844119538541241,0.002790686987550751,0.07686923094714218,0.006572335548082848,0.002654949017463878,0.0253355502321939,0.02622642107845927,0.00022370112128555775,0.00020733079873025417,0.025330323822841,0.026139911158306314,0.006396382115781307,0.0001981109380722046,151,0.004040703042299863,0.003612801023998329,0.013931029845544072,0.01385120813211814,1.0,1.0,0.014148397035328553,0.012874726115445174,1.0,1.0,1.0,1.0,1.0,1.0
8,0.018974086725567267,0.01874220455351752,0.004070301887900756,0.39846402569673955,0.1670615787152201,0.07440201935492385,0.006055932306471306,0.0030686312556457134,0.07779326981205342,0.006687679721232955,0.002929350771880257,0.02462644477838428,0.02591517990537072,0.0002772018779069185,0.0002521909773349762,0.02384574700332179,0.02437140775926944,0.00024953088723123074,0.00022883107885718346,200,0.0030950793599465766,0.002773815091780083,0.015782691276864724,0.014110584340932077,1.0,1.0,0.014177533138712473,0.014034449412530941,1.0,1.0,1.0,1.0,1.0,1.0
9,0.018942442794350284,0.018703873966451828,0.004063704952695469,0.38779664621688426,0.4558963095769286,0.07428992644115881,0.006039395911833439,0.003056619491003687,0.07766691107796428,0.006668143592487534,0.0029192384006287084,0.024569611998044617,0.025840038175781503,0.00025164103135466576,0.00023832102306187153,0.024567366617645824,0.025842042798781245,0.00023331190459430218,0.00022542104125022888,201,0.0031193173660393364,0.002799508992481327,0.015786030316632157,0.014112009200116682,1.0,1.0,0.014178175025376452,0.014036149810621148,1.0,1.0,1.0,1.0,1.0,1.0
