,Unnamed: 0,obj_values,MRO_obj_values,epsilon,online_time,MRO_time,online_pca_time,online_pca_k,MRO_pca_time,MRO_pca_k,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_satisfy0,MRO_satisfy1,O_eval0,O_eval1,O_satisfy0,O_satisfy1,O_worst_satisfy0,O_worst_satisfy1,MRO_worst_satisfy0,MRO_worst_satisfy1
0,0.0,-0.014702516735833279,-0.01470251673582717,0.008645064927566299,0.040255655785436974,0.00298975464407953,0.0001207113265990714,4.0,0.0001207113265990714,4.0,1.3530632064114352e-09,1.4709577045237659e-34,8.461555483076897e-20,1.3530632064114352e-09,1.4709577045237659e-34,8.461555483089434e-20,0.01012368727041094,0.01012368727040274,5.4312000000000004e-05,5.6547e-05,3.4675512368885e-10,3.4675512368885e-10,5.300700000000001e-05,5.2647100000000006e-05,0.0,0.12101421875650112,0.03458026174876712,0.06685645612435781,0.06984243443153856,0.0,0.0,0.06685645612424909,0.06984243443138752,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,-0.014704757370676499,-0.014704757370680142,0.008605750052593201,0.00308155216855463,0.0029843263672973195,0.0,4.0,0.0,4.0,1.5942249198561451e-09,1.1587243947511347e-34,7.081472109313374e-20,1.6650409245234083e-09,1.2257980871031383e-34,7.051110261978574e-20,0.02406899734357954,0.0240689973435754,5.1137e-05,5.5234999999999995e-05,0.02406855782322928,0.024068557823220257,5.426700000000001e-05,5.430599999999999e-05,1.0,0.1420038656088743,0.09588562958123957,0.06685690909714403,0.06984299155813728,0.0,0.0,0.06685690909713372,0.0698429915581387,0.0,0.0,0.0,0.0,0.0,0.0
2,2.0,-0.01449877551656357,-0.014498775516555481,0.008518957403761402,0.00335210371898189,0.00348500225289302,0.0,4.0,0.0,4.0,1.6241531391302127e-09,1.1606118382056398e-34,1.6829194918761104e-19,1.6631898872001759e-09,8.171987247354256e-35,4.818371559026103e-20,0.04273770226878042,0.04273770226874789,6.45741e-05,6.537610000000001e-05,0.044416312609177416,0.044416312609179116,6.43101e-05,6.598119999999999e-05,4.0,0.11478922241293787,0.10074484425336341,0.0652513974920551,0.0679169332539564,0.0,0.0,0.0652513974920684,0.06791693325395728,0.0,0.0,0.0,0.0,0.0,0.0
3,3.0,-0.0035162423009137897,-0.00351624230088703,0.008496547886573298,0.004633921747766061,0.0045451978723022,0.0001595020294189,7.8,0.0001595020294189,7.8,1.9018738714105483e-09,1.2628714111605398e-34,9.4732538660907e-20,1.91700604141483e-09,7.354788522618829e-35,3.6338551847443994e-20,0.01814497799163187,0.01814497799248026,6.8658e-05,6.8567e-05,0.04786811678427768,0.047868116784243374,6.969300000000001e-05,7.004110000000001e-05,5.0,0.1106809665799133,0.09990318870957166,0.028980316479970743,0.029367356154324037,0.0,0.0,0.02898031647987696,0.0293673561539827,0.0,0.0,0.0,0.0,0.0,0.0
4,4.0,-0.0035704984681114694,-0.0035704984681242794,0.008425376335103598,0.0050858315915893,0.005258003975329539,0.0,7.8,0.0,7.8,1.8546151936623101e-09,9.129669783404523e-35,7.891248341908198e-20,1.913988806071796e-09,5.253420373299163e-35,2.5635575918574235e-20,0.022731095543480143,0.0227310955434365,7.454110000000001e-05,7.666210000000001e-05,0.02335251535010175,0.023352515350826886,7.8005e-05,7.7997e-05,9.0,0.08940919692313778,0.08364111244367531,0.02962298685297096,0.029629395809493947,0.0,0.0,0.029622986852940097,0.02962939580952495,0.0,0.0,0.0,0.0,0.0,0.0
5,5.0,-0.00071267805782767,-0.00071267805782593,0.0084108565880235,0.00633294105697015,0.0062313942384887204,0.00018050670623774,11.6,0.00018050670623774,11.6,1.7809188419574194e-09,9.504088028112103e-35,4.996812590622632e-20,1.8536212765260416e-09,4.903192348412553e-35,3.299670929417671e-20,0.01809441037531203,0.01809441037529348,7.7663e-05,8.06511e-05,0.02354693951343271,0.02354693951335468,8.182219999999999e-05,8.286310000000003e-05,10.0,0.0840261225925195,0.08189187257322464,0.02568399805155578,0.025995550033716862,0.0,0.0,0.025683998051619288,0.02599555003379575,0.0,0.0,0.0,0.0,0.0,0.0
6,6.0,-0.0006294644957678399,-0.00062946449576716,0.008397296923831201,0.004857526572167929,0.0050359200218017,0.0,11.6,0.0,11.6,0.016014904917533043,0.0021221793089623102,0.00031990101609684905,0.01601490486463953,0.0021221793089623102,0.0003199010160826983,0.01999808608842411,0.01999808608846845,8.2516e-05,8.54621e-05,0.0201065148527153,0.020106514852716462,8.69461e-05,8.7024e-05,11.0,0.07937080890994173,0.07755137583107971,0.02536398259669733,0.025880090950682787,0.0,0.0,0.02536398259651852,0.025880090950526947,0.0,0.0,0.0,0.0,0.0,0.0
7,7.0,-0.00075105700458087,-0.0007528403261505899,0.008361297370014899,0.004632011735058541,0.00502172970803217,0.0,11.6,0.0,11.6,0.05227915710262733,0.0076322918224195095,0.0010047452771326701,0.05168578648740717,0.007798413361193581,0.00098629277464746,0.025309273333989923,0.02532513576321898,8.868810000000001e-05,9.01811e-05,0.024921900528427365,0.02492190052856473,9.33861e-05,9.420020000000001e-05,14.0,0.06647953153098192,0.06515965386913086,0.02605664679140234,0.026354329670619854,0.0,0.0,0.02598392624658662,0.026258413401886033,0.0,0.0,0.0,0.0,0.0,0.0
8,8.0,0.0012957227833320301,0.0013142261585504238,0.008350582279450302,0.00563068730706782,0.00571967458659664,0.00022406578063960004,15.1,0.00022406578063960004,15.1,0.060349361654946775,0.009017532790403869,0.0004554106065975699,0.0600609791654287,0.009163369585262761,0.00044800928557840996,0.018557674848739877,0.01846809085496246,9.08421e-05,9.180310000000001e-05,0.026495378606810293,0.026498831236204702,9.0515e-05,9.00751e-05,15.0,0.06380603376620438,0.0625254933140691,0.020968616076465153,0.021977431702144817,0.0,0.0,0.02099813891795662,0.022095596470496758,0.0,0.0,0.0,0.0,0.0,0.0
9,9.0,0.00112946920058964,0.0012842790763894897,0.0083126066134466,0.005124129992626919,0.00569958023294674,0.0,15.1,0.0,15.1,0.08890732020340171,0.014160474806445292,0.00105200418846214,0.0878790380339695,0.01476411996067302,0.00114429367632395,0.02101341778974799,0.021241032416117262,0.00010178410000000001,0.00010290620000000001,0.02155101516435615,0.02153463058716757,0.0001037521,0.00010250230000000001,19.0,0.05306723148298849,0.052170375567518336,0.0204695629331912,0.02162703036139215,0.0,0.0,0.02090533636205187,0.02203531022021292,0.0,0.0,0.0,0.0,0.0,0.0
