,Unnamed: 0,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_pca_time,DRO_pca_k,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,SA_eval1,SA_eval2,SA_satisfy1,SA_satisfy2,SA_obj_values,SA_time,SA_tau,t
0,0.0,-0.008956047146144425,-0.0087268441058603,0.0048028138486479,0.05061605061404413,0.04863339662551873,4.0,0.06917010362308973,0.06914250829383928,0.0,0.0,0.0693115370202229,0.06914251476846778,0.0,0.0,-0.009028102122825975,0.00140249175,-0.009028102151757974,0.0
1,1.0,-0.008956046589652,-0.0087278862375156,0.0047809722514406,0.00200251275,0.0,4.0,0.06917010938536182,0.06914251413975582,0.0,0.0,0.07374257714897542,0.05761614701137883,0.0,0.0,-0.0064297210328158,0.0014972745,-0.006429721080141975,1.0
2,2.0,-0.00895604688227475,-0.00873018758275545,0.0047327541132007,0.00236908,0.0,4.0,0.0691701056283105,0.06912310045796502,0.0,0.0,0.04576287798850095,0.03923401482266577,0.0,0.0,-0.004377961447987625,0.0016855105,-0.004377961473282125,4.0
3,3.0,-0.008956048053304475,-0.00873078298634645,0.0047203043814296,0.00261916825,0.0,4.0,0.0693222590089333,0.0696316488806429,0.0,0.0,0.045689359086590955,0.0386779549818725,0.0,0.0,-0.004037264668241375,0.00182142525,-0.00403726467061745,5.0
4,4.0,-0.009089468762964474,-0.0087509862454673,0.0046807646306131,0.0032474814999999997,0.0,4.0,0.07014767866815012,0.06963164868176808,0.0,0.0,0.0318117231595007,0.029334548089340676,0.0,0.0,-0.000488100791823075,0.0025910804999999997,-0.000698421370246375,9.0
5,5.0,-0.000691419644717125,0.000430481618678775,0.0046726981044575,0.0053196463050536255,0.000205636024475025,12.0,0.02833218118795055,0.025130545825148273,0.0,0.0,0.03181171854372782,0.0293345507023336,0.0,0.0,-0.000550031197231875,0.00272374525,-0.000698421535356075,10.0
6,6.0,-0.0007063078331287,0.000429088863088325,0.004665164957684,0.00581793775,0.0,12.0,0.028485490425264125,0.025127267628431225,0.0,0.0,0.0317726306500802,0.0314578363371427,0.0,0.0,-0.0005561108444596501,0.0027116007500000002,-0.00069842058446455,11.0
7,7.0,-0.00122917709718955,0.0003040570799628,0.0046451652055638,0.0057114620000000005,0.0,12.0,0.0277061672259523,0.025566157685390077,0.0,0.0,0.025318029227644576,0.023961505292149327,0.0,0.0,0.0004975621768763181,0.003415831,0.00018487677889935438,14.0
8,8.0,-0.0011935565783087751,0.000395701462929975,0.0046392123774724,0.0058996380000000005,0.0,12.0,0.0296117331903223,0.026005043871307948,0.0,0.0,0.020442714254120326,0.019785173197863,0.0,0.0,0.000821974596290925,0.0035798485,0.00065196249383665,15.0
9,9.0,-0.0010912274573696749,0.00033822666127715,0.0046181147852481,0.00660965275,0.0,12.0,0.029161474668443325,0.026894981727687825,0.0,0.0,0.0220090508923865,0.019804113772160375,0.0,0.0,0.002161872281475625,0.00380801425,0.00125426294820095,19.0
10,10.0,0.001682963661410125,0.004159292784844525,0.0046134041729529,0.009516326683990425,0.0003156661987304,19.0,0.019328721584290675,0.01782870918568515,0.0,0.0,0.02221702708215845,0.0199996307181074,0.0,0.0,0.00219048002337385,0.004340996,0.001283846837449525,20.0
11,11.0,0.00158107207890045,0.0041059529270681995,0.0046088828648835,0.008456271,0.0,19.0,0.019479132066092173,0.017864898166883348,0.0,0.0,0.02032618135678335,0.017985995263635476,0.0,0.0,0.00227309608203875,0.00421530175,0.0019878884405289,21.0
12,12.0,0.00365685306595625,0.00664894116492015,0.0045747598744768,0.012752597401916449,0.000493407249450625,25.0,0.015970486008443325,0.015571949576556275,0.0,0.0,0.017705779140440678,0.01581951255688425,0.0,0.0,0.0037726487917568,0.00610148175,0.003396654249370125,30.0
13,13.0,0.0035271971209078,0.0066198244387527,0.0045715391338091,0.01327731625,0.0,25.0,0.015950661242673275,0.01557947007338235,0.0,0.0,0.016656080158523073,0.01581951281133395,0.0,0.0,0.004374103906570325,0.006271280000000001,0.00360211589155165,31.0
14,14.0,0.0036739618453314003,0.007504463836401375,0.0045461073994252,0.01792965152740475,0.00084316730499265,31.0,0.01477834322264235,0.01498329220017065,0.0,0.0,0.016111837673684223,0.0159797913709425,0.0,0.0,0.0048099021999793,0.00827253375,0.0034165615988727,40.0
