,Unnamed: 0,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_pca_time,DRO_pca_k,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,SA_eval1,SA_eval2,SA_satisfy1,SA_satisfy2,SA_obj_values,SA_time,SA_tau,t
0,0.0,-0.013394477083171234,-0.013166180564241452,0.004802813848647899,0.028004672977477985,0.025926311810811314,4.0,0.06440668984511647,0.06159645748071344,0.0,0.0,0.06677949911929175,0.06337830365391542,0.0,0.0,-0.013560203365537265,0.0013126403333333335,-0.01356020338004865,0.0
1,1.0,-0.013394483217428468,-0.01316721872443448,0.0047809722514406,0.0019803073333333333,0.0,4.0,0.06440674396603534,0.0615965286213391,0.0,0.0,0.059862210164826346,0.05234351003743218,0.0,0.0,-0.010718975890974617,0.0014237938333333333,-0.010718975903078534,1.0
2,2.0,-0.013393156672871368,-0.013168124522191316,0.0047327541132007,0.0023696938333333333,0.0,4.0,0.06441411180146277,0.06159233614915633,0.0,0.0,0.040428262395489085,0.035976289271500234,0.0,0.0,-0.00530423894051285,0.0016526828333333335,-0.005304238968411066,4.0
3,3.0,-0.0134240022104841,-0.013170985691188101,0.0047203043814296,0.0025175075,0.0,4.0,0.06453296315040476,0.06170540162346297,0.0,0.0,0.039750567310340254,0.034116325436798864,0.0,0.0,-0.004831362697362017,0.0017251198333333335,-0.004831362712746067,5.0
4,4.0,-0.013605952536139018,-0.013194664383558735,0.0046807646306131,0.0031926625,0.0,4.0,0.06524289759123232,0.06226682997976523,0.0,0.0,0.027938467736891247,0.02495157445698358,0.0,0.0,-0.0019433448239062501,0.002459141833333333,-0.0020898759739571334,9.0
5,5.0,-0.002304602557625233,-0.0009799746540373666,0.0046726981044575,0.004994601691507901,0.0002022186915079,11.5,0.026455616215776634,0.023626782029909987,0.0,0.0,0.027995235985372166,0.025035052192681016,0.0,0.0,-0.0019573799800561334,0.0025498473333333336,-0.002161166507836267,10.0
6,6.0,-0.0022476935908498663,-0.00098516724980855,0.004665164957684,0.005293402833333333,0.0,11.5,0.026382613514925147,0.02351419119804285,0.0,0.0,0.02782304960949312,0.025529563723301996,0.0,0.0,-0.0016272072415209832,0.0027187698333333335,-0.0018973130190140335,11.0
7,7.0,-0.0022957965168738837,-0.0009278619991489167,0.004645165205563801,0.005269325833333334,0.0,11.5,0.025943370123019477,0.02319162350332663,0.0,0.0,0.02228068586229773,0.020964795385712536,0.0,0.0,-0.00014597350724835964,0.0032135261666666665,-0.00032048599498456237,14.0
8,8.0,-0.0023220737054646164,-0.0008807087874813167,0.0046392123774724,0.005706887166666667,0.0,11.5,0.026055537484229518,0.023493554749074778,0.0,0.0,0.019989619985999133,0.018380780671682934,0.0,0.0,0.00020966288328685696,0.0033224831666666672,0.00013384679964875278,15.0
9,9.0,-0.0023896729875220496,-0.0009353666038253,0.0046181147852481,0.006411179,0.0,11.5,0.02648333755067125,0.023763031510412518,0.0,0.0,0.020311381262427868,0.018504789506968468,0.0,0.0,0.001602737908343333,0.0036915261666666667,0.0009146741567669334,19.0
