,Unnamed: 0,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_pca_time,DRO_pca_k,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,SA_eval1,SA_eval2,SA_satisfy1,SA_satisfy2,SA_obj_values,SA_time,SA_tau,t
0,0.0,-0.016076880990260226,-0.0159673585258477,0.0048028138486479,0.002414420319763175,0.00035309791564939997,4.0,0.05112613607200652,0.04771839281920337,0.0,0.0,0.055152782848933046,0.048183107464893654,0.0,0.0,-0.0160768829571422,0.0012600625000000001,-0.016076882957406474,0.0
1,1.0,-0.0160768827397502,-0.0159678584295806,0.0047809722514406,0.0019094295,0.0,4.0,0.0511261342318986,0.047718388667118174,0.0,0.0,0.051095096438748946,0.0446746718773713,0.0,0.0,-0.01510003809584325,0.0013090064999999999,-0.015100038096812875,1.0
2,2.0,-0.016074876376663726,-0.0159668775897151,0.0047327541132007,0.002231037,0.0,4.0,0.05113704671552593,0.04771838337393805,0.0,0.0,0.03923899471873385,0.03402565442110887,0.0,0.0,-0.006599690471073,0.0016502735,-0.006599690493769625,4.0
3,3.0,-0.01612113751019875,-0.015970565373450898,0.0047203043814296,0.00244635225,0.0,4.0,0.05116311237166188,0.04771839115404028,0.0,0.0,0.037469122280786075,0.030777850119426024,0.0,0.0,-0.006583847097861925,0.00158973525,-0.006583847117981775,5.0
4,4.0,-0.0162338442573788,-0.0159841552529572,0.0046807646306131,0.00307505425,0.0,4.0,0.05131525999326795,0.04976545130608502,0.0,0.0,0.02304002791783345,0.020612992818598422,0.0,0.0,-0.00281186718064905,0.002373259,-0.00286221977371675,9.0
5,5.0,-0.002698493659655775,-0.0014512778957883748,0.0046726981044575,0.004705655672302174,0.00018447637557974999,11.25,0.02448307776862005,0.021034454748813998,0.0,0.0,0.023295489455086825,0.02061299174210135,0.0,0.0,-0.0028118664137655003,0.0023824977500000004,-0.0029691557653849002,10.0
6,6.0,-0.002765313641649325,-0.001458191736798075,0.004665164957684,0.0049355385,0.0,11.25,0.024577544559720176,0.021179368171127103,0.0,0.0,0.023346343880974077,0.020612990751656023,0.0,0.0,-0.002420422865961025,0.002563836,-0.003084558427542475,11.0
7,7.0,-0.002360112877044125,-0.0010744864277475001,0.0046451652055638,0.00485127875,0.0,11.25,0.023498019050612898,0.021424251674773975,0.0,0.0,0.018974635671121426,0.017376796512392375,0.0,0.0,-0.0008401113227024825,0.0031264925,-0.000983011130324848,14.0
8,8.0,-0.0023899134156324,-0.001091557085544575,0.0046392123774724,0.0054974745,0.0,11.25,0.02143697272769355,0.021652595952591176,0.0,0.0,0.018476322733114826,0.016222014112812575,0.0,0.0,-5.602147754878036e-05,0.0030874065,-5.6021673683814976e-05,15.0
9,9.0,-0.002629644993164525,-0.0011741449292882252,0.0046181147852481,0.0059510545,0.0,11.25,0.022192965967462126,0.02197934802239075,0.0,0.0,0.01868438692632765,0.015950413972265574,0.0,0.0,0.0015029042734104,0.00353511525,0.0006770014468305,19.0
10,10.0,0.000564911338715925,0.00322852549219645,0.0046134041729529,0.00808490124737545,0.00029575824737545,18.25,0.017249207556585426,0.0151654988658285,0.0,0.0,0.018437752350877402,0.015514843467698426,0.0,0.0,0.00154085396808055,0.003869196,0.0006770005157699999,20.0
11,11.0,0.0005036943974873001,0.0031775915352192747,0.0046088828648835,0.0076667985,0.0,18.25,0.0172427950912105,0.0152740207026376,0.0,0.0,0.018656605761263725,0.01549359677476305,0.0,0.0,0.0015377909990589,0.00401660325,0.0006791546672965749,21.0
12,12.0,0.0026185303063984,0.005003901757118024,0.0045747598744768,0.011663684356842025,0.0004716515541076,24.25,0.014078509434024875,0.012106133619887726,0.0,0.0,0.01460063734655185,0.012669860179792027,0.0,0.0,0.002807136752177775,0.00585786375,0.001552800111334275,30.0
13,13.0,0.0021837168227071,0.005270509103250925,0.0045715391338091,0.012126477,0.0,24.25,0.01431399909835205,0.012400253841901649,0.0,0.0,0.0143430869930747,0.01325292071530945,0.0,0.0,0.00340424620086945,0.00591985625,0.0032078275314092,31.0
14,14.0,0.00285179559975595,0.006091047659055325,0.0045461073994252,0.0168211663454284,0.0007047057151794,29.25,0.013794490833118025,0.01187153766077345,0.0,0.0,0.013483836077224825,0.01241236679993835,0.0,0.0,0.00366188435300425,0.0075411557499999995,0.0026047916671655003,40.0
15,15.0,0.002811384541545125,0.00606695096892095,0.0045436101238188,0.01568579025,0.0,29.25,0.013914513522066976,0.011903799353498199,0.0,0.0,0.013729461678381325,0.011905017876296276,0.0,0.0,0.0036388940099039,0.00777921075,0.002599238770367725,41.0
16,16.0,0.00211830000383245,0.006264268513438824,0.0045233577486545,0.020915498451171823,0.000786781311035125,34.25,0.0142939010508675,0.011635911603521724,0.0,0.0,0.013444997631991525,0.0116920648016036,0.0,0.0,0.0035436964595991246,0.010018997750000001,0.002526541159404,50.0
17,17.0,0.00205385795204715,0.00623042202088745,0.0045213206038557,0.019936949500000002,0.0,34.25,0.01432887743171805,0.0116499891901473,0.0,0.0,0.013476596639193601,0.011703371799121474,0.0,0.0,0.00352553331035945,0.009770254499999999,0.0025265408142064,51.0
18,18.0,0.0030714331391601,0.0074289171656486755,0.0045045060071031,0.024421453349090527,0.00096225738525385,38.25,0.013742396712660825,0.011352650085919624,0.0,0.0,0.013520992379841475,0.011073399488981926,0.0,0.0,0.0049445663504533,0.012422917,0.00264881101689355,60.0
19,19.0,0.0030478551971106,0.007400471697088875,0.0045027870246823,0.024959890499999998,0.0,38.25,0.01376245853711755,0.011349011960097225,0.0,0.0,0.012674028815745975,0.011073418618868826,0.0,0.0,0.0049339141306592,0.0119097225,0.003911511573741025,61.0
20,20.0,0.00352793003162065,0.008048001463756975,0.0044884198333279,0.03115351323834225,0.001138508319854725,42.25,0.0133730132354598,0.01104191916362895,0.0,0.0,0.0128202814129468,0.011308688253214674,0.0,0.0,0.005524122555552451,0.015039696,0.0028988099702697747,70.0
21,21.0,0.003631733855656175,0.008065669763260475,0.0044869338259117,0.03011454075,0.0,42.25,0.013317479151920199,0.010967101833504175,0.0,0.0,0.012821195158035025,0.01097526670934155,0.0,0.0,0.005699821055195325,0.01468204475,0.002694751430066025,71.0
