,Unnamed: 0,Unnamed: 0.1,obj_values,MRO_obj_values,epsilon,online_time,MRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_satisfy0,MRO_satisfy1,O_eval0,O_eval1,O_satisfy0,O_satisfy1,O_worst_satisfy0,O_worst_satisfy1,MRO_worst_satisfy0,MRO_worst_satisfy1
0,0.0,0.0,0.010869488652056326,0.010869488651773274,0.0067239393881071,3.501853000780102,6.497665714996401,1.5921562313398622e-09,7.403057709967372e-35,9.456576438708708e-20,1.5921562313398622e-09,7.403057709967372e-35,9.456576433524692e-20,0.0108695017994931,0.010869501801687675,0.00017709680832917498,0.0001161317341029,0.0,0.0,0.00010495848255226908,9.898596908895776e-05,0.0,0.037121504371544524,0.026895759199140425,0.04723676240853403,0.0392104315586325,0.0,0.0,0.047236762408599746,0.039210431555365,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,0.0113810553360658,0.01133187912936655,0.0066933611520169,8.222910384531133,11.053340655984357,0.02254285936649755,0.0015250860904320752,0.0008206355543261249,0.0255643643032701,0.0019612530121264253,0.0014920174891252498,0.012924438890151324,0.011722521553743925,0.00014239590382199998,0.000120898825116425,0.01307054756598795,0.01307054665777195,0.00011794589227065,9.103340562433004e-05,1.0,0.04536646865281348,0.05909122778097312,0.04380866972049688,0.04053563215746232,0.0,0.0,0.046528032259223424,0.03982291058567693,0.0,0.0,0.0,0.0,0.0,0.0
2,2.0,2.0,0.012856321993259525,0.014893689713422125,0.0066258557584811,14.632568772125525,14.166200376523193,0.05669196419690073,0.004514963500475625,0.00180445421273895,0.060012947342473255,0.00597090357978065,0.0026518063333597,0.0218635819397071,0.01775248344557405,0.00013566424604505,0.00010041607310994856,0.02593947778600325,0.024193079302993477,0.00011914089554920622,8.929340401664376e-05,4.0,0.032815862055071005,0.058427810359074024,0.038036111674967274,0.03266550997319335,0.0,0.0,0.037935771900301125,0.03320323772404377,0.0,0.0,0.0,0.0,0.75,0.75
3,3.0,3.0,0.0128224874054399,0.0151031368096456,0.0066084261340014,48.670045439212124,8.240773072233424,0.06402465013165755,0.005352434761257325,0.0021944371830813748,0.07117502272285098,0.007977682886057175,0.002624624133215475,0.0235621007455438,0.020140785802919798,0.0001345170894637,9.277102071791887e-05,0.024586656868136773,0.021122373210891,0.000123943493235775,9.959336603054604e-05,5.0,0.03273572673437405,0.07456756378201468,0.0347845098797113,0.030578139245378798,0.0,0.0,0.033704559357480096,0.03305958226586288,0.0,0.0,1.0,0.75,0.75,1.0
4,4.0,4.0,0.015054460972481224,0.015302788027072824,0.0065530704828584,43.83245385444025,79.88869864516892,0.07959194074740808,0.007937685480319475,0.002267076044580375,0.08414492750607218,0.009791633391898025,0.00286831918968415,0.022048205212022973,0.0202383239308467,0.00015107175568115,9.948608931154014e-05,0.0272238937522543,0.0252817520334119,0.0001016183523461,9.850843343880254e-05,9.0,0.023065358443238752,0.064375794077391,0.030333925546914373,0.02752400197681605,0.0,0.0,0.029258764290516475,0.03198308837905212,0.0,0.0,1.0,1.0,1.0,1.0
5,5.0,5.0,0.015033943368647277,0.013238670298303475,0.0065417773462405,41.634585185325705,47.655188083823305,0.08308969711108045,0.007957489744115826,0.00266834329986215,0.08683811872262222,0.010043226456471075,0.002896839716397725,0.02150256430978075,0.0230557036246026,0.00015129597159097499,0.00010602845577517499,0.021051799636761327,0.02004571517345055,0.00011988100595765,0.0001030543935484834,10.0,0.02281580481131065,0.069521675926569,0.030110619670321324,0.028645483857872175,0.0,0.0,0.0292275406383358,0.03280852806368757,0.0,0.0,0.75,0.75,0.75,1.0
6,6.0,6.0,0.014292740291894524,0.012957303244287201,0.0065032312877893,75.14007691544248,152.93592222535514,0.09275214092268158,0.009453793629350025,0.0026681553705564503,0.09655434719246218,0.01119156476478715,0.0034964047920698496,0.023735414963865074,0.0233396527609487,0.00015302869724104998,0.00014883204130450002,0.02711294464244155,0.027414744368904325,0.000148953578900475,0.0001035335008054787,14.0,0.018302337972545747,0.0551821535436999,0.025667057301926102,0.02864008682193,0.0,0.0,0.026942331332693924,0.027063908803038075,0.0,0.0,1.0,1.0,1.0,1.0
7,7.0,7.0,0.01423669764563835,0.014456121646283775,0.0064948973284613,120.22825030505192,163.82661326078232,0.09615047483468117,0.01033992507302375,0.0029462047395775,0.09727802228196013,0.0114013522517031,0.0032134094257098497,0.022492905018426247,0.02361831243251115,0.00013468600809564998,0.000103608588688,0.025586849997091973,0.023534238264466375,0.00010048347758122705,0.00010499847121534014,15.0,0.018230125038708953,0.0595880765272786,0.0254206815716144,0.02497831544955435,0.0,0.0,0.0239064171109916,0.02526863817788605,0.0,0.0,1.0,1.0,1.0,1.0
8,8.0,8.0,0.0143657001211457,0.014987646293205101,0.0064653606993474,591.8101098503685,105.71658018487506,0.0979333329554586,0.010424080985401825,0.002642238484661425,0.10180774594307618,0.011958607585251024,0.00325809605943575,0.022732892240778825,0.02421838864896535,0.000136063492391175,0.00012152851559215001,0.0241695492733158,0.025734977966211624,0.000110051070805575,0.00010226847371079322,19.0,0.01578561172784175,0.05683202912180757,0.026404646708661002,0.027409188283222398,0.0,0.0,0.024313316689159002,0.0257628060020227,0.0,0.0,1.0,1.0,1.0,1.0
9,9.0,9.0,0.0143100677943007,0.0136913222924816,0.0064587658421341,1011.3160383597133,388.8410476578865,0.09901221441685805,0.010728367993701601,0.0030112216065350996,0.10332055062425244,0.011926944816736725,0.0031277132692369997,0.023218168428686826,0.02352094193077535,0.0001589045277796,0.00012094597332172499,0.023935738615029872,0.024169510877711152,0.000120133685413725,0.000151744112372325,20.0,0.015915780514233174,0.05939387955175113,0.024955932858428977,0.024753315177077875,0.0,0.0,0.023305389683551753,0.026694633286708326,0.0,0.0,1.0,1.0,1.0,1.0
