,Unnamed: 0,Unnamed: 0.1,obj_values,MRO_obj_values,epsilon,online_time,MRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_satisfy0,MRO_satisfy1,O_eval0,O_eval1,O_satisfy0,O_satisfy1,O_worst_satisfy0,O_worst_satisfy1,MRO_worst_satisfy0,MRO_worst_satisfy1
0,0.0,0.0,0.004227419805553325,0.0042274198048642755,0.0067239393881071,0.8764838518691249,0.46555612282827497,7.450580596923829e-10,2.3668800450434203e-35,1.7744268754627954e-20,7.450580596923829e-10,2.3668800450434203e-35,1.7744267599343908e-20,0.0042274295219357745,0.0042274295201216,0.00012840598355974998,9.678362403064966e-05,0.0,0.0,8.195103146135807e-05,8.72608507052064e-05,0.0,0.03555772785380772,0.02689575817239645,0.0255715269523001,0.0264026206638816,0.0,0.0,0.02557150875052595,0.0264026205628701,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,0.0051151045626732,0.0049154733943643,0.0066933611520169,1.9497030361671932,1.961124143737834,0.01859705883254255,0.0010377509710628,0.000344326947216825,0.021654923438457176,0.001407154574523,0.0006364092033030501,0.006892917750589049,0.0083566439665306,0.000121913559269075,9.460566798225045e-05,0.008359324631362675,0.008359324631611625,9.246316039934754e-05,8.779321797192097e-05,1.0,0.04084934049810355,0.04939372512508082,0.0245561356016927,0.02316360570470925,0.0,0.0,0.026095811353438823,0.02451457378919365,0.0,0.0,0.0,0.0,0.0,0.0
2,2.0,2.0,0.00668668036169895,0.006869830559490175,0.0066258557584811,3.268137907667551,1.9898687413078733,0.052894000859683175,0.00402964134467745,0.0011293701126329249,0.05276366314437597,0.004319501612849075,0.00122931930906185,0.0126264541964521,0.0133376513175362,0.0001247635809704,8.706096559762955e-05,0.016671320033523923,0.016179084181097373,8.248008089140058e-05,8.116342360153794e-05,4.0,0.02943203039735405,0.0418486292494919,0.0182023439666308,0.0191595643470283,0.0,0.0,0.024986178554729,0.023407535303546875,0.0,0.0,0.0,0.0,0.0,0.0
3,3.0,3.0,0.007290948400886826,0.00726193602186595,0.0066084261340014,3.5930556365055963,3.9019194894935936,0.05819295137963645,0.0045851297884042,0.0015471624245569,0.06200343951209373,0.005836091042990399,0.0013330482825352251,0.01271715439343995,0.0127517910417437,0.00012368091847740002,8.925364818423986e-05,0.0134504314131613,0.014305506079972274,8.641852764412761e-05,8.493108907714486e-05,5.0,0.028110411470813876,0.05449982394836527,0.018431356233009427,0.019165395058484302,0.0,0.0,0.0239998198852445,0.022558556110164774,0.0,0.0,0.0,0.0,0.0,0.0
4,4.0,4.0,0.0076004276801591,0.0111678106018097,0.0065530704828584,5.826685915817507,17.4332343271235,0.07539928330393669,0.006702986072110125,0.0014014479201554,0.07798531740062428,0.007392253317314025,0.00190980318928405,0.017382327173851027,0.017186240603683626,0.00012562127085395,9.293091716244817e-05,0.0196419166203477,0.019015543700343075,9.060109732672572e-05,8.820835500955582e-05,9.0,0.020705628244814023,0.0431198506992194,0.017467024047706475,0.018097955104890123,0.0,0.0,0.0212057470907696,0.021081612305042748,0.0,0.0,0.0,0.0,0.0,0.0
5,5.0,5.0,0.007252482031063775,0.01055467690492905,0.0065417773462405,9.080699271056801,9.092941036156844,0.07658753881568167,0.006906101803100449,0.0024339641535253004,0.08061998946528096,0.007874003745578149,0.0017687847544754249,0.0171406558922016,0.01871487391559445,0.000126208644360225,9.51361726038158e-05,0.01722280517431645,0.016655008425531602,9.19559388421476e-05,9.036855772137642e-05,10.0,0.020272640125159926,0.04832056846499318,0.01991108311576095,0.0209056730210687,0.0,0.0,0.02120977410071865,0.02133302118431645,0.0,0.0,0.0,0.0,0.0,0.0
6,6.0,6.0,0.009922697327157825,0.01100447750443675,0.0065032312877893,10.235865459661,14.558707508142106,0.08453592359977197,0.008017384481680101,0.00238680337926005,0.0888786722200027,0.00869928845785915,0.002264702963614,0.018242194305992724,0.018976585551538225,0.0001306908670812,0.000112518668174675,0.018847948512327628,0.020727802994390174,0.0001079834764823,9.46309883147478e-05,14.0,0.016803820333653973,0.0479725868248989,0.02023913602950405,0.02037440029712975,0.0,0.0,0.018222054155959424,0.019446391816776223,0.0,0.0,0.0,0.0,0.0,0.0
7,7.0,7.0,0.010538188610586474,0.0112477185016545,0.0064948973284613,10.706173127749935,9.866343788511585,0.0865279796565948,0.0083929225893364,0.00200182884973865,0.08938162515221268,0.008784896846876226,0.002211248762851475,0.017818107827857352,0.0189409179567589,0.0001282313023693,9.910843800753355e-05,0.018191526364634975,0.020901602417844726,9.56085859797895e-05,9.262602543458343e-05,15.0,0.016645090928534625,0.05183017958063017,0.0180939135645279,0.01803271565052285,0.0,0.0,0.01822523892238015,0.018222932077491,0.0,0.0,0.0,0.0,0.0,0.0
8,8.0,8.0,0.01067019932877605,0.010952205246538674,0.0064653606993474,16.899119361420162,5.332098521990702,0.0888846516647038,0.008472217881188224,0.002130278042096175,0.09212446371318588,0.009773607776979,0.002628443989083575,0.019167697788683224,0.0188928217090564,0.00012816605158145,0.00010374345583832501,0.019791724603802876,0.0193937916627679,9.91034903563559e-05,9.60209872573614e-05,19.0,0.0145307311783729,0.05083945428450115,0.018774566045879525,0.0181404938894731,0.0,0.0,0.0172291983690139,0.0171322581044476,0.0,0.0,0.0,0.25,0.0,0.0
9,9.0,9.0,0.010533680621213974,0.012685775420509724,0.0064587658421341,21.142548878968228,10.012523399258498,0.09293627261440655,0.00928731099394,0.002446777125358725,0.09530887496166329,0.01066023023171175,0.0026540194270078,0.0191549682746123,0.019774501547683378,0.00014238635776555,0.000104315986391075,0.019391740069515623,0.019273006211198977,0.000101543613709425,0.00010034360457210001,20.0,0.014529018748542101,0.056340257158450126,0.019481186298306575,0.017458215949234773,0.0,0.0,0.0173677317642357,0.017287729013592323,0.0,0.0,0.0,0.25,0.0,0.25
