,Unnamed: 0,obj_values,MRO_obj_values,epsilon,online_time,MRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,MRO_eval0,MRO_eval1,MRO_eval2,MRO_eval3,MRO_satisfy0,MRO_satisfy1,MRO_satisfy2,MRO_satisfy3,O_eval0,O_eval1,O_eval2,O_eval3,O_satisfy0,O_satisfy1,O_satisfy2,O_satisfy3,O_worst_satisfy0,O_worst_satisfy1,O_worst_satisfy2,O_worst_satisfy3,MRO_worst_satisfy0,MRO_worst_satisfy1,MRO_worst_satisfy2,MRO_worst_satisfy3
0,0.0,0.016722967895878422,0.0169305901905787,0.0046843985470138,1.1679833491449245,0.9833496560691856,0.07071352748687171,0.005604152656853541,0.00261799458900532,0.07251132840150244,0.0057555097543744195,0.0026323366808517997,0.02332306425994066,0.02270387030810766,0.00017668439541006,0.0001664883573539,0.0,0.0,0.00017189659411085998,0.00017532600322733998,0.0,0.01892561981586216,0.01984867662738742,0.019559686737968558,0.01932813904427406,0.0,0.0,0.0,0.0,0.01811216013740172,0.0192228175654937,0.01903629045617188,0.01863042031718116,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0,0.0162779616768212,0.016936882343943558,0.0046828527454768,1.0938089924398808,1.130191104032565,0.07097384345486162,0.00562776837087034,0.0026306713550218,0.07214166570507721,0.0057571689054237395,0.00263957329956404,0.02354275972361258,0.02341836034158222,0.00017916640499598,0.0001743625849485,0.02344041400674116,0.02283793891494384,0.00018253601156172,0.00017582799773658,1.0,0.018712114414642537,0.01978854562464582,0.01939108985418036,0.019400307812037262,0.3999999999999986,0.0,0.0,0.0,0.0182469236373754,0.019442976916588,0.01924620760327566,0.01900053635076944,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,2.0,0.01832969059625714,0.01897422090054368,0.0045994067334992,1.3485778387635945,1.5989151292014867,0.08145215059878096,0.0075347552095253,0.0029954548569688,0.08219174236474085,0.00759499092928564,0.00300403294430464,0.0250839677005529,0.024687584255708137,0.0002520759706385,0.0002595139900222,0.0280972820896913,0.028031097848513462,0.00025135641917578,0.00025343197630712,100.0,0.01731673583511692,0.01808541125524388,0.0179870951272015,0.01789131789820044,1.0,1.0,1.0,1.0,0.017268867581119278,0.0179613477848371,0.01767402695959618,0.01769578207011364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,3.0,0.0182847682627306,0.018949975545841838,0.0045988974124595,1.1466753879096359,1.5213657844811677,0.08137729552487588,0.00752483391543254,0.00298424456568444,0.08221923905735719,0.007592895847110539,0.00300154340295594,0.0250331006216808,0.02466480356237102,0.00024616002338001997,0.0002560639753937,0.025026394629551637,0.02465258302139686,0.00025709997862575996,0.00026045499835162,101.0,0.0172104847995363,0.01787670596477002,0.01772295876055854,0.01765617162110636,1.0,1.0,1.0,1.0,0.01730145960052288,0.01800474134500216,0.01768446338519826,0.01767526933132528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,4.0,0.01917897023994392,0.01976824836250148,0.0045604147065185,1.7791107232798815,1.846089841716457,0.08374606322455747,0.00802196939437958,0.00297094965997238,0.08520799127881591,0.00827620495222846,0.0030919559078509597,0.02554944802160852,0.02549477930547398,0.00031199657823886,0.0003185905981808,0.026340107372500702,0.02643401659623316,0.00032200459390874,0.00031830598600208,200.0,0.01656118773255386,0.01722743108837034,0.01683733262067726,0.01683723286086304,1.0,1.0,1.0,1.0,0.01652781911037792,0.01765534221738302,0.01709428296351104,0.01716810256757892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,5.0,0.01916189606611068,0.01976040744708732,0.0045601112954037,2.225531075615436,1.4445397336618044,0.08368874262672743,0.0080094798915194,0.00298183825347206,0.08516455863184376,0.00826241046094334,0.0030962714106512602,0.02560266286053066,0.025293323843289202,0.00031119438353919995,0.00031285500153892,0.02552939066880142,0.02545502099899888,0.00031822600867593997,0.00031967657851048,201.0,0.01654916996881094,0.01722414672326506,0.0168492105713913,0.0168294202069784,1.0,1.0,1.0,1.0,0.01654170367014162,0.017670109027734082,0.0171028937104836,0.01717605068858968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,6.0,0.019611167331552378,0.01985558572741836,0.0045349120655046,2.106063731585164,1.5787601408432237,0.08426409397910632,0.00812022057462178,0.00299354165038568,0.0860312206359755,0.00848767038484452,0.00313931097713476,0.02586416139483578,0.025962178862806683,0.0003857959993183,0.00038341262843456,0.02605170861173194,0.026138275643098122,0.00040162843652064,0.0003832350019365,300.0,0.01638811046903262,0.017007779012940698,0.01661701619033204,0.016406679391562238,1.0,1.0,1.0,1.0,0.0165371379681679,0.017427114267697438,0.01675799155954042,0.01699214713979942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,7.0,0.01959512997784964,0.0198681665834877,0.004534696430349,2.2130223460379055,1.6255293787340632,0.08419606674811614,0.00811205083705336,0.0029740544673733,0.08606743063750003,0.0084739159682503,0.0030883456421949,0.0258804183420609,0.02593966988933702,0.00038028301205482,0.00037934060674152,0.02592907027480454,0.02592656854750518,0.00038888598792248004,0.0003939505782909,301.0,0.0162571356635293,0.01686298886671548,0.016384257598654722,0.01635431855613088,1.0,1.0,1.0,1.0,0.01644126763691016,0.01738303522710218,0.016711776132722858,0.01688879264376086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,8.0,0.019607042754516,0.01980566378401108,0.0045159569767273,1.9151379438000733,1.8832354280631989,0.08476521693502732,0.00827335070051094,0.0029629020088823,0.0866796594359598,0.0085896619893197,0.00312454727039446,0.02580811234549596,0.02562048195100554,0.00046151799615468,0.00045465001603586,0.02589943063943434,0.0259616546280039,0.00045939000556242,0.00045882640406486,400.0,0.01616465889412988,0.01697809609415308,0.01651709526677818,0.01643075102054146,1.0,1.0,1.0,1.0,0.01597371040138088,0.01688608590207406,0.0163781280795385,0.016267989298666602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,9.0,0.01959065512562118,0.01980001496617826,0.0045157899077189,1.8679483143729154,1.7830119664664381,0.08471941679759903,0.00826637444131832,0.00295739141310342,0.08665587303900672,0.00859467327991446,0.00312811467616952,0.02578346649103822,0.02559444533490072,0.00046554201981046,0.00045286461245266,0.02578396535623608,0.02559208033316898,0.00045988260535516,0.00046877658460282,401.0,0.01616465469982856,0.0169841426468101,0.01651722677883902,0.01643050413788888,1.0,1.0,1.0,1.0,0.0159739122561342,0.016885948611287078,0.0163789374011299,0.016267954422516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
