,Unnamed: 0,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,SA_eval1,SA_eval2,SA_satisfy1,SA_satisfy2,SA_obj_values,SA_time,SA_tau,t
0,0.0,-0.00555471712219316,0.0022230442042726903,0.0048028138486479,0.0013619542,0.036468898078901316,0.0367337754508364,0.0,0.0,0.05126862617975601,0.050868361755265656,0.0,0.0,-0.00833345902763832,0.0004417203,-0.00833345908274458,0.0
1,1.0,-0.0033898404470974904,0.00413646839843091,0.0047809722514406,0.0013442148,0.03068661907614187,0.03042171106674051,0.0,0.0,0.042642619539744006,0.04235377625440725,0.0,0.0,-0.00562023146238039,0.00046487729999999993,-0.00562023158932785,1.0
2,2.0,0.0002668523852277799,0.007726245157056069,0.004732754113200699,0.0015281908,0.023755113400056527,0.022660933238529073,0.1,0.0,0.03401932104166887,0.03288126591359235,0.0,0.0,-0.0016224191529074499,0.0005596627,-0.00254362815824022,4.0
3,3.0,0.0011445625422366,0.00870137625742644,0.0047203043814295995,0.0015942410000000001,0.02258925010508157,0.02141995714140357,0.2,0.0,0.031369841300857064,0.028818712852033645,0.0,0.0,-0.00042270511820151986,0.0005937758,-0.0011127235087963502,5.0
4,4.0,0.0022561101485445902,0.010038320262988629,0.0046807646306131,0.0019238528,0.01894197978450993,0.018826557200115997,0.1,0.1,0.02337924004320564,0.02289150850930758,0.0,0.0,0.00170607592944352,0.0007547674000000001,0.0003383684039471501,9.0
5,5.0,0.00195991581886033,0.00990982604295991,0.0046726981044575,0.0020518994,0.01917635618983338,0.019098790616630338,0.1,0.1,0.02438563769521188,0.02431958895062549,0.0,0.0,0.0016441004798845502,0.0008125064,0.00011196409729565,10.0
6,6.0,0.00198602862211508,0.011230745636362841,0.0046451652055638,0.0024102815,0.01797275454377439,0.0179362651474277,0.0,0.1,0.020461969630041852,0.02027394739161127,0.0,0.0,0.0030483945049668004,0.0010432694,0.0008183081290901,14.0
7,7.0,0.00252744704195171,0.011415229246163469,0.004639212377472399,0.0024598677,0.01670123966816575,0.01674941445813196,0.0,0.1,0.01854032657927858,0.01851778270851834,0.0,0.0,0.00321521711512215,0.0010989813999999999,0.0013469820743760997,15.0
8,8.0,0.00249897078860742,0.01175943018401363,0.0046181147852481005,0.0028907259,0.01689880167282557,0.01662878341001932,0.2,0.3,0.01953736743781928,0.01869855325874326,0.0,0.0,0.0036776123985499203,0.0012997897999999998,0.0016308697068647,19.0
9,9.0,0.0025307080760870997,0.01198638661601888,0.004613404172952901,0.0029973380999999996,0.016613894831043318,0.01642644760866298,0.2,0.0,0.019021214775539773,0.01832350776417764,0.0,0.0,0.003885541362497787,0.0012948461,0.0015740372827099196,20.0
10,10.0,0.005574310164764081,0.01488768878687274,0.0044508224693808,0.013245872900000002,0.01357014227413857,0.012929069991888378,0.8,0.9,0.013927029999942908,0.013134332212323319,0.0,0.0,0.008345460719195178,0.006912877299999999,0.00484871761262543,100.0
11,11.0,0.0056124055885831,0.014898772479443878,0.004449767889172599,0.013094724399999999,0.01352471756485778,0.012924070741666422,0.8,0.9,0.01402734206512537,0.013228228121704039,0.0,0.0,0.00835589417240761,0.0069310685,0.0047261581982303204,101.0
12,12.0,0.0015832685751641506,0.01084421211909228,0.004270047080966699,0.0183330271,0.022833898932769704,0.023547387512691642,0.6,0.8,0.025676517931548258,0.02634559616070986,0.0,0.0,0.0041307039221219494,0.0092748086,0.0006362250700720001,160.0
