,Unnamed: 0,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,SA_eval1,SA_eval2,SA_satisfy1,SA_satisfy2,SA_obj_values,SA_time,SA_tau,t
0,0.0,-0.0006571714661824,0.0069215476530846,0.0048028138486479,0.00137391475,0.042601408695653174,0.03708923563603642,0.0,0.0,0.05441530892317297,0.055684458757467345,0.0,0.0,-0.003802730799903075,0.00046312425,-0.0038027308229463,0.0
1,1.0,-0.00034707873353439996,0.00721442067871965,0.0047809722514406,0.00141735175,0.038409261743644625,0.038145845223303054,0.0,0.0,0.05073236112299725,0.05235161909626965,0.0,0.0,-0.003802730228048925,0.000492411,-0.003802730353347,1.0
2,2.0,0.003227821442900075,0.011437876669799826,0.0047327541132007,0.0015482447499999999,0.0294908877927101,0.0259403744579674,0.0,0.0,0.04498052413749745,0.03789382991078748,0.0,0.0,0.000927328686955825,0.00057906375,0.000562031058141475,4.0
3,3.0,0.004936662609124025,0.012190046190867124,0.0047203043814296,0.00163157275,0.02917891622675155,0.025773939833427448,0.0,0.0,0.042185197067562574,0.03751216168974088,0.0,0.0,0.0026211887786604,0.0006224995,0.000903435594939225,5.0
4,4.0,0.005708342361173,0.013085236178018576,0.0046807646306131,0.002008121,0.0229554232260445,0.018251744880288526,0.0,0.0,0.0275158631654746,0.028296825345574126,0.0,0.0,0.00355631484737675,0.00077103525,0.0031630833433429,9.0
5,5.0,0.004980506148176725,0.01304235307628335,0.0046726981044575,0.0021841612500000003,0.02300174559467415,0.0182862202201214,0.0,0.0,0.027388061677136925,0.027104860257609747,0.0,0.0,0.003496148141291575,0.0008165272499999999,0.00316308279609895,10.0
6,6.0,0.004942705189815825,0.01336679605030465,0.0046451652055638,0.0024871355000000003,0.019863700874195124,0.021062413076941226,0.0,0.0,0.023263372829717948,0.02367399157627205,0.0,0.0,0.0040490261918975,0.0010958712499999999,0.0031926214201021246,14.0
7,7.0,0.004720850343137925,0.01316738692178915,0.0046392123774724,0.002605603,0.017295688409307577,0.01992204029800065,0.0,0.0,0.018834575611319727,0.0203871978845941,0.0,0.0,0.004018997072358451,0.00119353825,0.0036670086873640748,15.0
8,8.0,0.004305737619950325,0.013350241330085425,0.0046181147852481,0.00304385225,0.01782003622834115,0.020000340475749074,0.0,0.75,0.021748076238924177,0.02076340776344795,0.0,0.0,0.005055359737836875,0.0013472215,0.0037058278312196,19.0
9,9.0,0.00410297932315085,0.013220116485964524,0.0046134041729529,0.00318141975,0.017622024745444824,0.0178883690004595,0.0,0.0,0.02165280114251615,0.0207169605988858,0.0,0.0,0.004969655109246,0.0013543840000000001,0.00357310790080195,20.0
