,x,tau,obj_values,MRO_x,MRO_tau,MRO_obj_values,DRO_x,DRO_tau,DRO_obj_values,epsilon,weights,online_time,MRO_time,DRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,sig_val,cumulative_regret,regret,eval,MRO_eval,DRO_eval,theoretical,MRO_cumulative_regret,MRO_regret
0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.17827893
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.15963171 0.14832381 0.19614252 0.         0.31762302]",-0.007081001171233214,0.010917645874280494,"[0.         0.20725326 0.         0.18356723 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.17644454 0.         0.         0.
 0.         0.         0.         0.3091175  0.         0.12361746]",-0.003539664333477654,0.014458847651824485,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18907247
 0.         0.         0.         0.         0.         0.
 0.         0.         0.20267288 0.         0.         0.
 0.         0.18632126 0.         0.29580471 0.         0.12612868]",-0.0022336024586038896,0.01580618227705634,0.00769880501118471,[0.18181818 0.09090909 0.09090909 0.09090909 0.54545455],1.2240259647369385,1.583582878112793,2.493182897567749,0.03674678926607877,0.0020010478472179322,0.014230617926705935,0.038335110535923964,0.0022825097117482075,0.01635113580289488,0.007006249118165938,0.007006249118165938,0.03630545475011114,0.030146613314493573,0.023218977028078007,0.0022825097117482075,0.011179309569041375,0.011179309569041375
1,"[0.         0.         0.         0.16888937 0.         0.
 0.         0.         0.         0.         0.         0.19606761
 0.         0.12684385 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.20478076 0.         0.3034184 ]",-0.007269599553764877,0.010635909003243222,"[0.         0.20725326 0.         0.18356723 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.17644454 0.         0.         0.
 0.         0.         0.         0.3091175  0.         0.12361746]",-0.003539664333477654,0.014458847651824485,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18907247
 0.         0.         0.         0.         0.         0.
 0.         0.         0.20267288 0.         0.         0.
 0.         0.18632126 0.         0.29580471 0.         0.12612868]",-0.0022336024586038896,0.01580618227705634,0.007686585144570078,[0.16666667 0.08333333 0.08333333 0.08333333 0.58333333],0.7690730094909668,1.583582878112793,2.493182897567749,0.03674678926607877,0.0020010478472179322,0.014230617926705935,0.038335110535923964,0.0022825097117482075,0.01635113580289488,0.014012498236331876,0.007006249118165938,0.03701423025973935,0.030146613314493573,0.023218977028078007,0.004565019423496415,0.02235861913808275,0.011179309569041375
2,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.16457842 0.         0.2115691
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.12961504 0.18090259 0.         0.31333484]",-0.006659752608436335,0.011322425475878199,"[0.         0.20725326 0.         0.18356723 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.17644454 0.         0.         0.
 0.         0.         0.         0.3091175  0.         0.12361746]",-0.003539664333477654,0.014458847651824485,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18907247
 0.         0.         0.         0.         0.         0.
 0.         0.         0.20267288 0.         0.         0.
 0.         0.18632126 0.         0.29580471 0.         0.12612868]",-0.0022336024586038896,0.01580618227705634,0.007675446217337577,[0.23076923 0.07692308 0.07692308 0.07692308 0.53846154],0.9735629558563232,1.583582878112793,2.493182897567749,0.03674678926607877,0.0020010478472179322,0.014230617926705935,0.038335110535923964,0.0022825097117482075,0.01635113580289488,0.021018747354497814,0.007006249118165938,0.035733968088906165,0.030146613314493573,0.023218977028078007,0.0068475291352446226,0.033537928707124125,0.011179309569041375
3,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.16459299 0.         0.21158
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.12957806 0.18092857 0.         0.31332037]",-0.0066597831954879555,0.011298456664608908,"[0.         0.20725326 0.         0.18356723 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.17644454 0.         0.         0.
 0.         0.         0.         0.3091175  0.         0.12361746]",-0.003539664333477654,0.014458847651824485,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18907247
 0.         0.         0.         0.         0.         0.
 0.         0.         0.20267288 0.         0.         0.
 0.         0.18632126 0.         0.29580471 0.         0.12612868]",-0.0022336024586038896,0.01580618227705634,0.0076652136525760745,[0.21428571 0.07142857 0.07142857 0.07142857 0.57142857],1.040647029876709,1.583582878112793,2.493182897567749,0.03674678926607877,0.0020010478472179322,0.014230617926705935,0.038335110535923964,0.0022825097117482075,0.01635113580289488,0.028024996472663752,0.007006249118165938,0.035733884177721664,0.030146613314493573,0.023218977028078007,0.00913003884699283,0.0447172382761655,0.011179309569041375
4,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.20620682
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.18390762 0.14841737 0.20067222 0.         0.26079596]",-0.00525142381957127,0.012149817912842656,"[0.         0.20725326 0.         0.18356723 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.17644454 0.         0.         0.
 0.         0.         0.         0.3091175  0.         0.12361746]",-0.003539664333477654,0.014458847651824485,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18907247
 0.         0.         0.         0.         0.         0.
 0.         0.         0.20267288 0.         0.         0.
 0.         0.18632126 0.         0.29580471 0.         0.12612868]",-0.0022336024586038896,0.01580618227705634,0.007655751939683277,[0.2        0.06666667 0.06666667 0.06666667 0.6       ],1.963266134262085,1.583582878112793,2.493182897567749,0.03674678926607877,0.0020010478472179322,0.014230617926705935,0.038335110535923964,0.0022825097117482075,0.01635113580289488,0.03503124559082969,0.007006249118165938,0.030669204037300002,0.030146613314493573,0.023218977028078007,0.011412548558741038,0.055896547845206875,0.011179309569041375
5,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.18674322 0.         0.2058926
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.15873503 0.19717623 0.         0.25145292]",-0.0038111614514626992,0.013482142611850918,"[0.         0.20725326 0.         0.18356723 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.17644454 0.         0.         0.
 0.         0.         0.         0.3091175  0.         0.12361746]",-0.003539664333477654,0.014458847651824485,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18907247
 0.         0.         0.         0.         0.         0.
 0.         0.         0.20267288 0.         0.         0.
 0.         0.18632126 0.         0.29580471 0.         0.12612868]",-0.0022336024586038896,0.01580618227705634,0.007646953793902039,[0.1875 0.0625 0.0625 0.0625 0.625 ],2.6258692741394043,1.583582878112793,2.493182897567749,0.03674678926607877,0.0020010478472179322,0.014230617926705935,0.038335110535923964,0.0022825097117482075,0.01635113580289488,0.042037494708995635,0.007006249118165938,0.028103170413181503,0.030146613314493573,0.023218977028078007,0.013695058270489245,0.06707585741424825,0.011179309569041375
6,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.18268785 0.         0.20595032
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.19164168 0.17877056 0.         0.2409496 ]",-0.0030236659244236752,0.01416486403577441,"[0.         0.20725326 0.         0.18356723 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.17644454 0.         0.         0.
 0.         0.         0.         0.3091175  0.         0.12361746]",-0.003539664333477654,0.014458847651824485,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18907247
 0.         0.         0.         0.         0.         0.
 0.         0.         0.20267288 0.         0.         0.
 0.         0.18632126 0.         0.29580471 0.         0.12612868]",-0.0022336024586038896,0.01580618227705634,0.007638732831283333,[0.17647059 0.05882353 0.05882353 0.05882353 0.64705882],4.125757694244385,1.583582878112793,2.493182897567749,0.03674678926607877,0.0020010478472179322,0.014230617926705935,0.038335110535923964,0.0022825097117482075,0.01635113580289488,0.049043743827161576,0.007006249118165938,0.02627782488971044,0.030146613314493573,0.023218977028078007,0.015977567982237453,0.07825516698328963,0.011179309569041375
7,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.18709724 0.         0.19984434
 0.17928264 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.20665216 0.         0.         0.22712361]",-0.0035024617686766797,0.01361963232859914,"[0.         0.20725326 0.         0.18356723 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.17644454 0.         0.         0.
 0.         0.         0.         0.3091175  0.         0.12361746]",-0.003539664333477654,0.014458847651824485,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18907247
 0.         0.         0.         0.         0.         0.
 0.         0.         0.20267288 0.         0.         0.
 0.         0.18632126 0.         0.29580471 0.         0.12612868]",-0.0022336024586038896,0.01580618227705634,0.007631018474455139,[0.16666667 0.05555556 0.05555556 0.05555556 0.66666667],4.057906150817871,1.583582878112793,2.493182897567749,0.03674678926607877,0.0020010478472179322,0.014230617926705935,0.038335110535923964,0.0022825097117482075,0.01635113580289488,0.05604999294532752,0.007006249118165938,0.02665464943368836,0.030146613314493573,0.023218977028078007,0.01826007769398566,0.089434476552331,0.011179309569041375
8,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.17191898 0.         0.20311444
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.1707165  0.21969481 0.         0.         0.23455528]",-0.003479130715543116,0.013705529242207823,"[0.         0.20725326 0.         0.18356723 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.17644454 0.         0.         0.
 0.         0.         0.         0.3091175  0.         0.12361746]",-0.003539664333477654,0.014458847651824485,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18907247
 0.         0.         0.         0.         0.         0.
 0.         0.         0.20267288 0.         0.         0.
 0.         0.18632126 0.         0.29580471 0.         0.12612868]",-0.0022336024586038896,0.01580618227705634,0.007623752320820073,[0.26315789 0.05263158 0.05263158 0.05263158 0.57894737],4.148845672607422,1.583582878112793,2.493182897567749,0.03674678926607877,0.0020010478472179322,0.014230617926705935,0.038335110535923964,0.0022825097117482075,0.01635113580289488,0.06305624206349346,0.007006249118165938,0.02624748787203607,0.030146613314493573,0.023218977028078007,0.020542587405733868,0.10061378612137237,0.011179309569041375
9,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.19987427 0.         0.20877288
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.21624493 0.         0.17152757 0.20358035]",-0.0023766016926776248,0.014704783370445434,"[0.         0.20725326 0.         0.18356723 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.17644454 0.         0.         0.
 0.         0.         0.         0.3091175  0.         0.12361746]",-0.003539664333477654,0.014458847651824485,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18907247
 0.         0.         0.         0.         0.         0.
 0.         0.         0.20267288 0.         0.         0.
 0.         0.18632126 0.         0.29580471 0.         0.12612868]",-0.0022336024586038896,0.01580618227705634,0.0076168854968081895,[0.25 0.05 0.05 0.05 0.6 ],5.007394075393677,1.583582878112793,2.493182897567749,0.03674678926607877,0.0020010478472179322,0.014230617926705935,0.038335110535923964,0.0022825097117482075,0.01635113580289488,0.0700624911816594,0.007006249118165938,0.02275965023870392,0.030146613314493573,0.023218977028078007,0.022825097117482075,0.11179309569041374,0.011179309569041375
