,obj_values,MRO_obj_values,epsilon,online_time,MRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_eval2,MRO_eval3,MRO_satisfy0,MRO_satisfy1,MRO_satisfy2,MRO_satisfy3,O_eval0,O_eval1,O_eval2,O_eval3,O_satisfy0,O_satisfy1,O_satisfy2,O_satisfy3,O_worst_satisfy0,O_worst_satisfy1,O_worst_satisfy2,O_worst_satisfy3,MRO_worst_satisfy0,MRO_worst_satisfy1,MRO_worst_satisfy2,MRO_worst_satisfy3
0,0.020340940020229507,0.019351878968273107,0.006558157965819448,26.587057299679145,5.5262472935719416,0.07526777398472038,0.0060377382319701575,0.0031844721850564067,0.07477535305662657,0.005858717663775046,0.002481459276746818,0.02832197779745681,0.03086805765226863,0.0007359959417954087,0.000645976047962904,0.0,0.0,0.0007708370685577393,0.0007041370263323188,0,0.026399439926823167,0.09693263110536202,0.017066394320819578,0.018070475348709845,0.01721897591195517,0.017260137284785187,1.0,1.0,1.0,1.0,0.018578033646776432,0.019759500770024755,0.019808133450112717,0.01918730982617789,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.020336076815304728,0.020288170814538493,0.00655599384366752,20.85611590265762,12.224287101300433,0.07459270344586631,0.0058721876927886885,0.002810397095491472,0.07523249770984897,0.005933781036430556,0.0024960422272333146,0.02816065181012859,0.028526442067317158,0.17883925593923777,0.0001856719609349966,0.02816062294255744,0.030637349484369733,0.00015780096873641014,0.00018128100782632828,1,0.021349401483667717,0.10760142588307435,0.016173640347395973,0.01694515890705165,0.016610778966966985,0.016509598299187613,1.0,1.0,1.0,1.0,0.018577991389393218,0.019759448600235527,0.019808089340739254,0.019187256313714054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,0.02124270853317085,0.021560191906344648,0.006439169426899009,28.54605156823527,33.254136157920584,0.08013145775060561,0.006902719835855985,0.002868873052475841,0.0801888609898732,0.0068751535247816905,0.0029061761470537367,0.03021434117190204,0.029344638522688156,0.0007488169940188527,0.0009623790392652154,0.03197681444878847,0.03028996023942071,0.0009646289981901646,0.0009707780554890633,100,0.0011804791130190172,0.0031042572554670555,0.016443434699716014,0.017403220046393258,0.01715511613275936,0.01691960840434902,1.0,1.0,1.0,1.0,0.015614891689273432,0.0167113152764493,0.016085661042509154,0.015935813076336562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,0.021232112760244556,0.02155859057068427,0.006438456377443304,6.802043957053684,24.473750092554837,0.07991699133087675,0.006873416986119142,0.0028880895125263095,0.07999736249894658,0.006847710543122645,0.00289110639968794,0.03014398473286517,0.029291483999677882,0.0003587129758670926,0.0002981830621138215,0.030144339438677788,0.029291489056681157,0.0003659239737316966,0.0005345050012692809,101,0.0012958398311368456,0.00320174885653001,0.016443430243097443,0.01740321395092285,0.017155110543441997,0.016919602602205097,1.0,1.0,1.0,1.0,0.015615117853173379,0.01671175213267953,0.016085917751850056,0.015936107610584428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,0.022283476749324356,0.02254224937059618,0.006384580589125956,0.9826153048779815,2.4847177672199905,0.0824423701370361,0.007581850460714766,0.0032498360560146173,0.08316916495168844,0.007588111307853451,0.0032206135601882766,0.030076785548264807,0.02977890091169223,0.0007518470520153642,0.0004730150103569031,0.029974817564260695,0.030334655153278933,0.0005699549801647663,0.0003624140517786145,200,0.0008197849099689319,0.0017645290813133635,0.01631236136976258,0.016490936650491787,0.016151230665650648,0.016122418578747178,1.0,1.0,1.0,1.0,0.016467409876082872,0.017050290246505995,0.01661139383472013,0.0163409997095717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,0.022080891050111507,0.022691696955995544,0.00638415581356524,1.9416945389239118,7.721233603544533,0.08252150299900506,0.007576854752297871,0.003235564208192776,0.08313729478127749,0.007581476358343265,0.003128602127364252,0.029642718361513946,0.029752761792152645,0.001273712026886642,0.0005024339770898223,0.03003396065877706,0.02974222360032831,0.000381354009732604,0.0003534930292516947,201,0.0008788691436366692,0.001819513713018384,0.016320145590420415,0.016510215804988567,0.016182513836751032,0.01612758388963849,1.0,1.0,1.0,1.0,0.01581878497933935,0.016360065145052158,0.01593862304976419,0.015901851066902957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,0.02245158948936199,0.02283412448719625,0.006348876891706556,5.509845872293226,3.9528117598965764,0.08498928781447614,0.00841862926413839,0.0028266335731698482,0.08578826254014581,0.008511597823999364,0.0030490400133518455,0.029675845168838536,0.027936904548766697,0.0004170739557594061,0.013342782971449196,0.02921626404120603,0.029232285538965362,0.00045022403355687857,0.000378203927539289,300,0.0006571458424802176,0.0012988251937951136,0.015230065236447455,0.0161406180782104,0.015589485832935793,0.015610370196090044,1.0,1.0,1.0,1.0,0.016342385956068028,0.01731152344034604,0.016655032147039495,0.01639382787496074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,0.02243482630160626,0.022812942077745157,0.0063485750024886555,2.337277607875876,3.979661985882558,0.08495917078188099,0.008410551601311477,0.002821542424634617,0.08576444633769073,0.008504513376087612,0.0030468609646047986,0.029665254411474256,0.02792065725488343,0.0004864250076934695,0.0004617139929905534,0.029642393837154137,0.02791117195819871,0.0004946240223944187,0.00045218400191515684,301,0.0006969766615251413,0.001336525915637137,0.015232493533028678,0.016147454447657847,0.015592995692233918,0.015614247002664334,1.0,1.0,1.0,1.0,0.016365755242669332,0.017338530119398225,0.016682536911688306,0.016420707916515655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,0.02227156963213755,0.022347405691176967,0.006322339767418225,4.359113966929726,5.861333234701306,0.08410618623374354,0.008153442971212344,0.0028938126067099435,0.08523366695991193,0.008305778236231541,0.0030186169056409364,0.02954511138314114,0.02829154689267795,0.0006277259672060609,0.0007027159444987774,0.029508491882619503,0.028128116031402167,0.0006911259843036532,0.0006035760743543506,400,0.0005627081837099689,0.0010443108350047788,0.015385845674575042,0.016365724693710098,0.015799719459981074,0.015819403454276848,1.0,1.0,1.0,1.0,0.016443416145899083,0.017533974124546346,0.01692922163202154,0.01684127587621507,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,0.022256671781722876,0.022338442588204308,0.006322105870806521,11.823803257429972,2.603458111989312,0.08405679039318101,0.008143877129230873,0.0028960787200192893,0.08519645736943741,0.00829768486451955,0.003014524971003018,0.02952556082548119,0.02826933303423089,0.0004866949748247862,0.0005048150196671486,0.029516244216621666,0.028269404418320217,0.0006067759823054075,0.0005443049594759941,401,0.0005927635481125131,0.0010731713039711759,0.015385886913406855,0.01636579644272623,0.015799759412182257,0.015819493102070755,1.0,1.0,1.0,1.0,0.016455531697816564,0.017546513381908477,0.016943533202887717,0.0168534694370639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,0.02291896702098363,0.022435470495233464,0.006301229949476462,1.6443696330534294,4.458096197224222,0.08455706558398214,0.008230184353375036,0.0028392862133739534,0.08587860040611761,0.00841888471766638,0.002943102159203261,0.029720199688463494,0.02856543529869655,0.0005843050312250853,0.000651506008580327,0.02995869221479852,0.02838745731281229,0.0006176159949973226,0.0005881150718778372,500,0.0005062902559727417,0.0008910064487134401,0.015533620310980188,0.016588406836743556,0.015976713820802662,0.016000817626422578,1.0,1.0,1.0,1.0,0.01647152860809544,0.017708159051402054,0.017028911388418416,0.017024199257828356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,0.02290697404987191,0.022427212165289697,0.006301039179379683,1.6389349438250065,10.5539096116554,0.08452910684465327,0.008223823952717249,0.00283749900245963,0.08585163194560096,0.00841302231752332,0.002938093530000132,0.029695188584387286,0.028546035760930264,0.000557154999114573,0.0071634859777987,0.029695863115944018,0.028546052056228954,0.0005266850348562002,0.0004717539995908737,501,0.000530380454993414,0.0009143298812211653,0.015533688590678555,0.016588526010868587,0.01597676815201893,0.016000926486634464,1.0,1.0,1.0,1.0,0.016471673017237305,0.01770810039712323,0.017029158506526424,0.017024418964102936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,0.02261495804085042,0.02224499744071189,0.006283710246918723,2.027839344111271,9.721349516650662,0.08496338565870767,0.008292715040011623,0.0027945471288322934,0.08647486036896992,0.008514892182403403,0.003011358356631543,0.029758930331846616,0.028138898396751467,0.0007091959705576301,0.000751376966945827,0.02932527554927148,0.028152312693840408,0.0007677769754081964,0.0006993359420448542,600,0.0004655296832768489,0.0007862418149466062,0.015522074169219004,0.016558139029569454,0.01596514840054261,0.015981695603948996,1.0,1.0,1.0,1.0,0.016921550189706418,0.018411739121100012,0.01735185854262012,0.017611757348872024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,0.02260592531315857,0.022249103145123343,0.006283549252017708,2.0232847715960816,3.9814653088105842,0.08493874977702015,0.00828652358253548,0.0027888166236751063,0.08645660089500656,0.008510359806596843,0.0030219033886845835,0.02973848048120656,0.02811288031144135,0.0006114860298112035,0.0005830359878018498,0.029738923896407768,0.028123121167339185,0.0005799550563097,0.0005691250553354621,601,0.00048566693133857727,0.0008059010985655365,0.01551374712806528,0.016545451412934408,0.015955098985403527,0.015971432773473647,1.0,1.0,1.0,1.0,0.01692168621774032,0.018411845814400956,0.017352048140822623,0.017611958345453906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,0.023614217504752077,0.02282018729325133,0.0062687413672164885,4.217681340640411,7.219362899893895,0.08552849508878728,0.008744396614961946,0.0029749539570460737,0.08755504024314457,0.008910366911697979,0.0030698118088260972,0.03078838287823354,0.029529586097489638,0.0007095769979059696,0.000641635968349874,0.03171208059994595,0.029158363244961592,0.0006529259262606502,0.0006366260349750519,700,0.0004510267587394712,0.0007123976268388874,0.015586677802025686,0.016224459220402415,0.015907906200709594,0.015840474913633974,1.0,1.0,1.0,1.0,0.016598415576801723,0.017813658522970136,0.017204876191978236,0.017044255430242815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,0.02365254294600277,0.022820760748717826,0.006268602156186311,8.419446757645346,5.730203714338131,0.085534973658117,0.008743509060435757,0.0029731744143381205,0.0875546373768707,0.008908862421748027,0.0030839478413077336,0.031047416813902294,0.02952505613339844,0.0008012970210984349,0.0007980269147083163,0.030818041672724922,0.029532462657054805,0.0008088069735094905,0.0007773080142214894,701,0.000468244163007702,0.0007292428578124042,0.015579850209367663,0.016216271271189353,0.015900502199690487,0.01583405129673248,1.0,1.0,1.0,1.0,0.01676908508657956,0.01769937795053649,0.017320817613683582,0.01711807823573131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,0.023388243637096837,0.0226199673533884,0.006255678074445418,4.38871530466713,4.910788391018286,0.08592222703032211,0.00880444722787268,0.002960569601324924,0.08815242073819324,0.009037819171311313,0.0030425523415085636,0.03045718335127677,0.02905513754908319,0.0008361979853361845,0.0008023569826036692,0.030344779565646227,0.029018855977870715,0.000801568035967648,0.0007301770383492112,800,0.0004274874946898665,0.0006562101115363443,0.015593916284920482,0.01624905958798383,0.015930573971083193,0.015852265116092473,1.0,1.0,1.0,1.0,0.01687689281970418,0.017818696397879093,0.017463383936736247,0.01723368859567933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
