,obj_values,MRO_obj_values,epsilon,online_time,MRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,obj_val_act,MRO_obj_val_act,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_eval2,MRO_eval3,MRO_satisfy0,MRO_satisfy1,MRO_satisfy2,MRO_satisfy3,O_eval0,O_eval1,O_eval2,O_eval3,O_satisfy0,O_satisfy1,O_satisfy2,O_satisfy3,O_worst_satisfy0,O_worst_satisfy1,O_worst_satisfy2,O_worst_satisfy3,MRO_worst_satisfy0,MRO_worst_satisfy1,MRO_worst_satisfy2,MRO_worst_satisfy3,satisfy_p0,satisfy_p1,satisfy_p2,satisfy_p3,MRO_satisfy_p0,MRO_satisfy_p1,MRO_satisfy_p2,MRO_satisfy_p3
0,58.383133805268585,58.383133805268585,0.08513399225207846,0.47027603432070464,0.9861595811089501,0.0,0.0,0.0,0.0,0.0,58.383133805268606,58.383133805268606,0.0,58.3831338052686,58.3831338052686,0.0016412429977208376,0.0011281650513410568,,,0.0010238060494884849,0.0010167750297114253,0,0.4802054830712966,0.34053603644327146,72.13542098448438,72.22358946202856,71.81535459942297,72.54635849553972,0.0,0.0,0.0,0.0,72.13542098448441,72.22358946202857,71.815354599423,72.54635849553975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,58.37431091120337,58.37431091120335,0.0835958802077937,0.805134916678071,0.8441765698371455,0.33598653484470553,0.3386608547908576,0.12301083556626287,0.34917361657006296,0.365766643525852,58.37431091120337,58.37431091120337,0.15155741813663176,58.37431091120337,58.37431091120336,0.0013931950088590384,0.001269293949007988,58.383133805268585,58.383133805268585,0.001264024991542101,0.0012618849286809564,1,0.9361246602057584,0.9014381854624091,72.4319254027008,72.49223063012104,72.09566284309534,72.84015015742796,0.0,0.0,0.0,0.0,72.43192540270081,72.49223063012106,72.09566284309535,72.84015015742797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,58.33726359684529,58.36758820699251,0.07247796636776956,0.505628177896142,1.4085125827696174,1.5556159244332506,2.488179189329043,0.7505828203959333,1.5561681691380742,2.7290710509985603,58.33726359684531,58.367588206992515,0.7331475711900894,62.26214348025953,62.0350474883985,0.0050130789168179035,0.004656150937080383,67.40635262718644,67.4063526271864,0.004758549970574677,0.00465199095197022,20,0.19407557307662657,0.4032225746078968,66.93602449074372,66.99523703216856,66.58420974220012,66.9846474641655,0.0,0.0,0.0,0.0,73.10904262571485,73.0845239530237,72.38744553282267,73.07824959795785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,58.30735529286325,58.45288701274929,0.07219425933816684,1.3690756240393966,0.6164926964556798,1.5799221892881123,2.7584949520119784,0.8132921277964829,1.6249326886661113,3.03568233249652,58.30735529286327,58.4528870127493,0.8847997906396188,74.98944657568715,59.16316732262861,0.004831840982660651,0.0046596910106018186,65.77606369095902,64.13691421741785,0.0046862110029906034,0.004671481088735163,21,0.19306305791095826,0.568766834705167,62.0270304198766,62.16324909571923,61.80861479207487,61.90495406127058,0.0,0.0,0.0,0.0,72.0493945769666,71.72715703702156,71.66814712407316,72.46592146646151,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,58.306990919520075,58.43086588690285,0.06834059389931683,1.054975715582259,0.39655288658104837,1.791393907534732,3.551395118145588,0.9831378882222394,1.8321239805299714,3.6671847587598525,58.30699091952009,58.43086588690286,1.0307120327680044,76.5327731156155,63.8370572964591,0.008333126083016396,0.007931316969916224,77.57554495743126,63.58010879706656,0.007897337898612022,0.008396316086873412,40,0.10816308463634779,0.3095974036510624,62.24351950196453,62.38077188943741,62.02860955351824,62.13334958245101,0.0,0.0,0.0,0.0,69.08346905634696,68.6209685299462,68.85828109929217,69.62233810028981,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,58.30922550020006,58.430008507261874,0.06819055369186137,0.561040760949254,1.280315306968987,1.8099102671611391,3.624195068686274,0.9708198911230178,1.8494341992854948,3.7355762257363807,58.30922550020008,58.43000850726188,1.0169773474018482,76.42526057835225,63.72244975400288,0.008639523992314935,0.00824417604599148,76.92691773105682,63.712681734606655,0.008180785924196243,0.00845069601200521,41,0.1091677982329215,0.30583931758775296,62.25242946380937,62.38960310835826,62.03770464979243,62.142553506437594,0.0,0.0,0.0,0.0,68.80222284999924,68.35738776569511,68.56860260628262,69.31291326815675,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,58.28075015841557,58.41676629368888,0.06587318530952051,1.738606475177221,1.2878942935494706,1.8317506959865644,3.700023883594874,0.9621454324973325,1.8579077596051983,3.7644622724850603,58.28075015841558,58.416766293688895,1.0091859628933129,79.60710459730318,65.29539586443593,0.011219904059544206,0.010917395004071295,75.71378767487664,65.12809962663013,0.011380522977560759,0.011120904004201293,60,0.08106077578863846,0.21623570752971694,62.39462138322512,62.532399429214934,62.18194865581903,62.286262310629006,0.0,0.0,0.0,0.0,70.22166605488752,69.34795760302465,70.16011750218969,71.17552179035252,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,58.280170966829445,58.416192032025975,0.06577269034215902,0.5406493982300162,1.2413117779651657,1.8292642631786191,3.6865371499136654,0.9539740629220829,1.8547991762385465,3.7491997640189716,58.28017096682946,58.41619203202598,1.0000407747271485,79.28636956424818,65.1919154118071,0.011977421003393829,0.012130500050261617,79.2658584677503,65.18477906998645,0.012161270016804338,0.011925092083401978,61,0.08160122641288982,0.21457432121449233,62.40084488893842,62.5387712677264,62.188355820111,62.29261979895564,0.0,0.0,0.0,0.0,70.23667126616039,69.36291910689224,70.17518662138662,71.19116439086237,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,58.27841369642198,58.40680250993526,0.0641295374434118,0.8677067609969527,0.8536872852127999,1.8688892904988517,3.819183713541048,0.9614026852623521,1.8880068136791337,3.8624110946269057,58.27841369642199,58.40680250993528,1.0020123517084774,77.79079358805888,65.10177551119607,0.015026187989860773,0.014254831010475755,79.89112231053872,64.96414302567582,0.014702940010465682,0.014454980031587183,80,0.06452084788972626,0.16640841612826868,62.50641861014449,62.64387438960141,62.29426015909686,62.396636564239394,0.0,0.0,0.0,0.0,69.70120542925963,68.91247548187276,69.66538708953682,70.52243147497394,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,58.277988168269786,58.40637415033686,0.06405457512807505,1.2333897498901933,0.48852519528009,1.8660328105536437,3.8051970988864565,0.96224657461898,1.8849280369527603,3.8479218360061997,58.2779881682698,58.40637415033687,1.0022478686371856,77.56324000381701,65.02402634704107,0.01607551402412355,0.015028018970042467,77.54926164864847,65.01782540411911,0.015638686018064618,0.016295623034238815,81,0.06561710495267886,0.16625683734465588,62.511381740251196,62.64871637950763,62.29909876998268,62.401491703591404,0.0,0.0,0.0,0.0,69.7114719892547,68.92227717773459,69.67515333477002,70.53259967774231,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
