,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_eval3,DRO_eval4,DRO_satisfy1,DRO_satisfy2,DRO_satisfy3,DRO_satisfy4,SA_eval1,SA_eval2,SA_eval3,SA_eval4,SA_satisfy1,SA_satisfy2,SA_satisfy3,SA_satisfy4,SA_satisfy_p1,SA_satisfy_p2,SA_satisfy_p3,SA_satisfy_p4,DRO_satisfy_p1,DRO_satisfy_p2,DRO_satisfy_p3,DRO_satisfy_p4,SA_obj_values,SA_obj_values_act,DRO_obj_values_act,SA_time,SA_tau,t
0,0.0,53.67977618413987,0.017026798450415694,0.6786894049728289,78.95549271203282,75.88145764397734,77.59118986509665,77.47018443016496,0.0,0.0,0.0,0.0,77.85858246585157,75.56164602602514,74.69178271670143,77.502237179135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.12857892907351,41.12857892907351,42.51648816753291,0.16724881390109658,0.0,0
1,0.0,53.4780895570013,0.016719176041558738,1.138546967995353,78.95549271203282,75.88145764397733,77.59118986509665,77.47018443016495,0.0,0.0,0.0,0.0,67.09294350691793,65.4618513284008,66.18505386281633,66.92078949318017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2031688638352,41.20316886383522,42.51648816753291,0.18322402401827276,0.0,1
2,-7.696963496057452e-18,52.54091395589851,0.014495593273553911,2.0575455559883267,45.36996577714833,44.71873858275449,45.07331402584036,45.1949162867711,1.0,1.0,1.0,1.0,43.240633108763674,43.419751713434295,43.4170344955031,43.392899571932844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.387323820597864,42.387323820597885,42.56783671836597,0.33584182302001864,0.0,20
3,5.148583192833216e-19,52.50187544170089,0.014438851867633367,2.795511255040765,45.369965777148344,44.7187385827545,45.07331402584036,45.194916286771104,1.0,1.0,1.0,1.0,43.24063310876372,43.41975171343434,43.417034495503145,43.39289957193289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.38732382059787,42.38732382059788,42.56783671836597,0.34029646299313754,0.0,21
4,-1.5592286300185068e-18,52.023912239530674,0.013668118779863368,3.1959918530192226,43.95489138049166,43.5282952160367,43.63619127005969,43.759256472042594,1.0,1.0,1.0,1.0,43.24063310876367,43.419751713434295,43.4170344955031,43.392899571932844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.38732382059786,42.387323820597885,42.54549357883458,0.7381879619788378,-2.524354896707238e-29,40
5,-9.903703233439627e-18,52.00310258861818,0.013638110738372273,2.8137013990199193,43.95489138049165,43.5282952160367,43.63619127005969,43.759256472042594,1.0,1.0,1.0,1.0,43.24063310876367,43.419751713434295,43.4170344955031,43.392899571932844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.387323820597864,42.387323820597885,42.54549357883458,0.8935430929996073,1.5777218104420236e-29,41
6,-8.685935737637496e-19,51.681697893902836,0.0131746370619041,4.476624342962168,43.95489138049165,43.5282952160367,43.63619127005969,43.759256472042594,1.0,1.0,1.0,1.0,43.24063310876366,43.41975171343429,43.417034495503096,43.39289957193284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.38732382059786,42.38732382059788,42.54549357883458,0.6729538110084832,7.951717924627799e-28,60
7,5.496276790940333e-18,51.6677598620596,0.013154538068431802,3.554965764982626,43.954891380491674,43.52829521603672,43.636191270059705,43.75925647204261,1.0,1.0,1.0,1.0,43.24063310876367,43.419751713434295,43.417034495503096,43.392899571932844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.38732382059788,42.387323820597885,42.545493578834595,0.6119293869705871,-3.5656657846937636e-16,61
8,-3.816391649895474e-18,51.43986469449924,0.012825907488682358,7.004540230031125,43.95489138049166,43.52829521603671,43.6361912700597,43.7592564720426,1.0,1.0,1.0,1.0,43.240633108763674,43.4197517134343,43.41703449550311,43.39289957193285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.387323820597864,42.387323820597885,42.54549357883459,1.597156876930967,-4.947735597546186e-27,80
9,-6.5557480123874714e-18,51.42946788393597,0.012810915025615011,5.961863295990042,43.95489138049166,43.5282952160367,43.6361912700597,43.759256472042594,1.0,1.0,1.0,1.0,43.240633108763674,43.4197517134343,43.4170344955031,43.39289957193285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.38732382059785,42.387323820597885,42.54549357883458,1.5894622509367764,0.0,81
10,6.974407817832639e-18,51.25389036788092,0.012557727818927755,8.08850854600314,43.95489138049165,43.5282952160367,43.6361912700597,43.759256472042594,1.0,1.0,1.0,1.0,43.1905518986767,43.37175451943591,43.3733350187289,43.35182857573256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.38799827478571,42.38799827478573,42.54549357883458,0.8324799380498007,-9.860761315262648e-30,100
