,Unnamed: 0,obj_values,MRO_obj_values,cluster_SAA_obj_values,epsilon,online_time,MRO_time,cluster_SAA_time,MRO_square_val,MRO_sig_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_satisfy0,MRO_satisfy1,O_eval0,O_eval1,O_satisfy0,O_satisfy1,O_worst_satisfy0,O_worst_satisfy1,MRO_worst_satisfy0,MRO_worst_satisfy1,cluster_SAA_eval0,cluster_SAA_eval1,cluster_SAA_satisfy0,cluster_SAA_satisfy1
0,0.0,1.0,1.0,0.0,1.7888543819998317,0.1141675233957357,0.042968996160197996,0.01675676659215235,1.3859637506307412e-31,0.0,1.3859637506307412e-31,0.0,1.0,1.0,3.927946090698242e-05,1.5556812286376953e-05,1.0,1.0,1.8596649169921875e-05,1.1980533599853514e-05,0.0,3.776857381353966,8.140119467370256e-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.963973807570577,4.213400871573656,0.0,0.0
1,1.0,1.0,1.0,0.0,1.6329931618554523,0.031397311016917145,0.017330360598862126,0.013212058518547475,1.3949254706566042e-31,0.0,1.1549697921922845e-31,0.0,1.0,1.0,3.540515899658203e-05,1.4543533325195312e-05,1.0,1.0,1.883506774902344e-05,1.2218952178955078e-05,1.0,4.5267330900211125,2.7209323749975827,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.668386585932781,4.996109038107636,0.0,0.0
2,2.0,1.0000000000207097,1.0000000000206828,0.0,1.3333333333333333,0.06305716070346529,0.0168670748826116,0.012033933599013774,1.7311679147113268e-31,0.0,7.699798614615228e-32,0.0,1.0000000000207094,1.0000000000206826,3.445148468017578e-05,1.4603137969970703e-05,1.0,1.0,1.8656253814697266e-05,1.3887882232666014e-05,4.0,4.088892993088997,3.3851101990397723,0.9999999999999689,1.0000000000000207,1.0,1.0,0.9999999999999704,1.0000000000000235,1.0,1.0,1.0,1.0,1.0,1.0,4.172734791165063,4.038162245294318,0.0,0.0
3,3.0,1.0000000000016913,1.0000000000016644,5.329070518200752e-16,1.2649110640673518,0.13786034862278024,0.06768452405231071,0.07779000449227162,1.594822048555014e-31,0.0,6.929818753153706e-32,0.0,1.0000000000016913,1.0000000000016644,3.4809112548828125e-05,1.436471939086914e-05,1.0000000000201115,1.0000000000200864,1.889467239379883e-05,1.2040138244628905e-05,5.0,3.9120917894103773,3.3658681028982,0.9999999999998509,0.9999999999994859,1.0,1.0,0.999999999999854,0.999999999999489,1.0,1.0,1.0,1.0,1.0,1.0,3.999999591959905,3.3486153095973283,0.0,0.0
4,4.0,1.0000000000145124,1.0000000000154063,5.473796019625101e-15,1.0690449676496976,0.22678880352759728,0.19110605353489518,0.13853526482125744,1.5592328611452968e-31,0.0,4.949870537966933e-32,0.0,1.0000000000145124,1.0000000000154063,3.820657730102539e-05,1.430511474609375e-05,1.000000000001457,1.0000000000014335,1.889467239379883e-05,1.239776611328125e-05,9.0,3.2029363324628193,2.9639751730641075,0.9999999999997042,0.9999999999960199,1.0,1.0,0.9999999999997053,0.9999999999960201,1.0,1.0,1.0,1.0,1.0,1.0,1.471294367708349,1.5162335653350723,0.0,0.0
5,5.0,1.0000000000005935,1.0000000000005913,3.4305891460917336e-15,1.0327955589886444,0.16647709003882477,0.09014755289535964,0.09461865929188203,1.706731818308617e-31,0.0,4.6198791687691383e-32,0.0,1.0000000000005937,1.000000000000591,3.832578659057617e-05,1.4603137969970703e-05,1.0000000000139444,1.0000000000147828,1.931190490722656e-05,1.239776611328125e-05,10.0,3.041367775618016,2.878857003035681,0.9999999999999936,0.9999999999991974,1.0,1.0,0.9999999999999811,0.9999999999991964,1.0,1.0,1.0,1.0,1.0,1.0,3.1083091222088597,3.154817918110648,0.0,0.0
6,6.0,1.0000000000000095,1.0000000000033653,7.356688357910907e-15,0.917662935482247,0.1303099808865226,0.046842903015203725,0.0877180166426114,15.059853992894293,6.708376544320584e-14,14.82391943519026,4.93757082004346e-16,1.0000000000000095,1.000000000003365,3.898143768310547e-05,1.4841556549072267e-05,1.0000000000022338,1.0000000000022324,1.9788742065429688e-05,1.2874603271484377e-05,14.0,2.578465444479682,2.406705727364321,0.9999999999992397,0.9999999999928795,1.0,1.0,0.9999999999999987,0.9999999999999989,1.0,1.0,1.0,1.0,1.0,1.0,3.629665597262898,3.8062323840828816,0.0,0.0
7,7.0,1.0000000000013407,1.0000000000000124,8.143485885625524e-15,0.8944271909999159,0.12834249559091404,0.154244105448015,0.11627378588309507,17.676703340269377,7.063793994177558e-16,18.668307437237445,1.0275946760174293e-13,1.0000000000013407,1.0000000000000124,3.820657730102539e-05,1.4841556549072267e-05,1.0000000000000095,1.0000000000033618,1.889467239379883e-05,1.2159347534179688e-05,15.0,2.4419589048965755,2.4557507918757793,0.9999999999999629,0.9999999999996039,1.0,1.0,0.9999999999999605,0.9999999999995264,1.0,1.0,1.0,1.0,1.0,1.0,4.787625689236556,4.035515706571703,0.0,0.0
8,8.0,1.0000000000016025,1.0000000000000118,5.071174961438866e-15,0.8164965809277261,0.08175029431004072,0.11558785609668118,0.12373345298692581,28.49384216314522,1.2200888447703544e-15,30.01338066857099,5.731988957554299e-14,1.0000000000016025,1.0000000000000118,3.892183303833008e-05,1.4603137969970703e-05,1.0000000000012346,1.0000000000000115,1.931190490722656e-05,1.2636184692382812e-05,19.0,2.2930096905191397,2.2361581929750316,0.999999999998877,0.9999999999975506,1.0,1.0,0.999999999995179,0.9999999999916964,1.0,1.0,1.0,1.0,1.0,1.0,2.444154398405457,2.5697186658705284,0.0,0.0
9,9.0,1.0000000000000124,1.0000000000049898,2.73447930965176e-15,0.8,0.3673749729059636,0.13805039221188048,0.06992896797601131,30.538854011478453,1.3910095297831052e-13,32.75885439533572,8.060219158778637e-16,1.0000000000000122,1.0000000000049896,3.844499588012695e-05,1.4543533325195312e-05,1.000000000001573,1.0000000000000115,1.931190490722656e-05,1.245737075805664e-05,20.0,2.3147366922286094,2.375092550226201,0.9999999999996215,0.9999999999992663,1.0,1.0,0.9999999999976422,0.9999999999968583,1.0,1.0,1.0,1.0,1.0,1.0,6.409539804456028,6.014535755464724,0.0,0.0
