,Unnamed: 0,obj_values,MRO_obj_values,SAA_obj_values,epsilon,online_time,MRO_time,SAA_time,MRO_mean_val,MRO_square_val,MRO_sig_val,SAA_mean_val,SAA_square_val,SAA_sig_val,mean_val,square_val,sig_val,worst_values,MRO_worst_values,SAA_worst_values,worst_times,MRO_worst_times,SAA_worst_times,worst_values_regret,MRO_worst_values_regret,SAA_worst_values_regret,worst_times_regret,MRO_worst_times_regret,SAA_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_satisfy0,MRO_satisfy1,O_eval0,O_eval1,O_satisfy0,O_satisfy1,O_worst_satisfy0,O_worst_satisfy1,MRO_worst_satisfy0,MRO_worst_satisfy1,SAA_eval0,SAA_eval1,SAA_satisfy0,SAA_satisfy1,SAA_worst_satisfy0,SAA_worst_satisfy1
0,0.0,0.00465577318634829,0.004655773186319889,-0.015473109059688439,0.014408441545943899,0.049079498329418894,0.0039817927,0.0020920335000000003,1.3530632064114352e-09,1.4709577045237659e-34,6.953013327682872e-20,1.3530632064114352e-09,1.4709577045237659e-34,2.002144896328497e-19,1.3530632064114352e-09,1.4709577045237659e-34,6.953013327605163e-20,0.004655773021710099,0.00465577302172541,0.028009869440204484,8.090079999999999e-05,8.41023e-05,8.31226e-05,3.9595317369207953e-10,3.9595317369207953e-10,3.9595317369207953e-10,8.1477e-05,8.38215e-05,8.14881e-05,0.0,0.08643395904623577,2.038501782999913e-09,0.03702255886340116,0.03821589250755601,0.0,0.1,0.037022558863916866,0.03821589250811518,0.0,0.1,0.0,0.1,0.0,0.1,0.06837076684722868,0.07136057894025216,0.0,0.0,0.0,0.0
1,1.0,0.007043263573285269,0.007043263573306579,-0.012357429255836942,0.014342916754322001,0.00571491763649897,0.003938435299999999,0.0021640218999999994,1.5942249198561451e-09,1.1587243947511347e-34,3.121506675723286e-20,1.5942249198561451e-09,1.1587243947511347e-34,6.039010289083494e-20,1.6650409245234083e-09,1.2257980871031383e-34,4.9314455154325164e-20,0.00704326319396827,0.00704326319396104,0.03108579696881001,8.38193e-05,8.78034e-05,8.574479999999999e-05,0.01275776535604575,0.012757765355930989,0.04171995693081102,8.948470000000001e-05,8.973259999999999e-05,8.898939999999999e-05,1.0,0.11616040553444588,0.0700421695068112,0.027682651076968802,0.02816781170045583,0.0,0.1,0.027682651074279606,0.02816781169785096,0.0,0.1,0.0,0.1,0.0,0.1,0.058936984404187896,0.059541800254555646,0.0,0.0,0.0,0.0
2,2.0,0.01041193387031595,0.010411933870321782,-0.00640236111659525,0.014198262339602304,0.006343776054211371,0.0044066964,0.0026603955,1.6241531391302127e-09,1.1606118382056398e-34,3.037172436133846e-20,1.6241531391302127e-09,1.1606118382056398e-34,9.697203264238929e-20,1.6631898872001759e-09,8.171987247354256e-35,3.3056998095560644e-20,0.01041193357911544,0.010411933579116692,0.03119509341324006,9.767e-05,0.0001015504,9.922220000000001e-05,0.01823764464403882,0.018237644645897187,0.05591196894628433,0.00010160479999999999,0.00010402519999999998,0.0001014256,4.0,0.10109054483437223,0.08704616667479778,0.020314779157577838,0.02023539345354202,0.2,0.1,0.020314779157608258,0.02023539345371048,0.2,0.1,0.2,0.1,0.2,0.1,0.03824397596401197,0.03867176203911535,0.0,0.0,0.0,0.0
3,3.0,0.011274200849130788,0.01127420084912288,-0.00527225756878426,0.0141609131442888,0.006968463619543411,0.0045921545,0.0029096132,1.9018738714105483e-09,1.2628714111605398e-34,3.6486787424897193e-20,1.9018738714105483e-09,1.2628714111605398e-34,1.4852258402310231e-19,1.91700604141483e-09,7.354788522618829e-35,2.7195299457280114e-20,0.011274200527251801,0.01127420052724902,0.03180043815844169,0.0001072618,0.00011032009999999998,0.0001084887,0.012737899120157922,0.01273789912035049,0.03529336716345784,0.00011344899999999999,0.0001126771,0.00011289969999999999,5.0,0.09644317908766778,0.08566540121732615,0.01949604793774748,0.01927685772483014,0.3,0.2,0.019496047938095402,0.019276857725190978,0.3,0.2,0.3,0.2,0.3,0.2,0.03591098351717706,0.03422819981250615,0.0,0.0,0.0,0.0
4,4.0,0.012378889146259031,0.012378889146317509,-0.00279119848678621,0.0140422938918394,0.00792318908862299,0.0053917539,0.0038032716999999994,1.8546151936623101e-09,9.129669783404523e-35,2.6845610453049995e-20,1.8546151936623101e-09,9.129669783404523e-35,8.705579914125591e-20,1.913988806071796e-09,5.253420373299163e-35,1.5021389962251146e-20,0.012378889112149068,0.01237888911215411,0.029543035244585254,0.00012256860000000002,0.0001291382,0.0001232498,0.015091672613237373,0.015091672613091078,0.04108302720800491,0.00012821540000000002,0.0001291747,0.00012590700000000003,9.0,0.07920042824116165,0.07343234376169919,0.017455554374663722,0.01756258628834406,0.4,0.2,0.017455554374749237,0.017562586288432134,0.4,0.2,0.4,0.2,0.4,0.2,0.027606293472498062,0.02785905761091293,0.0,0.0,0.0,0.0
5,5.0,0.012307870219992332,0.01230787021998058,-0.00262834429659086,0.0140180943133725,0.008598979603051709,0.0056389527,0.0039155361,1.7809188419574194e-09,9.504088028112103e-35,3.401549641655343e-20,1.7809188419574194e-09,9.504088028112103e-35,7.25882510062078e-20,1.8536212765260416e-09,4.903192348412553e-35,1.4085031104762776e-20,0.01230787009239585,0.012307870092396318,0.029726935019165086,0.0001290086,0.00013057090000000003,0.0001295727,0.01247038842791423,0.012470388427921659,0.030426954275950335,0.0001303214,0.0001311465,0.0001298327,10.0,0.07321969707704118,0.07108544705774633,0.017519390751989977,0.01760587708414705,0.4,0.2,0.01751939075187136,0.01760587708397851,0.4,0.2,0.4,0.2,0.4,0.2,0.028468923182879836,0.028717351910202627,0.0,0.0,0.0,0.0
6,6.0,0.012686346143617269,0.01268634614363405,-0.0024512568426750597,0.0139954948730521,0.00626274432689204,0.006457036979016069,0.0048970049790160695,0.016014904917533043,0.0021221793089623102,0.00012153788681539113,0.016014904917533043,0.0021221793089623102,0.00022800765373876282,0.01601490486463953,0.0021221793089623102,0.00012153788681284905,0.012932259236790042,0.012932259236791189,0.03323905271186474,0.00013337469999999998,0.00013783140000000002,0.00013514739999999999,0.013259742114957349,0.01325974211494417,0.03103894409149821,0.0001419816,0.0001408412,0.00013779619999999997,11.0,0.06806838262549078,0.06624894954662877,0.01705520981811255,0.01743422117487873,0.4,0.2,0.01705520981803685,0.017434221174878684,0.4,0.2,0.4,0.2,0.4,0.2,0.029407079622414588,0.030063512242112213,0.0,0.0,0.0,0.0
7,7.0,0.013229381190823999,0.01322918193012763,-0.00157789747237749,0.013935495616691499,0.00589524491845698,0.00647157238677974,0.004873421586779739,0.05227915710262733,0.0076322918224195095,0.00043273006607598706,0.05227915710262733,0.0076322918224195095,0.0009152620860738101,0.05181969202944533,0.00772556373514745,0.0004421556563197535,0.01421247476775615,0.014218427013377518,0.03696419217704326,0.0001542378,0.00015746449999999996,0.00014401449999999996,0.01552365795388253,0.015523657953869901,0.039747857747190474,0.00015362210000000002,0.0001545178,0.0001507398,14.0,0.056339310447773606,0.05500927311291324,0.016244473452738068,0.01692744393149923,0.4,0.2,0.01624656815253126,0.01693039009844301,0.4,0.2,0.4,0.5,0.4,0.5,0.024544025719131998,0.02532362998478834,0.0,0.0,0.0,0.0
8,8.0,0.01323910227821328,0.013175469734855599,-0.0014738908883248833,0.013917637132417202,0.0059249502310058195,0.00650119865999752,0.004774119559997519,0.060349361654946775,0.009017532790403869,0.0005199438173086131,0.060349361654946775,0.009017532790403869,0.0008927404617752,0.06017202160715086,0.009081534787141741,0.0005090644204560321,0.014584292389906958,0.014587256568296462,0.036283567911294924,0.0001591834,0.0001631065,0.0001487545,0.014738721858338619,0.01474436282587272,0.03872739243539981,0.00016455670000000002,0.0001640289,0.0001502594,15.0,0.05325753956419268,0.05196747441861123,0.016230545226203683,0.01688994283203284,0.3,0.3,0.016214159580031674,0.016906692178897252,0.4,0.3,0.4,0.4,0.4,0.5,0.02306102487932258,0.02458891533369109,0.0,0.0,0.0,0.0
9,9.0,0.01280260977101515,0.01303376611156631,-0.0011665265034810797,0.0138543443557444,0.005675960606848099,0.006528655110803169,0.00474600771080317,0.08890732020340171,0.014160474806445292,0.0008708106893760201,0.08890732020340171,0.014160474806445292,0.00141604251404333,0.08774639726950002,0.01461910056774863,0.0009452888302956301,0.015424304286728821,0.01515388225755115,0.03788521575117006,0.0001785942,0.00018116020000000002,0.00017023190000000003,0.015616452860115709,0.01560211922986938,0.03960580327968807,0.0001829128,0.00018580269999999996,0.0001757573,19.0,0.04400193771546003,0.04289776321194117,0.016150707545768528,0.01651392216408642,0.3,0.5,0.01651066353735954,0.01694846220147114,0.4,0.4,0.7,0.7,0.7,0.7,0.02344042062422906,0.02371636982671505,0.0,0.0,0.0,0.0
10,10.0,0.01301360962841946,0.01313126863126129,-0.00123162978147603,0.013840212518858804,0.005949278158850051,0.0064388167245727004,0.004887119324572701,0.09394449463203511,0.015392212761250579,0.0009148292320385499,0.09394449463203511,0.015392212761250579,0.00161055508577548,0.09307377462970866,0.01567254371092297,0.00097385172686441,0.015501986010434394,0.01546778324511611,0.03917122700466794,0.0001812335,0.00018375839999999999,0.00018024449999999999,0.01589390705110206,0.01558477174512284,0.03844307079425439,0.00019290559999999998,0.00018932340000000003,0.00017557410000000002,20.0,0.04218559683162999,0.04108468043481927,0.01583297899646518,0.016107310328917258,0.4,0.5,0.01581427568043597,0.016164692583940828,0.5,0.4,0.8,0.8,0.8,0.8,0.023635072738271343,0.023861734354788333,0.0,0.0,0.0,0.0
11,11.0,0.013391160531738971,0.013474704090421568,-0.0008718248877037499,0.0138266485946507,0.006306217795458929,0.0064126402626098295,0.004736444662609829,0.09817965196462398,0.016289118974384335,0.00091246713315738,0.09817965196462398,0.016289118974384335,0.0016705412649120801,0.0988982997645345,0.01698193833851548,0.00098800941258709,0.0160592330143466,0.015881259585995504,0.04070760631142368,0.0001811982,0.0001903078,0.0001833208,0.0162776844615098,0.01612297968746608,0.04048118831327775,0.00019565419999999998,0.0001921196,0.0001840272,21.0,0.041195211214763966,0.03956029301688295,0.01557194484337179,0.015667607912091562,0.4,0.6,0.015712916914089152,0.015909573367272688,0.5,0.5,0.8,0.8,0.8,0.8,0.0234246672548505,0.024321238211701818,0.0,0.0,0.0,0.0
12,12.0,0.014539282935882409,0.01454856674819886,0.0005448283016473699,0.0137242796234304,0.0054860136712279696,0.0062424529965941795,0.00523882149659418,0.12915383721774823,0.023702329851061306,0.0012412509845940202,0.12915383721774823,0.023702329851061306,0.00202373394812746,0.1281693099088832,0.023435773057536902,0.00129442730710916,0.018042604463836386,0.01781842795475707,0.044593020537390976,0.0002254082,0.0002374383,0.00023134310000000004,0.0192317739967146,0.019120540317178907,0.04711453220110386,0.0002393241,0.0002384161,0.00023265310000000002,30.0,0.030138753651261653,0.02897817033207583,0.014683090808527349,0.014619019887120657,0.3,0.6,0.014801059273997937,0.014776732313687629,0.4,0.6,0.9,0.8,0.9,0.8,0.021132763318015092,0.021406048547781338,0.0,0.0,0.0,0.0
13,13.0,0.01474236708580707,0.01489280430013385,0.0005245069579038401,0.0137146174014274,0.005854818775134211,0.006497883627832,0.005508875627832,0.13212322960681766,0.02446180799564262,0.0012599780699029302,0.13212322960681766,0.02446180799564262,0.0020668522406833705,0.13171373188991137,0.02491906483626056,0.0013477585924159302,0.018393077695123487,0.01820137634420234,0.045161487735134856,0.00024145429999999994,0.00024370489999999998,0.00023486219999999998,0.018653059797053947,0.018388598311651683,0.04467327772627634,0.00024245170000000002,0.0002485389,0.00024237899999999998,31.0,0.0292875415416984,0.028192602562897268,0.014524168986125793,0.014380751256028088,0.4,0.6,0.014589728313939251,0.014498409734926467,0.4,0.7,0.9,0.9,0.9,0.9,0.021170067957736825,0.02155916821495918,0.0,0.0,0.0,0.0
14,14.0,0.01469535719355682,0.01489711884394502,0.0006190296009776608,0.013638322198275796,0.005619741970397899,0.00644992032059321,0.005114042620593211,0.14685301078494667,0.027996477692256334,0.0014087391024344199,0.14685301078494667,0.027996477692256334,0.0024253681558172395,0.1463675925393011,0.028161906691571002,0.00157128139979017,0.018699670945553002,0.01843704006472096,0.04867146945148038,0.0002780798,0.0002905985,0.0002858115,0.0186335898778731,0.01854712048618763,0.04650870702248364,0.0002971069,0.00029135660000000004,0.000281962,40.0,0.02408860967346651,0.022394600010074976,0.01450510522841916,0.014501249050308179,0.5,0.6,0.01451663624997033,0.014462419749871423,0.5,0.6,1.0,1.0,1.0,1.0,0.020405591228533485,0.021435003425489152,0.0,0.0,0.0,0.0
