,Unnamed: 0,obj_values,MRO_obj_values,epsilon,online_time,MRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,obj_val_act,MRO_obj_val_act,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_eval2,MRO_eval3,MRO_satisfy0,MRO_satisfy1,MRO_satisfy2,MRO_satisfy3,O_eval0,O_eval1,O_eval2,O_eval3,O_satisfy0,O_satisfy1,O_satisfy2,O_satisfy3,O_worst_satisfy0,O_worst_satisfy1,O_worst_satisfy2,O_worst_satisfy3,MRO_worst_satisfy0,MRO_worst_satisfy1,MRO_worst_satisfy2,MRO_worst_satisfy3,satisfy_p0,satisfy_p1,satisfy_p2,satisfy_p3,MRO_satisfy_p0,MRO_satisfy_p1,MRO_satisfy_p2,MRO_satisfy_p3
0,0.0,58.22390023607304,58.22390023607304,0.0851339922520784,0.5054803242383059,0.7822067870001774,0.0,0.0,0.0,0.0,0.0,58.22390023607306,58.22390023607306,0.0,58.22390023607308,58.223900236073064,0.001105720264604275,0.00154327647760505,,,0.0009432610240764,0.000945413572480825,0.0,1.7623247096352677,0.34053603644327146,69.60442388225627,68.89748928510392,69.21640904795089,70.11202092787032,0.0,0.0,0.0,0.0,69.60442388225627,68.89748928510392,69.21640904795089,70.11202092787032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0,58.234976068325,58.23497606832499,0.0835958802077937,0.842281797376927,0.8209820220654366,0.0,0.0,0.0,0.0,0.0,58.234976068325004,58.23497606832501,0.0,58.23497606832503,58.23497606832499,0.001378172222757675,0.001175905053969425,58.37805184744491,58.37805184744491,0.00116666767280545,0.00116139103192835,1.0,1.8326599529416978,1.15489471,69.85329991845248,69.14189853262567,69.46887886057634,70.36335233396116,0.0,0.0,0.0,0.0,69.85329991845248,69.14189853262567,69.46887886057634,70.36335233396115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,2.0,58.32978000863935,58.43900618805223,0.0724779663677695,1.3265678682655562,0.9559825093019754,1.0790191807642782,1.5652824206835179,0.5071530079559569,1.2606461017479271,2.3441357083510224,58.32978000863937,58.43900618805225,0.5938851022629054,65.22089668565788,58.50823065025597,0.004688170796725875,0.00424809305695815,75.22991822163326,75.22991822163326,0.004266518051736026,0.0041828300163615,20.0,0.5365141298740179,0.6356174475,61.606695199480754,60.981305533328566,61.36010383715536,61.49523699530984,0.0,0.0,0.0,0.0,63.990944206697236,62.61402229019642,63.33131515825068,63.87892687842918,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,3.0,58.30694136265774,58.44077840992071,0.0721942593381668,0.9037657740700523,1.0833976562425958,1.1696291287448912,1.7539082840281934,0.5454434961177662,1.308151524355347,2.446566149809339,58.30694136265775,58.44077840992072,0.6457909274786108,67.65256319330466,58.83950511764642,0.004346324538346375,0.004230995196849025,65.85186169610796,58.995681538110915,0.004135328024858575,0.004081997933098975,21.0,0.5163404775,0.8511183475,60.82475020869288,60.679524958923665,60.57149001193024,60.70965585161012,0.0,0.0,0.0,0.0,64.02455275300085,62.64345579596133,63.36184664313125,63.9127976293446,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,4.0,58.306162502044,58.411106510800515,0.0683405938993168,0.6873049265414011,0.8749425851274282,1.5518575127034189,2.6913390613344266,0.7272991048209546,1.646697747924136,3.271746546553322,58.30616250204401,58.411106510800536,0.7582234358931697,72.37535779832413,62.401126995092156,0.00765093148220325,0.007132524944609025,70.16854498060471,62.084321339535904,0.0076261942449491,0.00718392076669255,40.0,0.29146264499999996,0.4674439725,61.73981325308529,60.853621388221896,61.42002124793917,61.78553968423767,0.0,0.0,0.0,0.0,64.38321811854777,63.37253133994061,64.21729524905754,64.80255246065404,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,5.0,58.30762166255974,58.410240349771406,0.0681905536918613,0.7554567178885918,0.8952898534480481,1.556632947858124,2.7054162643534543,0.731748007860892,1.663014566222454,3.2703048322617154,58.307621662559754,58.41024034977142,0.7599659566172436,72.07195259651022,62.31522859423071,0.00756856423686255,0.007343129458604325,72.04534089088197,62.31117093798564,0.0072401624929625255,0.00725151074584565,41.0,0.288036935,0.46104036,61.74405899971643,60.85685198251072,61.424468932588425,61.79010000334772,0.0,0.0,0.0,0.0,64.39586314950367,63.38259358957035,64.23053018825982,64.81571608202235,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.75,1.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,6.0,58.289095630864,58.37997684338415,0.0658731853095205,0.6578441637102515,1.027962401683908,1.6333930100685587,2.966506561942567,0.8187162259322535,1.734039209270512,3.4029886817978947,58.28909563086401,58.37997684338417,0.8286261240849453,73.15959834045432,63.81077221919638,0.0103108228067867,0.01008860045112665,72.82785294622767,62.91142295233892,0.01010928905452595,0.0101343657588586,60.0,0.202451255,0.32069604749999997,63.003765878774,61.90290661081991,62.43467939636755,62.93827696181323,0.0,0.0,0.0,0.0,64.71194697361679,63.62137517732383,64.50112689210621,65.09324466804864,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,7.0,58.288525260579505,58.37701557190388,0.065772690342159,1.0275128752400635,0.7000327185960487,1.6333358524305386,2.9624084362934147,0.8195168961531838,1.7317128808188378,3.3895926721334666,58.28852526057952,58.3770155719039,0.8499070885723762,72.86395404671171,64.43559912856767,0.010941554763121525,0.010469109460245776,73.08614033061951,64.3052290467511,0.010379879706306324,0.0105159369704779,61.0,0.2005209525,0.317279305,63.009620127282346,61.94010170565885,62.440349410228386,62.94421607189447,0.0,0.0,0.0,0.0,64.36229064185855,63.2322919685693,64.26993179696876,64.82567111701363,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,8.0,58.28206721261276,58.37069163240382,0.0641295374434118,0.774377453053603,0.7121550327574369,1.7062211414698936,3.195462364099034,0.8298100183760779,1.780617851973941,3.5617068792949103,58.28206721261277,58.370691632403826,0.873027152610691,71.33715669082625,64.5979606805802,0.013600144244264801,0.013179591071093375,71.0085261171873,64.05511322537225,0.013217515253927475,0.013268222741316974,80.0,0.15724665,0.2450552625,62.58469307539016,61.70880112122627,62.415189406103934,62.80271931561624,0.0,0.0,0.0,0.0,64.5850442402629,63.41947804935042,64.45650733406823,65.02501743606004,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,9.0,58.28142409889169,58.370293944780954,0.064054575128075,0.9271787722245792,0.9362938879348803,1.7141884013683777,3.220114798716783,0.8348985604546448,1.784908647168164,3.5950553637593616,58.28142409889171,58.37029394478097,0.8706997418432441,71.18738050007967,64.52663842303416,0.01363368646707385,0.013423512515146225,71.17411073586231,64.51823421331413,0.013453641760861475,0.013461304275551774,81.0,0.1572843225,0.24367191000000002,62.59098792973134,61.71393147059171,62.42075614241647,62.808801478198475,0.0,0.0,0.0,0.0,64.59233542310196,63.425691224880325,64.46375118214777,65.03226889469522,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
