,Unnamed: 0,obj_values,MRO_obj_values,epsilon,online_time,MRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,obj_val_act,MRO_obj_val_act,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_eval2,MRO_eval3,MRO_satisfy0,MRO_satisfy1,MRO_satisfy2,MRO_satisfy3,O_eval0,O_eval1,O_eval2,O_eval3,O_satisfy0,O_satisfy1,O_satisfy2,O_satisfy3,O_worst_satisfy0,O_worst_satisfy1,O_worst_satisfy2,O_worst_satisfy3,MRO_worst_satisfy0,MRO_worst_satisfy1,MRO_worst_satisfy2,MRO_worst_satisfy3,satisfy_p0,satisfy_p1,satisfy_p2,satisfy_p3,MRO_satisfy_p0,MRO_satisfy_p1,MRO_satisfy_p2,MRO_satisfy_p3
0,0.0,58.37296988962123,58.37296988962123,0.0851339922520784,0.7858985463390127,0.8995368614559993,0.0,0.0,0.0,0.0,0.0,58.372969889621245,58.372969889621245,0.0,58.37296988962126,58.372969889621245,0.0011617100099101,0.001747237984091,,,0.0010029805125668,0.0009616310708223999,0.0,2.0979841211624537,0.34053603644327146,71.36588032313853,71.13086990898307,71.08036410700936,71.90198904802642,0.0,0.0,0.0,0.0,71.36588032313855,71.13086990898309,71.08036410700936,71.90198904802645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0,58.364048161226,58.364048161225995,0.0835958802077937,0.9335997768212109,0.9558588346117176,0.0,0.0,0.0,0.0,0.0,58.36404816122601,58.364048161226016,0.0,58.36404816122602,58.364048161225995,0.0014361594803631,0.0011848600697703,58.40949152144574,58.40949152144574,0.00120143999811255,0.0011723510106094,1.0,2.256852445002557,1.3542994,71.64686930064535,71.39641821664165,71.35548964958947,72.18244828164976,0.0,0.0,0.0,0.0,71.64686930064533,71.39641821664164,71.35548964958946,72.18244828164973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,2.0,58.37913478503181,58.458641550213876,0.0724779663677695,1.3893994374666363,1.2497357968240976,1.1162470652300978,1.663999299903049,0.535012758321127,1.3404919733903387,2.4311523870499583,58.37913478503182,58.4586415502139,0.6304734295309206,67.40111843006476,60.183817241524764,0.00470727053470905,0.0043178325286134505,79.39588239206736,79.39588239206736,0.00434729253174735,0.00423911702819165,20.0,0.5734947404998297,0.6754878049999999,62.36898881892249,61.78259055687501,61.883103256966265,62.218577437793925,0.0,0.0,0.0,0.0,67.79372022699201,66.60381440195874,67.52158135998387,68.23342616258631,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,3.0,58.36336013401214,58.464055043993525,0.0721942593381668,1.061438815726433,1.115561431448441,1.2214648854582955,1.8486883010072819,0.5910866123167036,1.3744108555206602,2.4654257498312684,58.363360134012154,58.46405504399354,0.6832736881345203,71.6117807639215,60.46544736432455,0.0044739415170624505,0.004232352948747501,67.01968079341158,60.420741149005124,0.00416277302429075,0.0040854779654182,21.0,0.54825208,0.913745575,61.80119549295583,61.17808741488826,61.318101709134396,61.65041539655485,0.0,0.0,0.0,0.0,67.83195172557552,66.63948100323822,67.55887606063658,68.27151147741846,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,4.0,58.33222193122252,58.439681129383544,0.0683405938993168,0.781622146430891,0.9185428625205532,1.5801518258705858,2.779602926599006,0.739320572558358,1.6673475253058236,3.324868624347249,58.33222193122253,58.439681129383565,0.8206730639332092,74.9627824627587,63.50124991427913,0.00801600748673075,0.00724170997273175,74.24800699415226,63.7239614638703,0.00927186245098705,0.0073124005575663995,40.0,0.308159115,0.50257204,62.32227505706456,61.08893399164499,61.79000909049534,62.29512058135029,0.0,0.0,0.0,0.0,66.73421618587986,65.77836781633684,66.56124184910922,67.23292559035036,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,5.0,58.33293996445533,58.438836113186156,0.0681905536918613,0.9916789333219641,1.1548451795242727,1.580581696226993,2.7772739969498894,0.7434663603154723,1.6808230404175868,3.3581845742766236,58.33293996445535,58.43883611318617,0.8217969340401099,74.74577865847824,63.39080084886247,0.0076626689988187995,0.00742284400621425,74.982998774676,63.383732861510346,0.0072513699997215995,0.0073004605364985,41.0,0.30531712499999997,0.49615739999999997,62.32874331115596,61.09414954910536,61.79604824247367,62.3014403477499,0.0,0.0,0.0,0.0,66.60004572305087,65.7926806462154,66.42310536683769,67.0848644508774,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,6.0,58.31734310201459,58.41689636102994,0.0658731853095205,0.9037913118954747,1.0748213300248608,1.6588114876012758,2.9955702947559857,0.8276003613291485,1.7350308651995774,3.4854260357939624,58.317343102014604,58.416896361029956,0.8696930624448309,75.74702408598722,65.48084107482862,0.01047368755098425,0.01015155296772715,74.617350150213,63.70968632849818,0.0101393935619853,0.010184628015849701,60.0,0.218866615,0.34909576,63.961459064265455,62.52989504414378,63.508456252602805,64.11303269318842,0.0,0.0,0.0,0.0,67.03684549455969,65.91756604595335,66.88658102242323,67.68039080056354,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,7.0,58.32041409403234,58.41474654825883,0.065772690342159,1.2061528389458545,0.9627829659730196,1.6605844194557287,2.998007236191121,0.8336138484722966,1.7358347745304603,3.469152730102792,58.320414094032344,58.41474654825885,0.8821799585431331,75.48339587636497,65.84434884618318,0.01119335403200235,0.0105791664682328,75.46341485444557,65.75220219031709,0.01060296595096585,0.0107663509552367,61.0,0.217238025,0.34601296000000004,63.98791310140757,62.557418264788055,63.531470077699865,64.13662493039075,0.0,0.0,0.0,0.0,66.83702342372021,65.66263043216271,66.81362011658354,67.57878353496145,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,8.0,58.31160689985821,58.401353227395695,0.0641295374434118,0.8573215088108554,0.8092866269871593,1.7213751469285006,3.222237252046898,0.8421061976186499,1.7857849782843016,3.632156887659789,58.31160689985822,58.40135322739571,0.8977299103199308,73.88757900308472,65.20362620710692,0.01367872848641125,0.0132299405522644,73.82803714426731,65.20138452755013,0.01326051552314305,0.01334571494953705,80.0,0.169552125,0.26925694499999997,63.377053086975955,62.05450189517089,63.16792968889787,63.66883744296786,0.0,0.0,0.0,0.0,66.92123846318123,65.747542987046,66.87732256905772,67.64561037765,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,9.0,58.3110303392883,58.40095455248222,0.064054575128075,1.0895657199434936,1.191978388465941,1.7253862623463005,3.233248137814832,0.8457925553118837,1.7932810634295737,3.667948927119869,58.31103033928832,58.40095455248222,0.9003039680508277,74.2528098389266,65.12424010783533,0.0137152784736827,0.013557849510107151,74.09159131414233,65.11598779233934,0.01357177901081735,0.01393051253398875,81.0,0.16947739,0.267802385,63.38189164092653,62.058469019565536,63.1726341329784,63.67387441561252,0.0,0.0,0.0,0.0,66.99735263560208,65.7990889485445,66.95433157416119,67.72524173990163,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
