,Unnamed: 0,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_eval3,DRO_eval4,DRO_satisfy1,DRO_satisfy2,DRO_satisfy3,DRO_satisfy4,SA_eval1,SA_eval2,SA_eval3,SA_eval4,SA_satisfy1,SA_satisfy2,SA_satisfy3,SA_satisfy4,SA_satisfy_p1,SA_satisfy_p2,SA_satisfy_p3,SA_satisfy_p4,DRO_satisfy_p1,DRO_satisfy_p2,DRO_satisfy_p3,DRO_satisfy_p4,SA_obj_values,SA_obj_values_act,DRO_obj_values_act,SA_time,SA_tau,t
0,0.0,-6.539983743828797e-18,52.98962071561276,0.0170267984504156,0.5997758057201281,73.44608451200001,69.92857464023267,72.06763801687369,72.46086261159331,0.0,0.0,0.0,0.0,79.44397565252368,76.69964114684942,76.03773561318123,78.34523607256614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.90548171292777,39.90548171292777,41.234769758127264,0.1259822694410104,0.0,0.0
1,1.0,-3.8558395816425946e-18,52.790070950525816,0.0167191760415587,1.2140429510036483,73.44608451199998,69.92857464023265,72.06763801687367,72.46086261159331,0.0,0.0,0.0,0.0,79.44397565252365,76.69964114684937,76.0377356131812,78.34523607256611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.90548171292777,39.90548171292777,41.23166644946861,0.13909039617283264,0.0,1.0
2,2.0,-1.0214290616980945e-33,52.26212927478839,0.0144955932735539,1.544728726759786,50.255922399183774,48.31996947821796,49.63949832891521,50.22207161458617,0.75,0.75,0.75,0.75,61.051199798540125,58.384046992198826,60.573755856981535,60.405714781961606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.58520779791017,41.585207797910186,42.48034515999601,0.3308293547597713,-3.707646254538755e-29,20.0
3,3.0,-3.125129638989445e-18,52.22375753866452,0.0144388518676333,1.8121838841761928,50.25592239918378,48.31996947821796,49.6394983289152,50.22207161458617,0.75,0.75,0.75,0.75,46.202391409308895,45.851584686647946,46.69832387042962,46.62648131409314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.585207797910186,41.585207797910186,42.48034515999601,0.40725250597461127,-2.3665827156630358e-30,21.0
4,4.0,-3.891700299782763e-18,51.771835560109565,0.0136681187798633,2.276266381260939,45.96649795591447,45.06709148894404,45.46078978953084,46.093180432111296,1.0,1.0,1.0,1.0,44.093060427520555,44.0436328595477,44.449676510055724,44.340746414097346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.18395527382938,42.1839552738294,42.47357610050199,0.46324010827811435,0.0,40.0
5,5.0,-1.692448625649476e-18,51.75146207329955,0.0136381107383722,2.471750324475579,45.96649795591447,45.06709148894403,45.46078978953084,46.093180432111296,1.0,1.0,1.0,1.0,44.09306042752055,44.0436328595477,44.44967651005572,44.340746414097346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.18395527382939,42.1839552738294,42.47357610050199,0.44076180100091733,0.0,41.0
6,6.0,3.3636931033995545e-18,51.49598383413716,0.0131746370619041,3.4330443595536053,45.88978769403557,45.02792836784913,45.30771137161514,45.960704745820124,1.0,1.0,1.0,1.0,43.680080904010154,43.5146402723259,43.82653079124603,43.900324470020365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.18395527382938,42.1839552738294,42.489171135668414,0.5927030920283869,-5.916456789157589e-29,60.0
7,7.0,2.9900989855892243e-18,51.48224319985741,0.0131545380684318,3.4002113112073857,45.889787694035576,45.02792836784913,45.30771137161514,45.96070474582013,1.0,1.0,1.0,1.0,43.68008090401017,43.5146402723259,43.82653079124603,43.900324470020365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.183955273829376,42.1839552738294,42.489171135668414,0.8528386660036631,-2.4158865222393487e-30,61.0
8,8.0,-3.2414245881540324e-18,51.31559217661079,0.0128259074886823,4.44619702475029,45.00114166721177,44.09208036411633,44.582994449158505,44.99299886608229,1.0,1.0,1.0,1.0,43.68008090401017,43.5146402723259,43.826530791246036,43.900324470020365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.185211349138356,42.18521134913837,42.50370995195419,0.8836574941815343,-4.714858770630137e-18,80.0
9,9.0,-7.945757967145319e-19,51.305291788983084,0.012810915025615,4.981704640202224,45.001141667211776,44.09208036411631,44.58299444915852,44.99299886608229,1.0,1.0,1.0,1.0,43.680080904010154,43.5146402723259,43.82653079124603,43.900324470020365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.185211349138356,42.18521134913837,42.50370995195419,0.8655666090489831,-8.61564692828896e-25,81.0
10,10.0,2.4735164263429302e-18,51.131580309530264,0.0125577278189277,5.7097731459653005,44.957219396877534,44.014210140957026,44.55921589453811,44.954361930733384,1.0,1.0,1.0,1.0,43.64492663960209,43.468833275592665,43.78379781687771,43.865106470928055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.185211349138356,42.18521134913837,42.501599320351005,0.6326304789981805,-8.553618795311431e-27,100.0
11,11.0,-5.3247026352219975e-18,51.12340404716457,0.012545830309826,6.197938168508699,44.95721939687756,44.01421014095705,44.55921589453813,44.9543619307334,1.0,1.0,1.0,1.0,43.64492663960209,43.468833275592665,43.7837978168777,43.865106470928055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.185211349138356,42.18521134913837,42.501599320351005,0.600680343748536,-4.0044551701281607e-28,101.0
12,12.0,-1.826963445907755e-20,50.988468726585076,0.0123406772544001,6.11458888699417,44.91179154449858,44.026587219072255,44.45345882605844,44.85360041432466,1.0,1.0,1.0,1.0,43.644926639602076,43.46883327559266,43.783797816877694,43.865106470928055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1961982494629,42.19619824946292,42.50486494584582,0.8202288612374105,-5.014118242720534e-26,120.0
13,13.0,-1.3672329889071543e-19,50.981709408029545,0.0123308479100195,6.915361685008975,44.911791544498584,44.02658721907226,44.453458826058444,44.85360041432466,1.0,1.0,1.0,1.0,43.644926639602105,43.46883327559268,43.78379781687773,43.86510647092807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1961982494629,42.19619824946292,42.50486494584582,0.859462947526481,-1.867233762658135e-27,121.0
14,14.0,-3.788040421333337e-18,50.89594022161847,0.0121588694494893,7.101365907496074,44.67517567632645,43.862333852834965,44.3224278616296,44.61980447268987,1.0,1.0,1.0,1.0,43.62566984373142,43.441969786040126,43.75798283477923,43.83794720330026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.19619824946291,42.19619824946292,42.51773003009464,1.138476967025781,-2.091901348465079e-26,140.0
15,15.0,3.3718964778957507e-18,50.8901839572217,0.0121505156763416,7.878300055541331,44.67517567632658,43.862333852835356,44.32242786162997,44.61980447269025,1.0,1.0,1.0,1.0,43.6256698437314,43.44196978604011,43.75798283477921,43.837947203300246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.19619824946291,42.19619824946292,42.51773003009464,1.1491093742661178,-4.5248272662572016e-26,141.0
16,16.0,-1.348361920305378e-19,50.79333990075369,0.0120027732369136,7.744856045523193,44.61883618129386,43.66194683200358,44.211482591770356,44.46629720121649,1.0,1.0,1.0,1.0,43.53638815848409,43.33464384660273,43.656072562496874,43.7476893062599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.211042990520696,42.211042990520696,42.514220178524006,1.1827764043118805,9.08963636977372e-24,160.0
17,17.0,-2.7456297555637947e-18,50.78833890730644,0.0119955229745283,7.4816152285493445,44.61883618129385,43.66194683200358,44.21148259177035,44.46629720121648,1.0,1.0,1.0,1.0,43.13186825237881,42.891952051157254,43.15860291403162,43.28501794777651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.23159996139296,42.231599961392966,42.514220178524006,0.9793961277464405,-1.1836131803248187e-17,161.0
18,18.0,-5.334227433823303e-19,50.711618417131234,0.0118662316646677,9.797708338737722,44.288246927592176,43.528126139065975,43.903475507597534,44.13572221559821,1.0,1.0,1.0,1.0,43.11933450391523,42.87158973650419,43.144320933540264,43.26787226579497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.23861576858965,42.23861576858965,42.51568864050908,1.1486332536733244,-1.2870254861286404e-22,180.0
19,19.0,-1.857617341332569e-16,50.7071990959229,0.0118598364827185,9.087682442303048,44.288246927592915,43.52812613906673,43.90347550759826,44.135722215598946,1.0,1.0,1.0,1.0,43.11933450391524,42.871589736504205,43.14432093354027,43.26787226579498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.238615768589646,42.23861576858965,42.5156886405091,1.1893508776847739,-2.6748082637641083e-18,181.0
20,20.0,3.3398542546510336e-18,50.678616092854476,0.0117450429577598,10.186225667275721,44.18222979383908,43.53443288416803,43.84334999074864,44.032229569870296,1.0,1.0,1.0,1.0,42.83755120225541,42.600110799808334,42.81279546578947,42.94572437169008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.25206681615345,42.25206681615346,42.55372524906049,1.5079149443190545,-6.1136720154628415e-30,200.0
21,21.0,2.3008909564345803e-18,50.67466332870302,0.0117393289874864,10.845492424210533,44.18222979383908,43.53443288416803,43.84334999074864,44.032229569870296,1.0,1.0,1.0,1.0,42.837551202255405,42.600110799808306,42.81279546578946,42.94572437169008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.25206681615346,42.25206681615346,42.55372524906049,1.6928396770672407,1.4380934302179045e-27,201.0
22,22.0,-2.1064150853246582e-17,50.6163698483715,0.0116362151830537,14.196281406708295,43.76107473149968,43.33955061395035,43.49693259586573,43.613156281436765,1.0,1.0,1.0,1.0,42.83755120225542,42.60011079980836,42.81279546578948,42.945724371690105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.25226512670764,42.25226512670764,42.55472048327335,1.760850049031433,-6.333101564859119e-25,220.0
23,23.0,-3.1543770915133774e-18,50.61279562427906,0.0116310561344802,13.73169710347429,43.77082876209198,43.34008581161944,43.500886632926026,43.621631850598995,1.0,1.0,1.0,1.0,42.837551202255405,42.600110799808306,42.81279546578946,42.94572437169008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.25320028237006,42.25320028237006,42.55472048327336,1.6719305677397642,-3.777242719040974e-24,221.0
24,24.0,-6.630597330657756e-18,50.54801009068721,0.011537544450272,13.41723111475585,43.747202622038444,43.4574992084752,43.49565508270126,43.6568420174631,1.0,1.0,1.0,1.0,42.75337893455456,42.59087710330012,42.71663910232424,42.827130232532866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.267854512572036,42.26785451257205,42.55472048327336,1.940707914240193,-3.8967961669490294e-23,240.0
25,25.0,2.7569828616014345e-18,50.54475482677068,0.0115328457900236,16.4663019682921,43.747202622038444,43.457499208475184,43.49565508270126,43.6568420174631,1.0,1.0,1.0,1.0,42.753378934554576,42.59087710330011,42.71663910232426,42.82713023253288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.26785451257203,42.26785451257205,42.55472048327335,1.8689240902895108,-2.830039356794366e-25,241.0
