,Unnamed: 0,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_eval3,DRO_eval4,DRO_satisfy1,DRO_satisfy2,DRO_satisfy3,DRO_satisfy4,SA_eval1,SA_eval2,SA_eval3,SA_eval4,SA_satisfy1,SA_satisfy2,SA_satisfy3,SA_satisfy4,SA_satisfy_p1,SA_satisfy_p2,SA_satisfy_p3,SA_satisfy_p4,DRO_satisfy_p1,DRO_satisfy_p2,DRO_satisfy_p3,DRO_satisfy_p4,SA_obj_values,SA_obj_values_act,DRO_obj_values_act,SA_time,SA_tau,t
0,0.0,-3.5710104389946275e-18,53.03671633896584,0.0170267984504156,1.0681026834936347,146.17690837042215,141.3641576293379,140.69941542685683,144.95171758384936,0.0,0.0,0.0,0.0,146.10380343924774,142.23438675695644,141.25997905978937,145.5257168507291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.00510911016974,40.00510911016974,41.25825717955942,0.24378063922631554,0.0,0.0
1,1.0,-1.5559263052791454e-18,52.83567522411625,0.0167191760415587,1.3588316962704994,143.62214319374237,138.88509071037313,138.1522900210671,142.502711769486,0.0,0.0,0.0,0.0,146.10380343924774,142.23438675695638,141.25997905978934,145.5257168507291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.00510911016974,40.00510911016974,41.25515387090078,0.23311183947953393,0.0,1.0
2,2.0,1.431640911394083e-18,52.26753033705583,0.0144955932735539,1.765531426470261,51.936453392085255,50.123294739668005,51.38251485145817,51.92695256872845,0.75,0.75,0.75,0.75,62.593775448525925,60.22759653694457,61.93600406955497,61.98711930828748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.78915804141306,41.789158041413074,42.50414324771592,0.39293492076103576,-3.618899402701391e-29,20.0
3,3.0,-2.3369865777798953e-18,52.229312631885726,0.0144388518676333,1.9438095139339566,51.93645339208526,50.12329473966802,51.38251485145817,51.92695256872846,0.75,0.75,0.75,0.75,55.86910262766815,53.83167611013018,55.362370014652555,55.42361021563381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.87885386377688,41.87885386377689,42.50414324771592,0.4426366449915804,-1.577721810442024e-30,21.0
4,4.0,-1.371360819010115e-18,51.810018343916795,0.0136681187798633,2.8284139584866352,46.81109487269601,45.60548209226796,46.302469841741555,46.98993990809995,1.0,1.0,1.0,1.0,44.54227356931557,44.290672044565966,44.81831027648581,44.881126477619745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.20344595296625,42.20344595296626,42.49010361672947,0.7044912842393387,9.111343455302685e-29,40.0
5,5.0,-1.692448625649476e-18,51.789556684757194,0.0136381107383722,2.9458540524938144,46.81109487269602,45.60548209226796,46.30246984174156,46.989939908099956,1.0,1.0,1.0,1.0,44.54227356931557,44.290672044565966,44.81831027648582,44.881126477619745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.203445952966256,42.20344595296626,42.49010361672947,0.766828737774631,1.4830585018155022e-28,41.0
6,6.0,6.425749320002219e-17,51.53869758558477,0.0131746370619041,4.061807637277525,46.21739919792512,45.24132247668697,45.86039793631741,46.41265474508252,1.0,1.0,1.0,1.0,44.38015143426514,44.08126295706919,44.58805121281626,44.70559601557098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.20399955656285,42.203999556562856,42.506806120764,0.7178042185259983,8.693302395798917e-25,60.0
7,7.0,3.4320733684445067e-18,51.52491869158248,0.0131545380684318,3.649697639484657,46.21739919792517,45.24132247668701,45.860397936317455,46.41265474508257,1.0,1.0,1.0,1.0,44.38015143426515,44.0812629570692,44.58805121281627,44.70559601557099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.20399955656284,42.203999556562856,42.506806120764,1.0038123179692775,5.034162088986553e-27,61.0
8,8.0,7.604549072452944e-18,51.350701828894074,0.0128259074886823,5.743624230264686,45.31761824966897,44.34765192126352,44.99551677301195,45.293675572552345,1.0,1.0,1.0,1.0,44.33608374876384,44.046075623225526,44.53774988482057,44.6500520121438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.20525563187181,42.20525563187183,42.515638278586955,0.9982129454729147,-4.714857828805839e-18,80.0
9,9.0,3.2252067362283527e-19,51.340374344145474,0.012810915025615,5.394581206724979,45.317618249668975,44.34765192126352,44.99551677301195,45.29367557255235,1.0,1.0,1.0,1.0,44.336083748763826,44.046075623225505,44.53774988482056,44.65005201214379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.20525563187181,42.20525563187183,42.51563827858696,0.9489176457864232,-8.615632137146986e-25,81.0
