,Unnamed: 0,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_eval3,DRO_eval4,DRO_satisfy1,DRO_satisfy2,DRO_satisfy3,DRO_satisfy4,SA_eval1,SA_eval2,SA_eval3,SA_eval4,SA_satisfy1,SA_satisfy2,SA_satisfy3,SA_satisfy4,SA_satisfy_p1,SA_satisfy_p2,SA_satisfy_p3,SA_satisfy_p4,DRO_satisfy_p1,DRO_satisfy_p2,DRO_satisfy_p3,DRO_satisfy_p4,SA_obj_values,SA_obj_values_act,DRO_obj_values_act,SA_time,SA_tau,t
0,0.0,0.0,53.67145105367257,0.0170267984504156,1.3687871327565517,156.1642109290266,151.56923118581403,150.0235448682095,154.7044108415193,0.0,0.0,0.0,0.0,150.96298205046466,146.33549964134036,145.77597140479455,149.7198568357061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.15639142739363,41.15639142739363,42.50973836490517,0.2578855147585273,0.0,0.0
1,1.0,8.396496750314063e-19,53.469437947435026,0.0167191760415587,1.4417053427896462,153.60944575234686,149.0901642668493,147.4764194624198,152.25540502715597,0.0,0.0,0.0,0.0,150.96298205046466,146.33549964134036,145.77597140479457,149.71985683570614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.15639142739363,41.15639142739363,42.50973836490517,0.24705399331287475,0.0,1.0
2,2.0,2.5769681883161343e-18,52.2784233832985,0.0144955932735539,1.917259849695256,52.90603800105477,50.99297416038544,52.14185343368583,52.86878125352618,1.0,1.0,1.0,1.0,67.906928517506,64.43347542957711,66.33465681914369,66.69650101784646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.933430812809334,41.933430812809355,42.52250265973725,0.42078969554859214,8.874685183736383e-31,20.0
3,3.0,-1.1102725689765012e-18,52.24035950041285,0.0144388518676333,2.1216288686555345,52.906038001054775,50.99297416038545,52.14185343368584,52.86878125352619,1.0,1.0,1.0,1.0,66.0444878943199,62.44603709757036,64.92798882158542,64.90788498566143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.15806706758394,42.15806706758396,42.52250265973725,0.5056156479695346,7.888609052210118e-31,21.0
4,4.0,1.480862570821233e-18,51.8362637337593,0.0136681187798633,3.394707049243152,47.62479235784958,46.197047186957676,47.1227350538862,47.8786682746688,1.0,1.0,1.0,1.0,44.78447055923296,44.529043756043436,45.04750868148062,45.15975731843208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.230024917745425,42.23002491774545,42.504287801551826,0.8715915539942216,9.111343455302685e-29,40.0
5,5.0,0.0,51.815734965794505,0.0136381107383722,3.2767827184870844,47.6247923578496,46.19704718695769,47.1227350538862,47.8786682746688,1.0,1.0,1.0,1.0,44.78447055923296,44.529043756043436,45.04750868148063,45.15975731843209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.23002491774544,42.23002491774545,42.504287801551826,0.8287507743225433,1.4830585018155022e-28,41.0
6,6.0,6.557755348155302e-17,51.57379480894022,0.0131746370619041,4.2147767612477764,46.46896737667888,45.5079521452675,46.092826744937454,46.78460775213608,1.0,1.0,1.0,1.0,44.784470559233,44.43474780210552,45.047508681480664,45.15975731843213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.23057852134203,42.23057852134204,42.523353461496896,0.7657794960541651,8.693878264259729e-25,60.0
7,7.0,4.745512961509216e-18,51.55998761556483,0.0131545380684318,3.7804582997341645,46.468967376679025,45.507952145267645,46.09282674493758,46.78460775213622,1.0,1.0,1.0,1.0,44.784470559233014,44.434747802105534,45.04750868148068,45.15975731843214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.230578521342025,42.23057852134204,42.5233534614969,1.1272033609566279,5.036670420146123e-27,61.0
8,8.0,1.0736854355783474e-17,51.384321416697404,0.0128259074886823,6.974772273009876,45.59042269760905,44.5469885061396,45.335725822802345,45.45832822044163,1.0,1.0,1.0,1.0,44.74040287373169,44.39956046826184,44.99720735348497,45.104213315004934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.23057852134202,42.23057852134204,42.52993713003344,1.0928214882442262,9.418245137432177e-25,80.0
9,9.0,4.0825655632460848e-19,51.373971347549,0.012810915025615,5.583725078962743,45.59042269760905,44.546988506139606,45.335725822802345,45.45832822044163,1.0,1.0,1.0,1.0,44.74040287373167,44.399560468261804,44.99720735348494,45.10421331500491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.230578521342025,42.23057852134204,42.529937130033446,0.9957138302561362,-2.9582283945787943e-31,81.0
