,Unnamed: 0,obj_values,MRO_obj_values,epsilon,online_time,MRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_satisfy0,MRO_satisfy1,O_eval0,O_eval1,O_satisfy0,O_satisfy1,O_worst_satisfy0,O_worst_satisfy1,MRO_worst_satisfy0,MRO_worst_satisfy1
0,0.0,0.010902698093193875,0.0109026980932394,0.0144084415459439,0.0420899588337402,0.00068002125,0.0,2.3668800450434203e-35,1.1784106084799359e-20,0.0,2.3668800450434203e-35,1.178410608858128e-20,0.010902698025564001,0.01090269802556415,4.618e-05,4.8905e-05,3.959531736920795e-10,3.959531736920795e-10,4.66375e-05,4.731e-05,0.0,0.09133164407501332,0.05763376680374345,0.017973928085938024,0.016964078696529328,0.0,0.0,0.017973928068364373,0.016964078696819027,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.011545328610735124,0.0115453286107873,0.014342916754322,0.0017903063316344501,0.0007205087500000001,3.425880616509895e-10,2.082495706753033e-35,2.4950624909396545e-20,5.487870899855993e-11,1.972400037536184e-35,1.0681884593795075e-20,0.0115453293841563,0.011545329384161149,4.8465e-05,5.05825e-05,0.014738498246177026,0.014738498248267725,5.1267500000000003e-05,5.12475e-05,1.0,0.09378515959499686,0.07784712621081948,0.0175004760859035,0.016547401117798226,0.0,0.0,0.017500476085954675,0.01654740111826695,0.0,0.0,0.0,0.0,0.0,0.0
2,2.0,0.015754515765480825,0.0157545157654801,0.0141982623396023,0.00184613315570065,0.0007793687499999999,1.6149756103131312e-10,1.928960791585811e-35,2.818535540891461e-20,5.174014303419325e-11,1.3149333583574558e-35,9.4911962884019e-21,0.015754515170313302,0.015754515170311602,5.46275e-05,5.65775e-05,0.017061439775863198,0.017061439775764277,5.52875e-05,5.628825e-05,4.0,0.07147566169334338,0.06503051965796737,0.015669818601823624,0.0153473037578597,0.0,0.0,0.01566981860178005,0.015347303758005824,0.0,0.0,0.0,0.0,0.0,0.0
3,3.0,0.015329700736466775,0.015329700736467,0.0141609131442888,0.0021843883992614,0.0008243995,2.634178031930877e-10,2.1524096586316184e-35,3.838081115732977e-20,2.0555283699059367e-10,1.1834400225217101e-35,8.64604879292728e-21,0.015329700032994524,0.0153297000329946,5.82225e-05,6.0337499999999996e-05,0.015341693040521551,0.015341693040547699,6.163e-05,6.15525e-05,5.0,0.07054251307649859,0.06451646234257755,0.01589938943730615,0.015293945536521225,0.0,0.0,0.015899389437267274,0.01529394553648755,0.0,0.0,0.0,0.0,0.0,0.0
4,4.0,0.0178821771725219,0.0178821771725209,0.0140422938918394,0.00230470194979855,0.0009902012499999999,3.025471844260649e-10,2.2336771830193295e-35,2.3653112605685146e-20,2.66092164175851e-10,8.453143018012216e-36,5.662926139450823e-21,0.0178821769504845,0.017882176950484576,7.026e-05,7.24975e-05,0.0184242426431829,0.018424242643154676,7.028325000000001e-05,7.064e-05,9.0,0.05557656707298403,0.0535967195651422,0.014759736642504,0.0156209856650794,0.0,1.0,0.014759736642626173,0.01562098566534365,0.0,1.0,0.0,1.0,0.0,1.0
5,5.0,0.017665870264521526,0.017665870264521526,0.0140180943133725,0.00273735178106685,0.00111081025,3.812287923618385e-10,2.485495561092377e-35,2.4932631832587126e-20,2.483526865641276e-10,7.889600150144734e-36,5.122658436432523e-21,0.017665869854846226,0.017665869854846174,7.062325e-05,7.2485e-05,0.01768628807789535,0.0176862880777829,7.497999999999999e-05,7.37525e-05,10.0,0.05362366405305863,0.0534704407827301,0.014783883153906125,0.015495951679771426,0.0,1.0,0.014783883153937574,0.015495951679769849,0.0,1.0,0.0,1.0,0.0,1.0
6,6.0,0.018862055590557925,0.018862055590537698,0.0139954948730521,0.0013340984586486249,0.0017035049018554,0.00682411103346455,0.0003740606284909,8.030535648449245e-05,0.006824111079616975,0.0003740606284909,8.030535648539497e-05,0.019384289079252076,0.0193842890792476,7.313e-05,7.54525e-05,0.019502052201178448,0.019502052201163397,7.526000000000001e-05,7.5905e-05,11.0,0.05187096465174613,0.05183324588465968,0.014842280233901675,0.015159638477236625,0.25,1.0,0.014842280233898875,0.015159638477292224,0.25,1.0,1.0,1.0,1.0,1.0
7,7.0,0.018715513289447625,0.0187155132894489,0.0139354956166915,0.001175549436828525,0.00159387736798095,0.025860358957141574,0.001837924357904,0.000427487840976125,0.025860358998980176,0.001837924357904,0.0004274878410005,0.019252222866576574,0.019252222866582326,7.913000000000001e-05,8.130275e-05,0.01942655068293175,0.01942655068296245,8.2e-05,8.2155e-05,14.0,0.04428817230635195,0.0441127753048235,0.015381846692619326,0.014165400611888125,1.0,0.25,0.015381846690335325,0.014277810464870776,1.0,0.25,1.0,1.0,1.0,1.0
8,8.0,0.01870394679231405,0.018703946792277548,0.0139176371324172,0.00117667189172355,0.001668259557556125,0.030401977089924023,0.002136254528677225,0.0005471621623257,0.030401977046182624,0.002136254528677225,0.0005466614293889,0.019269239184192627,0.019269239184117676,8.20775e-05,8.70275e-05,0.019225391637542277,0.0192253916370672,8.246249999999999e-05,8.375525e-05,15.0,0.0434899432678313,0.043372430866638396,0.015441406070997725,0.013827962509697301,1.0,0.25,0.015441406071049374,0.0138639269914637,1.0,0.25,1.0,1.0,1.0,1.0
9,9.0,0.01818687794048835,0.018174539747445824,0.0138543443557444,0.00112937431634515,0.00160330817291255,0.04436445583388345,0.003394560575284425,0.0007495293778506001,0.04300917812716343,0.003456142526761225,0.0008014441402252001,0.019038426272153075,0.0190022968409175,9.3025e-05,9.57425e-05,0.019038786788524276,0.019008956106626097,9.702325e-05,9.988075000000001e-05,19.0,0.037130268604104746,0.036793275527492876,0.014840649410534801,0.01351554004961235,0.25,1.0,0.014657037511143275,0.01348539525337645,1.0,1.0,1.0,1.0,1.0,1.0
