,tau,obj_values,MRO_tau,MRO_obj_values,epsilon,weights,MRO_weights,online_time,MRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_satisfy0,MRO_satisfy1,O_eval0,O_eval1,O_satisfy0,O_satisfy1,O_worst_satisfy0,O_worst_satisfy1,MRO_worst_satisfy0,MRO_worst_satisfy1
0,-0.023214488513030755,-0.008519809354778049,-0.023214488481205685,-0.008519809348215173,0.007684502157836749,[0.33333333 0.16666667 0.16666667 0.16666667 0.16666667],[0.2 0.2 0.2 0.2 0.2],1.2135581828188151,0.6021541352383792,7.450580596923829e-10,1.038940478165124e-34,2.3538981815280466e-19,7.450580596923829e-10,1.038940478165124e-34,2.353898180933128e-19,-0.008519807814922498,-0.008519807794645432,0.00020769191905856133,0.00010664085857570171,0.0,0.0,0.00013206107541918755,0.00011586095206439495,0,0.040642992223359084,0.030738010121463117,0.07800354860917902,0.09046432163990495,0.0,0.0,0.07800354876145811,0.09046432177403861,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.016048341329882976,-0.0023145028812758383,-0.016048341268659252,-0.002314502894278016,0.007649555602305076,[0.42857143 0.14285714 0.14285714 0.14285714 0.14285714],[0.16666667 0.16666667 0.16666667 0.16666667 0.33333333],6.607376727741212,7.782614930300042,0.02476245649650336,0.0018395375707289923,0.0017229125227530848,0.024762456496503365,0.0018395375707289923,0.0017229125193295436,0.006300061648667225,0.006300061665172824,0.00011727097444236279,8.48409254103899e-05,0.013426635568312187,0.013426635547663619,8.048117160797119e-05,7.755099795758724e-05,1,0.046367652958103286,0.06243888568575641,0.05455840669972895,0.06653525463869459,0.0,0.0,0.054558406818945644,0.06653525493924958,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.005528693613303979,0.007977200659047029,0.002490499641295654,0.017136543803119266,0.007572406581121273,[0.6 0.1 0.1 0.1 0.1],[0.22222222 0.22222222 0.11111111 0.33333333 0.11111111],47.83963398379274,3.011247353395447,0.05939569490938747,0.0046055566267614485,0.0016951683851771752,0.07371502462693665,0.01029534953754805,0.0035180722741975983,0.025567579733323544,0.01969279611989887,0.00039131310768425465,0.00013316096737980843,0.050997704949963064,0.05099770517490458,0.00010405085049569607,8.936086669564247e-05,4,0.03943723486287788,0.06716464513138061,0.012220609753214273,0.013038507609249099,1.0,1.0,0.026114273863791726,0.03126979927560919,0.0,0.0,0.0,0.0,1.0,1.0
3,-0.004936663570449704,0.008761785401637707,0.0024317619724678148,0.01710898872388948,0.007552487010287387,[0.54545455 0.09090909 0.09090909 0.09090909 0.18181818],[0.3 0.2 0.1 0.1 0.3],125.45826244610362,2.5115103211719543,0.064744070174543,0.005360576990478193,0.001996254536759754,0.0754191346168698,0.010221507576546007,0.0034941988671597195,0.02623280443690535,0.022781076174125753,0.00013843202032148838,9.546102955937386e-05,0.0274244917669228,0.023221678986659385,9.377091191709042e-05,8.874107152223587e-05,5,0.03690547016586542,0.07720123445705503,0.012048365064635415,0.013090296345779179,1.0,1.0,0.023560278772997184,0.030680159983990665,0.0,0.0,1.0,0.0,1.0,1.0
4,-0.007215553426600189,0.0062487219919308236,-0.0017054517713240274,0.015979011499718684,0.007489223408981049,[0.66666667 0.06666667 0.06666667 0.06666667 0.13333333],[0.07142857 0.14285714 0.35714286 0.14285714 0.28571429],69.88653244264424,32.05645325197838,0.07822010531338183,0.00816519549808609,0.0016387896434017768,0.08155360168172435,0.010185317636591501,0.003551409775759139,0.024004937222432226,0.019067526814994414,0.00013939104974269867,0.00014028092846274376,0.021126345990421035,0.021021579354653423,0.00014829100109636784,0.00010822084732353687,9,0.025212302819793347,0.06158350599598507,0.01587827953987244,0.017963108923718336,1.0,0.0,0.027721774999859835,0.034957616453568666,0.0,0.0,0.0,0.0,1.0,1.0
5,-0.007585597961975573,0.0058866636901006904,-0.006029606948731141,0.015052837216576836,0.0074763169671320075,[0.6875 0.0625 0.0625 0.0625 0.125 ],[0.06666667 0.4        0.06666667 0.13333333 0.33333333],136.55444137542509,18.49914727685973,0.07654773776093339,0.006952928039084387,0.0026330154608036516,0.08344845377212996,0.010487972582210719,0.0034932697006819016,0.02335301396363896,0.024624495290097803,0.00034426385536789894,0.00011041201651096344,0.02279798729640032,0.018586800825688546,9.939097799360752e-05,9.404006414115429e-05,10,0.024415326645084726,0.06495673065189937,0.024249529158248254,0.02900674809257332,0.0,0.0,0.028843045596558793,0.036529984675739584,0.0,0.0,0.0,0.0,1.0,0.0
6,-0.007740078887098331,0.005760833900499857,-0.006225280929401094,0.01367852782119269,0.0074322643289021625,[0.55 0.05 0.1  0.15 0.15],[0.42105263 0.21052632 0.05263158 0.10526316 0.21052632],170.89779381430708,73.3448902303353,0.0919217985867321,0.00946573291678902,0.002413732480662149,0.09709576128184563,0.011314421293848962,0.003057480745465005,0.019956940936040626,0.02291342403827449,0.00013312115333974361,0.00010212091729044914,0.020517379135161683,0.02305346733330364,9.696092456579208e-05,9.522098116576672e-05,14,0.02011877814289879,0.05487870115186928,0.024444466995525462,0.029338360130246537,0.0,0.0,0.028731518101462038,0.03753658559166846,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.007740955374839377,0.00574353660043351,-0.011277980838927032,0.011396643048230962,0.007422739803955883,[0.57142857 0.04761905 0.0952381  0.14285714 0.14285714],[0.05 0.45 0.3  0.1  0.1 ],230.12260946910828,35.10450188443065,0.09597704425531964,0.010501907763182721,0.00355720293742975,0.09701437817034418,0.01118547965550908,0.0029093721549325814,0.019231031759972095,0.02867289576619922,0.0001481620129197836,0.0001016911119222641,0.01922983430870653,0.022305846743949427,0.00010035093873739243,9.522098116576672e-05,15,0.019886157582979437,0.06100719902298863,0.038147410045151875,0.04588589119275792,0.0,0.0,0.028733423424983952,0.037539079539035354,0.0,0.0,0.0,0.0,0.0,0.0
8,-0.00705713378558267,0.006136240165939278,-0.006670733423421923,0.012558166416596449,0.007388983656397052,[0.64 0.04 0.08 0.12 0.12],[0.08333333 0.29166667 0.08333333 0.16666667 0.375     ],1500.3752244461793,3.76473005884327,0.10014677807578473,0.010653870980130415,0.0021332845813264033,0.10199080394847383,0.012215035042065872,0.0032968397042441623,0.020797491886152573,0.020333678954973556,0.00013155094347894192,9.939097799360752e-05,0.021943371293048478,0.030021546583965858,9.364099241793156e-05,9.201094508171082e-05,19,0.017014760247719748,0.05565125351749099,0.024592230036486896,0.028867105067249318,0.0,0.0,0.02588366114035539,0.03347669327348492,0.0,0.0,0.0,0.0,0.0,0.0
9,-0.005655539778696129,0.007556639730403198,-0.00727816589147356,0.01551256506649884,0.007381446676724707,[0.65384615 0.03846154 0.07692308 0.11538462 0.11538462],[0.12 0.56 0.12 0.04 0.16],1500.609235085547,548.3625369681977,0.09952154181636375,0.010686686579460395,0.002215208361937705,0.10408705827735244,0.01260816132601294,0.003205946411724273,0.022192639265407238,0.02448268302654059,0.00014451099559664726,0.00010992097668349743,0.025143559699079582,0.023932684278340617,0.0001067211851477623,0.0001040708739310503,20,0.017093139584999004,0.05839410215711361,0.024010230647400065,0.031503786289015706,0.0,0.0,0.023334943480407988,0.029673213136339572,0.0,0.0,0.0,0.0,1.0,0.0
