,Unnamed: 0,obj_values,MRO_obj_values,epsilon,online_time,MRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,MRO_eval0,MRO_eval1,MRO_eval2,MRO_eval3,MRO_satisfy0,MRO_satisfy1,MRO_satisfy2,MRO_satisfy3,O_eval0,O_eval1,O_eval2,O_eval3,O_satisfy0,O_satisfy1,O_satisfy2,O_satisfy3,O_worst_satisfy0,O_worst_satisfy1,O_worst_satisfy2,O_worst_satisfy3,MRO_worst_satisfy0,MRO_worst_satisfy1,MRO_worst_satisfy2,MRO_worst_satisfy3
0,0.0,0.018102845846921158,0.01843580334709566,0.005621278256416598,1.9932103954686318,2.00395312508801,0.07909935845971283,0.00691176978094741,0.01990217582426929,0.07935813690211405,0.006970782633082944,0.020227867044756175,0.025688854994769427,0.02497414478263871,0.00021886489819729997,0.0003332074778154041,0.0,0.0,0.0006134647433645558,0.0002561913384124099,0.0,0.010821789477133333,0.011414868869012303,0.01118096578936776,0.011114748594633043,0.78,0.7,0.76,0.78,0.011201821899438183,0.011810559896709462,0.011562060618315394,0.0115259787097387,0.74,0.66,0.68,0.68,0.98,0.96,0.96,0.96,0.98,0.98,0.98,0.98
1,1.0,0.01809185155011023,0.018414264441465,0.0056194232945721,2.106227172218496,2.0812247868208216,0.07915820626266125,0.006919613180363825,0.019805409343528445,0.0793548087659316,0.006961478835235066,0.019370202961821105,0.025640961655917956,0.025042758319552022,0.00023073876625853592,0.00020640766248101604,0.025809586126374125,0.02502437177000064,0.000375140322139432,0.00018876839778380792,1.0,0.018296439751716475,0.019361717605014296,0.018940889109820676,0.018816173317553017,0.54,0.42,0.46,0.48,0.01906510446557996,0.020288169640755506,0.01975491944855537,0.01970949281295844,0.42,0.34,0.34,0.36,0.94,0.92,0.94,0.94,0.98,0.96,0.96,0.96
2,2.0,0.019747715561408866,0.020189310072157945,0.005519288080199101,2.813137165326625,3.064424385796301,0.08553428486341243,0.008377250230727003,0.029712654950577875,0.0866669548092672,0.008593527705591327,0.03068995895543796,0.027196348333759057,0.027015182772578698,0.0012537037720903239,0.000318519134307232,0.029686862919281787,0.02919957392793198,0.0007663327967747622,0.004379504901589783,100.0,0.017887951473628514,0.01893084075735114,0.018465328211821726,0.018421233300492786,0.8,0.74,0.74,0.74,0.018311151852608773,0.01943960987479127,0.018911664936272443,0.018900432439583198,0.68,0.62,0.64,0.64,1.0,0.98,0.98,1.0,0.98,0.96,0.98,0.98
3,3.0,0.019730281784039773,0.020177634016150896,0.005518676894951396,2.881790116673801,2.934180627190508,0.08552159158218121,0.008368087026310245,0.030086676568427884,0.08668204810519306,0.008588012549144354,0.030964280870025025,0.027235566793356782,0.027009935824249296,0.00029148892266670797,0.00046793049899855604,0.027211267495081827,0.02701755387661488,0.000653594401664982,0.00155723554315041,101.0,0.01729200765795101,0.018225561310494506,0.017783458188431106,0.01776071117114836,0.82,0.72,0.78,0.76,0.01730336757106469,0.018164322318260193,0.017775746997746863,0.017737144469342138,0.8,0.74,0.76,0.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,4.0,0.020157607437761113,0.020766882203007552,0.005472497647822203,3.4357392613601405,3.0477416967879982,0.08678825796831158,0.00868366319157515,0.03437235240364799,0.08848064376032232,0.009011576542566718,0.03774929477279199,0.027862526139342453,0.02739499144851723,0.0010267019819002196,0.0003477085975463979,0.028016193902015044,0.027983473138464564,0.00035521980258631196,0.0005749088956508281,200.0,0.016927714335024678,0.017735694390226306,0.017339127187264786,0.017284123581187517,0.92,0.86,0.88,0.88,0.017580080483406944,0.01845352705412789,0.018006618031396818,0.017970604550045413,0.82,0.8,0.82,0.82,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0
5,5.0,0.020161028471770464,0.020791942943347158,0.005472133554484396,3.528110121610807,2.9767701275553553,0.08676453934772603,0.008675572056897021,0.03445424853682621,0.08846954372835725,0.009006896437579457,0.03756454072668878,0.027907308804971286,0.027446142708370404,0.00034655998228112203,0.0004297339252661359,0.027876636622772167,0.02739983876365039,0.0006439934251829521,0.0004723501438274459,201.0,0.016827835561807378,0.017571439055527795,0.017161945147445335,0.017148706587924396,0.94,0.92,0.92,0.92,0.017330390830997813,0.018159779530281143,0.017675397326135777,0.017663160794971773,0.82,0.8,0.82,0.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,6.0,0.02019045829481809,0.02105070139963564,0.005441894478605601,4.279181882498087,3.1156594540912192,0.0873657703491635,0.008901990923718305,0.037543864845200774,0.08942646474718301,0.009236935158149785,0.037302429407433634,0.028010581651842427,0.027681267453024933,0.000702727454481594,0.0005100379325448982,0.02853493423750334,0.02806854127591409,0.0038453727448358606,0.0005370413407217159,300.0,0.016748651345129373,0.017526813370071625,0.017085280347794937,0.01712315038932269,0.94,0.94,0.94,0.94,0.01704503152365896,0.017912498490231875,0.01741974601569983,0.017416419601575875,0.84,0.82,0.82,0.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,7.0,0.02023142106158706,0.021072854455868994,0.0054416357164188064,3.9488468114624267,3.2503370885341427,0.08742207139648682,0.008920611565051677,0.036980239127120555,0.08942730662052467,0.00923966222646382,0.037079245488769855,0.028109915610734174,0.027611529434379976,0.000519609177717892,0.0005097455228678479,0.028157809815777396,0.027823358184293392,0.000462363174883598,0.0006591121433302262,301.0,0.016599914272624573,0.01734725075126457,0.016934683288830153,0.016943285573816733,0.98,0.94,0.98,0.98,0.017074457121163254,0.01792363955816834,0.017469915803059625,0.01737952163488798,0.86,0.82,0.86,0.86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,8.0,0.02044050532612583,0.0212871836497042,0.005419148372072696,4.159792325870367,3.319449549575802,0.08797626041735779,0.009142148950123974,0.04035811750732104,0.09000056586991206,0.009366426075628832,0.038630710715951325,0.02824733533002618,0.02774892797893512,0.000542966463835868,0.0006125397863797358,0.02835611883553403,0.02785348091416273,0.001043696947162918,0.00083294770447533,400.0,0.016354583961370434,0.017160472207226652,0.016729427969079894,0.016714458576334475,0.98,0.96,0.98,0.98,0.01707521052154531,0.017938532844801684,0.017465242120889155,0.01740560853112121,0.9,0.86,0.9,0.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,9.0,0.02043363598691182,0.02127508920080091,0.005418947889262701,4.658963709020754,3.3557415763370226,0.08797639253860141,0.009140001693431024,0.04028473333925813,0.08999507961152725,0.009364713432859753,0.03861543600351908,0.0283250624263701,0.027747903264957047,0.000912659553578066,0.0004947016004006802,0.028231217274379022,0.02773167968583997,0.0018039938423316457,0.0007061643211636159,401.0,0.016387036979547215,0.01719475459391555,0.016770798405421967,0.016735625384348585,1.0,0.96,0.98,0.98,0.01698979406370117,0.017824643090284614,0.01733953398186838,0.017315756891525418,0.9,0.84,0.88,0.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
