,obj_values,MRO_obj_values,epsilon,weights,MRO_weights,online_time,MRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,MRO_eval0,MRO_eval1,MRO_eval2,MRO_eval3,MRO_satisfy0,MRO_satisfy1,MRO_satisfy2,MRO_satisfy3,O_eval0,O_eval1,O_eval2,O_eval3,O_satisfy0,O_satisfy1,O_satisfy2,O_satisfy3,O_worst_satisfy0,O_worst_satisfy1,O_worst_satisfy2,O_worst_satisfy3,MRO_worst_satisfy0,MRO_worst_satisfy1,MRO_worst_satisfy2,MRO_worst_satisfy3
0,0.019477941890952657,0.017835212810837837,0.003279078982909724,"[0.07843137 0.01960784 0.07843137 0.1372549  0.11764706 0.31372549
 0.01960784 0.01960784 0.01960784 0.01960784 0.01960784 0.05882353
 0.01960784 0.01960784 0.05882353]","[0.02 0.02 0.08 0.1  0.02 0.06 0.12 0.02 0.14 0.02 0.02 0.2  0.04 0.04
 0.1 ]",1.1948864741134457,0.689387819787953,0.06115311164166821,0.0045997864542138564,0.013449400066588974,0.058781130756900876,0.004346246374614531,0.010027291288568212,0.02056672505650703,0.02212327157766552,0.00021159200696274638,0.00015743100084364414,0.0,0.0,0.0002561029978096485,0.0002227119985036552,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.019304184421815244,0.01900712269446308,0.00327799692183376,"[0.07692308 0.01923077 0.07692308 0.13461538 0.13461538 0.30769231
 0.01923077 0.01923077 0.01923077 0.01923077 0.01923077 0.05769231
 0.01923077 0.01923077 0.05769231]","[0.01960784 0.01960784 0.07843137 0.09803922 0.01960784 0.05882353
 0.11764706 0.01960784 0.1372549  0.01960784 0.01960784 0.21568627
 0.03921569 0.03921569 0.09803922]",0.9404514789348468,0.766937349922955,0.0613688666417418,0.004606528893420257,0.01598404561825574,0.059730431585819053,0.004479938762294786,0.011462826153824802,0.022744901850351454,0.024248538386443332,0.00018768198788166046,0.00019948201952502131,0.0220582551918723,0.023670713593891307,0.00020977301755920053,0.00020570296328514814,1,0.01758737462456235,0.01883497376677859,0.018428609151759773,0.018717340941682974,1.0,1.0,1.0,1.0,0.016626045096178054,0.01752896458194795,0.01740656704426811,0.017296883368102332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,0.020912259124699982,0.02161293390239838,0.0032195847134495045,"[0.05960265 0.00662252 0.1192053  0.05298013 0.31125828 0.21854305
 0.01986755 0.00662252 0.00662252 0.00662252 0.00662252 0.08609272
 0.00662252 0.00662252 0.08609272]","[0.02666667 0.01333333 0.09333333 0.06666667 0.00666667 0.04
 0.1        0.01333333 0.19333333 0.00666667 0.00666667 0.18666667
 0.08666667 0.02666667 0.13333333]",1.6385692080948502,1.6445511093479581,0.07564788068566615,0.006330304497106379,0.025695035448237005,0.0764628625359353,0.006733971907781835,0.02393614642206014,0.027222742975476683,0.02522822979960191,0.0003604150260798633,0.00035361398477107286,0.02761675673851082,0.030200116495062143,0.0005511660128831863,0.00040086405351758003,100,0.019948787036096562,0.021680525803261408,0.021212241258008854,0.02141390813358916,1.0,0.0,1.0,1.0,0.01729114362873569,0.01840526012377193,0.01816805700915085,0.018051948478830692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,0.021080302465900376,0.021670418648721924,0.003219228188721652,"[0.05921053 0.00657895 0.11842105 0.05263158 0.31578947 0.21710526
 0.01973684 0.00657895 0.00657895 0.00657895 0.00657895 0.08552632
 0.00657895 0.00657895 0.08552632]","[0.03311258 0.01324503 0.09271523 0.06622517 0.00662252 0.0397351
 0.09933775 0.01324503 0.19205298 0.00662252 0.00662252 0.18543046
 0.08609272 0.02649007 0.13245033]",1.4041152977151796,2.49694721668493,0.07609320710972221,0.00639152823469571,0.029163491913549132,0.0770776420435722,0.006861291819331287,0.025585873761030872,0.026653573367932885,0.02510283206988912,0.00028062297496944666,0.0004009439726360142,0.02867902646792167,0.02563637383332037,0.00026454299222677946,0.0002837729989551008,101,0.017704389216819674,0.017781905389631217,0.017611306414633574,0.01791650182029207,1.0,1.0,1.0,1.0,0.01891442037606413,0.019457860388816715,0.019130057623060918,0.019247142824126002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,0.01746032840278749,0.019805610827923724,0.003192290294562978,"[0.03585657 0.00398406 0.11952191 0.03984064 0.3625498  0.23505976
 0.01593625 0.00398406 0.00398406 0.00398406 0.00398406 0.06772908
 0.00398406 0.01195219 0.0876494 ]","[0.024 0.008 0.12  0.052 0.004 0.04  0.092 0.008 0.232 0.004 0.008 0.192
 0.076 0.016 0.124]",0.1563481186167337,1.5248423264711164,0.08027217547750606,0.007135164792722774,0.028847959079152843,0.08198907105073011,0.00761777659862781,0.024086813657059253,0.024532587188753844,0.022422166762368835,0.00041549501474946737,0.03898498701164499,0.023116695965468066,0.022979336095069372,0.00035338400630280375,0.00040570402052253485,200,0.016616042626252943,0.016525499291061903,0.01653769758413334,0.016629914829967,1.0,1.0,1.0,1.0,0.017799303625751883,0.018397787125348425,0.018036585222028275,0.018233943853765665,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,0.017431155274292547,0.019787699622503173,0.00319207790678262,"[0.03571429 0.00396825 0.11904762 0.03968254 0.36111111 0.23809524
 0.01587302 0.00396825 0.00396825 0.00396825 0.00396825 0.06746032
 0.00396825 0.01190476 0.08730159]","[0.02390438 0.00796813 0.11952191 0.05179283 0.00398406 0.03984064
 0.09163347 0.00796813 0.2310757  0.00398406 0.00796813 0.19521912
 0.07569721 0.01593625 0.12350598]",0.2871407587081194,1.8195982844335958,0.08016369153617446,0.0071182942742975255,0.028835241765897197,0.08185526253229383,0.0075970151106286654,0.024097427717408706,0.02448829701915094,0.022393554588028625,0.000336883997078985,0.0004044150118716061,0.024478129414308027,0.02239383373753876,0.00038596399826928973,0.0005106549942865968,201,0.016933679560437107,0.017067952483267822,0.016919851479635623,0.016987306436936606,1.0,1.0,1.0,1.0,0.019448915576881973,0.020178465678395548,0.019778000887481773,0.01982714605456033,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,0.016412842062435335,0.01824914589400455,0.003174438445853278,"[0.07977208 0.002849   0.1025641  0.03703704 0.34188034 0.24786325
 0.01424501 0.002849   0.002849   0.002849   0.002849   0.05698006
 0.002849   0.00854701 0.09401709]","[0.05142857 0.00571429 0.18857143 0.04285714 0.00285714 0.04857143
 0.10857143 0.00571429 0.15714286 0.00285714 0.00571429 0.18571429
 0.06857143 0.01142857 0.11428571]",1.679892260581255,0.9617976030567661,0.08026443725949509,0.007117356998774898,0.032801517348831064,0.0827301674129983,0.007657321542066482,0.03030419220689706,0.022886674044567453,0.021956301969228414,0.0003744139685295522,0.00036842399276793003,0.024280665305780703,0.022019003586588013,0.0005201660096645355,0.00044178502866998315,300,0.01693330678877671,0.01706760236436719,0.016919357577172413,0.01698674891620593,1.0,1.0,1.0,1.0,0.0194653060184649,0.02019486260533944,0.019795343167595503,0.019841574857865894,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,0.016391536370339157,0.01824131059869993,0.0031742875012443278,"[0.07954545 0.00284091 0.10227273 0.03693182 0.34090909 0.24715909
 0.01420455 0.00284091 0.00284091 0.00284091 0.00284091 0.05681818
 0.00284091 0.00852273 0.09659091]","[0.05128205 0.00569801 0.18803419 0.04273504 0.002849   0.04843305
 0.10826211 0.00569801 0.15669516 0.002849   0.00569801 0.18803419
 0.06837607 0.01139601 0.11396011]",1.1072735837078653,0.4687930809450336,0.08020088405146118,0.007106848980760329,0.03280242471719265,0.08266704494163495,0.007646451698320761,0.029910002402757607,0.02286444240126034,0.021936822708382292,0.00043280405225232244,0.0004071050207130611,0.02285150665303899,0.021950727899355243,0.0003410539939068258,0.0003424640162847936,301,0.01527085033307551,0.015860037707785067,0.016012009621890803,0.015884234520512252,1.0,1.0,1.0,1.0,0.017736272159974076,0.018211237683594172,0.01823639689973405,0.017960283324199685,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,0.01693397727945884,0.018040085713548742,0.0031611698837091125,"[0.07760532 0.00221729 0.12416851 0.03325942 0.3481153  0.23725055
 0.01552106 0.00221729 0.00221729 0.00443459 0.00221729 0.05543237
 0.00221729 0.00665188 0.0864745 ]","[0.08888889 0.00666667 0.21555556 0.03777778 0.00222222 0.05333333
 0.09555556 0.00444444 0.13555556 0.00222222 0.00444444 0.15111111
 0.08222222 0.00888889 0.11111111]",1.1869108424289152,1.851972554170061,0.08069166046224273,0.007206975454287892,0.027333053736379655,0.08400295320946177,0.00786036543423125,0.03165599965105001,0.02299756279033449,0.021975469714527664,0.0004553450271487236,0.0004804949858225882,0.023137722887864427,0.021880861939717392,0.00047918601194396615,0.00046923599438741803,400,0.01526355161758551,0.015859751571809275,0.01600990592465019,0.015879854044184644,1.0,1.0,1.0,1.0,0.017757635648722323,0.018230366212143603,0.018254017764413738,0.017975715185953027,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,0.016919697854797657,0.01803556910014202,0.0031610529354032606,"[0.07743363 0.00221239 0.12610619 0.03318584 0.34734513 0.23672566
 0.01548673 0.00221239 0.00221239 0.00442478 0.00221239 0.05530973
 0.00221239 0.00663717 0.08628319]","[0.0886918  0.00665188 0.21507761 0.03769401 0.00221729 0.05321508
 0.09534368 0.00443459 0.13747228 0.00221729 0.00443459 0.15077605
 0.08203991 0.00886918 0.11086475]",1.4968180148280226,2.2232022045645863,0.08105473978716639,0.00730598978844284,0.02690910688079312,0.08425119834246222,0.00792617111992897,0.03165254540922374,0.02296983245086516,0.021961999052111363,0.00047113600885495543,0.00045207503717392683,0.022969840698099292,0.021962222529821974,0.0005449460004456341,0.00047723500756546855,401,0.015951507123166512,0.016152862681349484,0.01647826021279194,0.01630486195872276,1.0,1.0,1.0,1.0,0.01780847514137571,0.018406037383396974,0.018545531054824902,0.01811240011017836,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
