,obj_values,MRO_obj_values,epsilon,weights,MRO_weights,online_time,MRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_eval2,MRO_eval3,MRO_satisfy0,MRO_satisfy1,MRO_satisfy2,MRO_satisfy3,O_eval0,O_eval1,O_eval2,O_eval3,O_satisfy0,O_satisfy1,O_satisfy2,O_satisfy3,O_worst_satisfy0,O_worst_satisfy1,O_worst_satisfy2,O_worst_satisfy3,MRO_worst_satisfy0,MRO_worst_satisfy1,MRO_worst_satisfy2,MRO_worst_satisfy3
0,0.017545130336226834,0.018150241048559456,0.004684398547013892,"[0.07843137 0.05882353 0.23529412 0.01960784 0.01960784 0.09803922
 0.03921569 0.03921569 0.01960784 0.07843137 0.17647059 0.01960784
 0.01960784 0.01960784 0.07843137]","[0.02 0.04 0.06 0.02 0.24 0.08 0.08 0.08 0.02 0.1  0.08 0.04 0.02 0.02
 0.1 ]",1.5792918291408569,1.9842373131541535,0.06210087962641514,0.004551998517283189,0.0019007000804432922,0.06151650976145028,0.004476494183727038,0.0026929611915062846,0.024283214188622945,0.021452877546916715,0.00019985006656497717,0.00018812005873769522,0.0,0.0,0.00021037005353718996,0.00018991006072610617,0,0.018737594886644667,0.13057424099072196,0.01961143072576154,0.021229227727179216,0.02022867804277814,0.020686727594221934,0.0,0.0,0.0,0.0,0.01965514899135357,0.020457946433386727,0.020151828404296496,0.0196356023550841,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.016742879522960608,0.01800431847263319,0.0046828527454768,"[0.07692308 0.05769231 0.23076923 0.01923077 0.01923077 0.09615385
 0.03846154 0.03846154 0.01923077 0.07692308 0.17307692 0.01923077
 0.01923077 0.01923077 0.09615385]","[0.01960784 0.03921569 0.05882353 0.01960784 0.23529412 0.07843137
 0.09803922 0.07843137 0.01960784 0.09803922 0.07843137 0.03921569
 0.01960784 0.01960784 0.09803922]",0.9654839583672583,2.673935958649963,0.06250201042923283,0.004596442048587781,0.0018825872746905529,0.061976566238762916,0.00452662163832294,0.002709595754941006,0.024525231202315898,0.021404190007725657,0.0001861300552263856,0.006823064060881734,0.024073046711676864,0.021276805419542685,0.0002170309890061617,0.0002070399932563305,1,0.015593565283003477,0.0716784292159891,0.019783438643854418,0.021404686367893673,0.02040450263369741,0.020855157408022098,0.0,0.0,0.0,0.0,0.01994449897178382,0.020758812690131467,0.020515961048554354,0.019941700783595015,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
2,0.017726201552790526,0.01749660268658312,0.004599406733499292,"[0.09933775 0.04635762 0.19205298 0.00662252 0.00662252 0.09933775
 0.01986755 0.0397351  0.00662252 0.09271523 0.25827815 0.00662252
 0.02649007 0.00662252 0.09271523]","[0.02       0.04       0.06       0.00666667 0.26       0.05333333
 0.09333333 0.12       0.00666667 0.12       0.09333333 0.02666667
 0.00666667 0.01333333 0.08      ]",2.180827453150414,2.2829425816889852,0.0753906597825978,0.006352266816850063,0.002615236307481954,0.0762827465026424,0.00654788425329137,0.0029309516716754503,0.02496997309848223,0.023365960695017066,0.0004382809856906533,0.0002811310114338994,0.02524427470366846,0.02553611183132972,0.00023696001153439283,0.00027306005358695984,100,0.0010211235378772075,0.0021855076360360105,0.018455998591547066,0.01902327946861772,0.018957560151681582,0.018342089709984237,0.0,0.0,0.0,0.0,0.019890231308735556,0.0206454941738306,0.020579015475486906,0.01981461885868554,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,0.017865822068968064,0.017556313727222543,0.0045988974124595025,"[0.09868421 0.04605263 0.19078947 0.00657895 0.00657895 0.09868421
 0.02631579 0.03947368 0.00657895 0.09210526 0.25657895 0.00657895
 0.02631579 0.00657895 0.09210526]","[0.01986755 0.0397351  0.05960265 0.00662252 0.25827815 0.05298013
 0.09271523 0.1192053  0.00662252 0.1192053  0.09933775 0.02649007
 0.00662252 0.01324503 0.0794702 ]",4.934997510164976,1.589584658620879,0.07567088915772362,0.006403759952536322,0.002609196355076934,0.07651900748131939,0.0065900176847745705,0.0029217980907491198,0.02502372888550681,0.023394756744449623,0.000238661072216928,0.00042327994015067816,0.025068002381020735,0.023394786282295625,0.00025685993023216724,0.0002662300830706954,101,0.00110511888721321,0.002258570288148852,0.01838627406303324,0.018929868718434877,0.01891230440785581,0.018283352612132,0.0,0.0,0.0,0.0,0.019855815334821003,0.02059181708651436,0.02055682192480946,0.019774935322370485,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,0.02085900839029812,0.02020632169867342,0.00456041470651854,"[0.07968127 0.05577689 0.1752988  0.00398406 0.00398406 0.11155378
 0.01992032 0.03187251 0.00398406 0.11553785 0.23505976 0.00398406
 0.01992032 0.01195219 0.12749004]","[0.036 0.032 0.068 0.004 0.22  0.044 0.104 0.176 0.004 0.132 0.08  0.02
 0.004 0.008 0.068]",4.207879555062391,4.746602328727022,0.07796788496186624,0.006795572088666145,0.0026823260527089206,0.08006060049859308,0.007222793370075946,0.0026879954416287716,0.024698849086869895,0.025178808373793604,0.00033890106715261936,0.00032885000109672546,0.028335279236650312,0.02690922022654621,0.0004753309767693281,0.00033138995058834553,200,0.0006740722490094995,0.0012868927960358548,0.01557888227596833,0.016920976495517395,0.01636421694491587,0.01612782500050482,1.0,1.0,1.0,1.0,0.015643826117126704,0.016779195772282617,0.016179398049665297,0.016038877938941494,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,0.020841275747518023,0.02018409422221043,0.0045601112954037435,"[0.07936508 0.05555556 0.17460317 0.00396825 0.00396825 0.11111111
 0.01984127 0.03174603 0.00396825 0.11507937 0.23809524 0.00396825
 0.01984127 0.01190476 0.12698413]","[0.03585657 0.03187251 0.06772908 0.00398406 0.21912351 0.0438247
 0.10358566 0.1752988  0.00398406 0.13545817 0.07968127 0.01992032
 0.00398406 0.00796813 0.06772908]",5.182924542808905,3.686766839120537,0.07792463359373393,0.006786424527021421,0.0026889115147954246,0.07998853537545912,0.007209034449385367,0.0026866241405485588,0.02466583369532315,0.02513646641050276,0.0003279710654169321,0.00036280101630836725,0.024665818944332913,0.025136804876601783,0.000341300037689507,0.0003181109204888344,201,0.0007161334654884749,0.0013259545306801186,0.015578100169771682,0.016920193379110618,0.016363389318668427,0.016127098453761996,1.0,1.0,1.0,1.0,0.015643407867897176,0.016778705373871942,0.01617902480449614,0.016038412387367147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,0.021992334167500967,0.021510876639648093,0.004534912065504683,"[0.07122507 0.05698006 0.19088319 0.002849   0.002849   0.0968661
 0.01424501 0.02564103 0.002849   0.13675214 0.26210826 0.00569801
 0.01424501 0.00854701 0.10826211]","[0.04571429 0.02285714 0.08857143 0.00285714 0.18857143 0.04285714
 0.12285714 0.18       0.00285714 0.13428571 0.07714286 0.01428571
 0.00285714 0.00571429 0.06857143]",5.510450568050146,7.96013652253896,0.0788543798011249,0.006976107067672838,0.002625518664358548,0.08129975737498686,0.007473261689684816,0.0028026852283359075,0.026714205641605236,0.026378697445346523,0.006662553991191089,0.00045423093251883984,0.02688822501761001,0.027175637547157263,0.00041002093348652124,0.0003835710231214762,300,0.0005294056077070607,0.0009429923689792196,0.015821480689628627,0.017197930857470605,0.016355418728341963,0.016416102043883326,1.0,1.0,1.0,1.0,0.016334038391006334,0.01770828323652434,0.016844449239235993,0.01693446553966197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,0.02197809814297945,0.021493430432225572,0.00453469643034904,"[0.07102273 0.05681818 0.19034091 0.00284091 0.00284091 0.09659091
 0.01420455 0.02556818 0.00284091 0.13636364 0.26420455 0.00568182
 0.01420455 0.00852273 0.10795455]","[0.04558405 0.02279202 0.09116809 0.002849   0.18803419 0.04273504
 0.12250712 0.17948718 0.002849   0.13390313 0.07692308 0.01424501
 0.002849   0.00569801 0.06837607]",5.411465931683779,5.638186888070777,0.07890110849874486,0.006982216793037119,0.0026258831996758105,0.08133725949859222,0.007477038218122834,0.002800553853855786,0.026686266754807175,0.026347325302349726,0.00039959989953786135,0.00043781090062111616,0.026686517726540838,0.02634738640651076,0.0005527109606191516,0.005024910089559853,301,0.0005579237610718578,0.0009701671011922735,0.015820970909177612,0.017197557799150366,0.016355009794418892,0.016415795842757694,1.0,1.0,1.0,1.0,0.01633352354337445,0.017707991591444795,0.016844152824577952,0.01693411313282809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,0.0210824916882547,0.02156169339036361,0.004515956976727304,"[0.07760532 0.09977827 0.18625277 0.00221729 0.00221729 0.11751663
 0.01330377 0.02217295 0.00221729 0.0886918  0.26385809 0.00443459
 0.01108647 0.01108647 0.09756098]","[0.06       0.01777778 0.10222222 0.00444444 0.2        0.05333333
 0.16444444 0.12       0.00222222 0.13111111 0.05555556 0.01333333
 0.00222222 0.00444444 0.06888889]",2.801109501742758,4.843267279095016,0.07983184336476697,0.007225079892434453,0.0028326369086614854,0.08232424798311135,0.0077290516911884275,0.0033397986034091765,0.02736097862544533,0.026310596404495668,0.0005039710085839033,0.0006219219649210572,0.027282177785006634,0.026584377561837798,0.00047865102533251047,0.00044041103683412075,400,0.00045046867401797694,0.0007687813081570347,0.015382570192289332,0.016586779557456053,0.01573389022900792,0.016243254310827758,1.0,1.0,1.0,1.0,0.016862038448651247,0.017522294303809183,0.016835317546526833,0.017193458466986722,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,0.021067525479965852,0.021546177273740568,0.0045157899077189435,"[0.07743363 0.09955752 0.18584071 0.00221239 0.00221239 0.11725664
 0.01327434 0.02212389 0.00221239 0.08849558 0.26548673 0.00442478
 0.01106195 0.01106195 0.09734513]","[0.05986696 0.01773836 0.10199557 0.00443459 0.19955654 0.05321508
 0.16407982 0.11973392 0.00221729 0.13303769 0.05543237 0.01330377
 0.00221729 0.00443459 0.06873614]",3.897169365431182,5.2645571768516675,0.07991737364427813,0.007239337072025665,0.0028344406673621093,0.08238600540490175,0.00773959178288347,0.003338159601194222,0.02733282908786572,0.02628690557150431,0.0004365909844636917,0.0004207710735499859,0.027332093020349436,0.026284562580938912,0.0005104009760543704,0.0005049610044807196,401,0.0004719383597985538,0.0007894685840071137,0.015384578621152471,0.016588632101039644,0.015735964690536734,0.01624519290213599,1.0,1.0,1.0,1.0,0.016864193814600904,0.01752423549355663,0.016837596345369445,0.017195406806875625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,0.02067889735105904,0.0210520057796572,0.00450087853534033,"[0.07259528 0.09437387 0.19782214 0.00181488 0.00181488 0.1215971
 0.01270417 0.01814882 0.00181488 0.07985481 0.28130672 0.00544465
 0.00907441 0.01088929 0.0907441 ]","[0.05090909 0.01090909 0.13818182 0.00363636 0.16181818 0.05454545
 0.15454545 0.11090909 0.00181818 0.08727273 0.04909091 0.01272727
 0.00181818 0.10727273 0.05454545]",3.776192023884505,11.611242290469818,0.07914064894545744,0.007130191640159501,0.002882083722904733,0.08278678119163446,0.007856406019650408,0.003278591596093359,0.026316203594760782,0.02591529235486529,0.0005448820302262902,0.0005162609741091728,0.026776769869310654,0.025973997144474785,0.013662797980941832,0.0006061519961804152,500,0.00040005390993588547,0.0006800376103866674,0.015237272090463558,0.016020424914367212,0.0155873687290245,0.015406244246396156,1.0,1.0,1.0,1.0,0.0163072653409529,0.017061734596966617,0.016320586171184724,0.016460719203727214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
