,obj_values,MRO_obj_values,SAA_obj_values,epsilon,online_time,MRO_time,SAA_time,MRO_mean_val,MRO_square_val,MRO_sig_val,SAA_mean_val,SAA_square_val,SAA_sig_val,mean_val,square_val,sig_val,worst_values,MRO_worst_values,SAA_worst_values,worst_times,MRO_worst_times,SAA_worst_times,worst_values_regret,MRO_worst_values_regret,SAA_worst_values_regret,worst_times_regret,MRO_worst_times_regret,SAA_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_satisfy0,MRO_satisfy1,O_eval0,O_eval1,O_satisfy0,O_satisfy1,O_worst_satisfy0,O_worst_satisfy1,MRO_worst_satisfy0,MRO_worst_satisfy1,SAA_eval0,SAA_eval1,SAA_satisfy0,SAA_satisfy1,SAA_worst_satisfy0,SAA_worst_satisfy1
0,-0.024808091275920693,-0.024808091275920822,-0.057779857574593654,0.018453616691811767,0.07761602691577149,0.076140015,0.005102312,0.0,2.825771604625666e-34,1.6328223239261516e-20,0.0,2.825771604625666e-34,4.3635936708401254e-27,0.0,2.825771604625666e-34,1.6328223239249982e-20,-0.024808092020164502,-0.02480809202016454,0.016540374443593707,0.0003066062927246094,0.0001995563507080078,0.00025200843811035156,0.0,0.0,0.0,4.3392181396484375e-05,3.314018249511719e-05,2.9802322387695312e-05,0,0.09925705412898701,1.5207765997893308e-08,0.056766985475051934,0.05013311996644112,0.0,0.0,0.05676698547496506,0.050133119966360426,0.0,0.0,0.0,0.0,0.0,0.0,0.09081466019590012,0.0683153267142936,0.0,0.0,0.0,0.0
1,-0.024268293152264864,-0.024268293152265568,-0.05015587598530664,0.01828615653523656,0.0999197346447754,0.097459125,0.004997314,0.0,3.617981512353954e-34,8.947876537460952e-21,0.0,3.617981512353954e-34,2.5209128820716747e-26,0.0,2.3548096705213884e-34,6.940183689654904e-20,-0.024268294011063514,-0.02426829401106402,-0.0008978532142525295,0.00032067298889160156,0.0002079010009765625,0.00027561187744140625,-0.016125610035748666,-0.01612561003573533,0.044731317939647804,0.0002288818359375,0.00021338462829589844,0.0002224445343017578,1,0.13957694812313917,0.13010191714032646,0.047185648780377,0.04245633075103059,0.0,0.0,0.04718564878039198,0.04245633075104994,0.0,0.0,0.0,0.0,0.0,0.0,0.06740337656668755,0.06666714965062258,0.0,0.0,0.0,0.0
2,-0.02197303424590616,-0.021973034245906096,-0.04406594855503773,0.017919169196815247,0.16054862894970703,0.161940664,0.006150528,0.0,3.808031704351391e-34,5.49363228946137e-20,0.0,3.808031704351391e-34,7.536463390892239e-21,1.1707457919692786e-09,1.5698731136809257e-34,6.959859794099315e-21,-0.02197303569941063,-0.021973035699410583,0.0024391344995393013,0.00042510032653808594,0.00026869773864746094,0.0003829002380371094,-0.0007645474923937551,-0.0007645474923388337,0.026395359766103473,0.0002834796905517578,0.00030922889709472656,0.00031375885009765625,4,0.12263136727297604,0.1614223990275014,0.025898426829339655,0.02201466760280248,0.0,0.0,0.02589842682934014,0.022014667602802893,0.0,0.0,0.0,0.0,0.0,0.0,0.04490384954228452,0.044147165004121566,0.0,0.0,0.0,0.0
3,-0.02257869818110156,-0.022578698181102017,-0.04400323495002386,0.01782501876267491,0.1935336080863037,0.194121436,0.006912932,0.0,3.00106481196914e-34,6.113974328106559e-20,0.0,3.00106481196914e-34,1.3020416920338758e-20,1.053671212772351e-09,1.412885802312833e-34,6.7021769284266774e-21,-0.022578699595080194,-0.022578699595080493,0.0014287166898863807,0.0004558563232421875,0.00029397010803222656,0.0004191398620605469,-0.022512981069511686,-0.022512981069511634,0.0032449404655404274,0.0002963542938232422,0.0003457069396972656,0.00033283233642578125,5,0.11389245032803658,0.15461274021956156,0.026428415659138445,0.022342414017477105,0.0,0.0,0.026428415659140895,0.022342414017475873,0.0,0.0,0.0,0.0,0.0,0.0,0.04487819170997253,0.042871908299082016,0.0,0.0,0.0,0.0
4,-0.022730023036103705,-0.022730023036115515,-0.042915638604342984,0.017527646021759286,0.2921322657857666,0.291301538,0.006741662,7.526222948373935e-10,3.08905379148991e-34,7.827482523520772e-20,7.526222948373935e-10,3.08905379148991e-34,3.320754070725181e-21,7.526222948373935e-10,1.0092041445091665e-34,8.11136227912393e-21,-0.02273002488227068,-0.022730024882275907,-0.006046304898110803,0.0005331039428710938,0.0004062652587890625,0.0005278587341308594,-0.01891462447269543,-0.018914624472694444,0.006221422372871474,0.0004017353057861328,0.0004601478576660156,0.0004336833953857422,9,0.08912880314763308,0.12468826330638334,0.02375664913783667,0.019705067517589603,0.0,0.0,0.023756649137239138,0.01970506751708041,0.0,0.0,0.0,0.0,0.0,0.0,0.039682110736666505,0.03658337700376983,0.0,0.0,0.0,0.0
5,-0.023103653147849547,-0.023103653147849578,-0.0426042104900014,0.0174672860603206,0.3104408338491211,0.319962226,0.007073747,4.967053731282552e-10,3.44365527156136e-34,5.1310845406732204e-20,4.967053731282552e-10,3.44365527156136e-34,3.491459774974038e-20,7.024474751815672e-10,9.419238682085555e-35,1.0560201954099623e-20,-0.023103654166090042,-0.023103654166090056,-0.007143754303848074,0.0005671977996826172,0.0004820823669433594,0.0005486011505126953,-0.023063522349416166,-0.023063522349427622,-0.0018793442858440687,0.0004811286926269531,0.0004742145538330078,0.0004687309265136719,10,0.08344982918677783,0.12056940239621215,0.027666214912412564,0.022979710524978252,0.0,0.0,0.02766621491240724,0.022979710524973676,0.0,0.0,0.0,0.0,0.0,0.0,0.03658061682809238,0.02954490165429285,0.0,0.0,0.0,0.0
6,-0.01998323566610058,-0.020869890216397683,-0.03996656154060178,0.017262047829584844,0.31295050554309084,0.32136569442370605,0.009234271423706055,0.07678631465265336,0.022595176941355814,0.0004921321501295672,0.07678631465265336,0.022595176941355814,0.0006934260630718535,0.10564782146453242,0.03583514149465912,0.0005531926888657498,-0.019713627038158762,-0.020869892476253104,-0.002959381847859467,0.0006718635559082031,0.0005884170532226562,0.0006213188171386719,-0.010792047044820077,-0.010792047044818821,0.0003145192074538797,0.0005927085876464844,0.0005228519439697266,0.0005776882171630859,14,0.06841171646723179,0.10528622935443992,0.00787756264222562,0.005220031521248006,0.0,0.0,0.0076923803014812605,0.0053010052318433675,0.0,0.0,0.0,0.0,0.0,0.0,0.024628069211446873,0.023766055078633174,0.0,0.0,0.0,0.0
7,-0.02014790845665533,-0.02106146594970856,-0.04137775021137008,0.017217833186634696,0.30268087475427247,0.28641395372631834,0.01051239572631836,0.08466231844094525,0.024224903838669442,0.0004788923474542999,0.08466231844094525,0.024224903838669442,0.001037584194511667,0.11917172350311159,0.037580151025997696,0.0005803352856668815,-0.02017666036350031,-0.02106146773014921,-0.0022839527342158328,0.0007159709930419922,0.0006182193756103516,0.00067901611328125,-0.01995302774983982,-0.02105343487729877,-0.003217773640880814,0.0006046295166015625,0.0006134510040283203,0.0005488395690917969,15,0.0643947484566787,0.11641342263761503,0.008695855690992526,0.005905325666300698,0.0,0.0,0.007890631227332669,0.005518022261627769,0.0,0.0,0.0,0.0,0.0,0.0,0.026583495509799427,0.024881287059549707,0.0,0.0,0.0,0.0
8,-0.018486230424332152,-0.017491264034135492,-0.03523840641993371,0.01706158733578211,0.2991278537747803,0.2969067889733887,0.010867211973388672,0.13908394827655607,0.03917023856989791,0.0006903137286932284,0.13908394827655607,0.03917023856989791,0.001438391370236181,0.16597362109167416,0.057425166792046435,0.00114348820323692,-0.016257669371001544,-0.01758143904431571,-0.0031409799110637335,0.0007872581481933594,0.0007278919219970703,0.0007355213165283203,-0.01311832234147084,-0.013698074349006946,0.009701602445784954,0.0006432533264160156,0.0007119178771972656,0.0006964206695556641,19,0.05359405628777789,0.09867018042983548,0.0018323096592975773,9.407998631656727e-05,0.0,0.0,-0.0003674146645444397,-0.0020795802006235444,0.0,0.0,0.0,0.0,0.0,0.0,0.0182660015520643,0.016352080289787643,0.0,0.0,0.0,0.0
9,-0.018783352873492244,-0.01762511130280219,-0.03568837255866557,0.017026798450415694,0.283753400291626,0.2984253368334961,0.009391748833496093,0.15546824356688052,0.043627420332809266,0.000882747000479671,0.15546824356688052,0.043627420332809266,0.0012846783353753506,0.1775265750734116,0.0632681469816738,0.001110012308991153,-0.016569861009783447,-0.017469132974483263,-0.0021689223336082836,0.0008053779602050781,0.0007581710815429688,0.0007679462432861328,-0.016416407321479785,-0.017638103841023395,-0.0013315776364838453,0.0007371902465820312,0.0006532669067382812,0.0006580352783203125,20,0.051725040867266335,0.11430028149041613,0.002101047814480024,0.0004873274962022739,0.0,0.0,0.00010663826790005882,-0.0015088413829151064,0.0,0.0,0.0,0.0,0.0,0.0,0.008047808140962905,0.006989634163860325,0.0,0.0,0.0,0.0
10,-0.015789998496102697,-0.015789999535098628,-0.02762288163040351,0.015847856523156532,0.2117215901015625,0.21474092592919922,0.011288689929199219,0.3347597137383396,0.11591136778035831,0.005458499930616336,0.3347597137383396,0.11591136778035831,0.004502973009076398,0.3313267913368895,0.12771749417107994,0.005217876328436962,-0.01578999879731738,-0.01578999958441294,0.00994965912023054,0.002500772476196289,0.0026242733001708984,0.0024099349975585938,0.0032820821193095817,0.005858746441484271,0.030862716632560502,0.002546072006225586,0.002433300018310547,0.0024793148040771484,100,0.012699655028064194,0.02902986470023622,-0.015789999605218555,-0.01578999960350904,1.0,1.0,-0.015789999331667477,-0.01578999931586833,1.0,1.0,1.0,1.0,1.0,1.0,-0.012924892613118846,-0.013603387506523462,0.0,0.0,1.0,1.0
11,-0.015789999214851216,-0.015789998835976978,-0.02762287925623351,0.0158403474140096,0.21111813327990722,0.21687251092224122,0.009706179922241211,0.3344412618549871,0.11572527319222418,0.0053916156707778445,0.3344412618549871,0.11572527319222418,0.0043201041661812024,0.3322928288013134,0.12822095683407017,0.0051990417272202855,-0.015789998927821305,-0.015789998779079984,0.009781163086655192,0.002526521682739258,0.0025434494018554688,0.002463817596435547,-0.015789998797834114,-0.015789999584508323,0.009781168342602703,0.0025191307067871094,0.0025072097778320312,0.0024230480194091797,101,0.01257090877182741,0.02875492965132254,-0.015789999354663468,-0.015789999344710925,1.0,1.0,-0.015789999542168143,-0.015789999533136263,1.0,1.0,1.0,1.0,1.0,1.0,-0.012924893538007253,-0.013603388883731648,0.0,0.0,1.0,1.0
12,-0.0157899921967703,-0.01578999921166773,-0.026866916459349993,0.015326475757825008,0.21418012517712404,0.21781075924987792,0.01049092824987793,0.3480520867659076,0.12453680902115655,0.005529514307247244,0.3480520867659076,0.12453680902115655,0.005505822352977899,0.35128230280360506,0.13485769592361171,0.005606432845851215,-0.015789997194102158,-0.015789999413469015,0.014179793262154409,0.004714012145996094,0.004762887954711914,0.004652976989746094,-0.01578999894320679,-0.015789998795095603,0.010174464960567092,0.00458216667175293,0.00477290153503418,0.00466465950012207,200,0.006516244415664142,0.014773602990382297,-0.015789999512496475,-0.015789999502839457,1.0,1.0,-0.015789998414249173,-0.015789998323468387,1.0,1.0,1.0,1.0,1.0,1.0,-0.010441976221935621,-0.011490012760632431,0.0,0.0,1.0,1.0
13,-0.01578999240905734,-0.01578999918197684,-0.026866981206476098,0.015322747134562015,0.21370377969836427,0.21069905132556152,0.009953534325561522,0.348160614017156,0.12460080417353908,0.005543054121700143,0.348160614017156,0.12460080417353908,0.005499170176628469,0.35142348928372796,0.13489365886868798,0.005593249069383832,-0.015789997281683742,-0.01578999939660057,0.014066638740914492,0.004884243011474609,0.004938602447509766,0.004647016525268555,-0.015789997196699334,-0.015789999413690393,0.014066638311501557,0.004818916320800781,0.004797220230102539,0.00477147102355957,201,0.006481340981623638,0.014697883805634825,-0.01578999950567992,-0.015789999495135914,1.0,1.0,-0.015789998436448835,-0.015789998351186732,1.0,1.0,1.0,1.0,1.0,1.0,-0.010441975993216496,-0.011490012540056598,0.0,0.0,1.0,1.0
14,-0.015789995629631536,-0.015789999538951386,-0.02572327130041929,0.01502501809465369,0.22797353066003417,0.21258876064855958,0.010968013648559571,0.35069901607359855,0.12669020706531867,0.005206440628766837,0.35069901607359855,0.12669020706531867,0.0046952451115275596,0.35526318337780316,0.135624612000101,0.00534312560068062,-0.01578999849093493,-0.01578999959345468,0.006074201476813815,0.0073816776275634766,0.007395029067993164,0.007111310958862305,-0.015789997221244117,-0.015789999391560932,0.012537502870295262,0.007319927215576172,0.007475852966308594,0.007044076919555664,300,0.0043170280734461065,0.009835334454537383,-0.015789999608194095,-0.01578999960718662,1.0,1.0,-0.01578999878984221,-0.015789998771106078,1.0,1.0,1.0,1.0,1.0,1.0,-0.014492322282435834,-0.015488570240509264,0.0,0.0,1.0,1.0
