,Unnamed: 0,obj_values,MRO_obj_values,epsilon,online_time,MRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,MRO_eval0,MRO_eval1,MRO_eval2,MRO_eval3,MRO_satisfy0,MRO_satisfy1,MRO_satisfy2,MRO_satisfy3,O_eval0,O_eval1,O_eval2,O_eval3,O_satisfy0,O_satisfy1,O_satisfy2,O_satisfy3,O_worst_satisfy0,O_worst_satisfy1,O_worst_satisfy2,O_worst_satisfy3,MRO_worst_satisfy0,MRO_worst_satisfy1,MRO_worst_satisfy2,MRO_worst_satisfy3
0,0.0,0.018152523693733897,0.017837594607991933,0.005621278256416602,1.6262272482999833,1.5196545038168552,0.07041970805342485,0.005544523554743575,0.016412792098181514,0.07053971250911412,0.00550148300167835,0.018043258516228917,0.02397882940339529,0.024044614430666952,0.00019357569981360998,0.00019938139885193,0.0,0.0,0.000228467295528345,0.00018312065221829998,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0,0.018163050589467992,0.01786367888433748,0.0056194232945721,1.4657683229859686,1.630337447603233,0.07060740756474566,0.005568799401530331,0.016218654194849594,0.0707309259912754,0.005527636790036555,0.01805297138932846,0.024096468045202494,0.024196603912007238,0.00026580834819463,0.000193717647925915,0.024110634888540133,0.02425086836494845,0.000251956755528165,0.00019133680325462502,1.0,0.01919679431217563,0.020604237203835307,0.019987746573445268,0.020001970331905393,0.35,0.3,0.3,0.35,0.01937213004885396,0.02058841524253425,0.020171746329195807,0.019985027270439836,0.45,0.3,0.35,0.4,0.95,0.85,0.9,0.9,0.95,0.85,0.95,0.85
2,2.0,0.020741326405810456,0.02065002855070723,0.005519288080199098,2.7590246097242925,2.211483578156913,0.0805951016650089,0.007368031138613206,0.02694136917057933,0.08140051988280902,0.007513246162883404,0.02956901722994374,0.026639577064413954,0.026957339697383138,0.000551945201004815,0.00072000270884013,0.03007859523708707,0.029774345081720728,0.00030279454658733496,0.00028713665087701506,100.0,0.01917291376279301,0.020563417638758033,0.01999491994326235,0.020011569781578763,0.65,0.55,0.65,0.65,0.019423813222496374,0.020688846623658608,0.020263734092115758,0.020099348213294583,0.65,0.6,0.6,0.6,0.95,0.9,0.9,0.9,0.95,0.9,0.9,0.95
3,3.0,0.020740137825575523,0.020659250358470296,0.005518676894951401,2.9134668052894996,2.097623942361679,0.08061616883095976,0.007369824828004426,0.026752795305440048,0.08139095996119819,0.007509580826421905,0.029406894601560808,0.02658951860793683,0.026878806553760414,0.00025627595023247504,0.00029536570364138503,0.026683117233985486,0.02700054866274823,0.0002727415441767801,0.000279621605295645,101.0,0.0175163728770761,0.01847254249992914,0.01809340427534436,0.017986367122262592,0.8,0.75,0.8,0.75,0.017169698105477464,0.01802541595010334,0.0176586930454816,0.017547671698641545,0.85,0.85,0.85,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,4.0,0.020978718221787256,0.02104375263537999,0.005472497647822202,3.335656997942715,2.1081318439304595,0.08343202523477997,0.007964895286249574,0.029851715686759366,0.0848854003945944,0.008255534700656986,0.03253461825120389,0.0272791255275077,0.027470234097656764,0.0005772540956967898,0.000394514456274875,0.027998375807830676,0.028174434786054435,0.0009630523039958899,0.0007349613471887599,200.0,0.017460878428509873,0.018430182690390203,0.018044452783115644,0.017938213767546403,0.95,0.8,0.8,0.85,0.017103988875292877,0.017955629866728575,0.01759298573331712,0.017477219877003486,0.85,0.85,0.85,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,5.0,0.02095657943554879,0.021022596291560863,0.005472133554484397,3.174618499635835,2.1585640043369496,0.08341985542829268,0.007960594391558835,0.029644292209227367,0.08488323663526061,0.008252299799480434,0.03266052530656433,0.027264428429223702,0.027411770706600825,0.000335219045518845,0.00036712245200754505,0.02725925520891956,0.02744425381963923,0.0009495856415014249,0.00033525785256638006,201.0,0.01693041042056581,0.017732095939396536,0.01731221126331807,0.017335710616458604,0.9,0.85,0.9,0.9,0.01672810981759982,0.017637735829544657,0.01710212072865882,0.017182089046147493,1.0,0.9,0.95,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,6.0,0.0210749492295847,0.021430280450341836,0.005441894478605601,3.4935148561780807,2.6078884139889853,0.08370404742238602,0.007998230227885105,0.03292463335934741,0.08573709517214254,0.008418676207517984,0.03199455610333418,0.027441837297706308,0.027661795585068837,0.0016884468088391703,0.0008645921974675252,0.027941978514664845,0.028162159802176207,0.0004055899480590151,0.00042973159870595003,300.0,0.016875731697030584,0.017697153679646117,0.01724809126341738,0.017306540220141445,1.0,0.95,0.95,0.95,0.016735044131907247,0.017642792545894178,0.01709583669334652,0.0171944491128326,1.0,0.95,0.95,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,7.0,0.02112425923328223,0.021507913167378614,0.0054416357164188,3.5754061070852914,2.607378804218024,0.0837251075561939,0.008006713076921034,0.03286944633177595,0.08574265929342213,0.008426067795621519,0.032277381881502434,0.027439705915267794,0.027658745387285168,0.000777003052644375,0.00043494715064293506,0.027629232458745122,0.02802315532296517,0.0004438871023011749,0.000764124601846505,301.0,0.016327715215173403,0.01701826362962665,0.01666332832225368,0.016561118312810798,1.0,1.0,1.0,1.0,0.01611185541078037,0.016962629022004093,0.016563469598339133,0.016460563883154374,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,8.0,0.020888971362325374,0.02141635280087801,0.005419148372072701,4.973182214779081,3.0394336145109264,0.08423118695586826,0.008140630925379536,0.03505540561637449,0.08647531625920904,0.008584323768433976,0.036279002957863765,0.02752398541792243,0.027469070213951757,0.0005361923540476251,0.0006876545492559151,0.027509303918201666,0.02765273122304306,0.0005048587976488699,0.0005837619974044552,400.0,0.016287673787001904,0.017016609142825906,0.01665000349858865,0.0165492452452392,1.0,1.0,1.0,1.0,0.016079397666257253,0.016925913594124393,0.016532226921348644,0.016424021747555764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,9.0,0.020878144576418775,0.021404255941830343,0.005418947889262699,4.920896829906269,3.1685294687602434,0.08423136998531824,0.008140315163924305,0.03504488988921763,0.08649479084667304,0.00858816284409642,0.03628418272886414,0.02750154552087915,0.027451361276591348,0.0017964573984499549,0.00048290980339510506,0.027502717342223204,0.027449470516553564,0.0009057323564774797,0.001263927607214965,401.0,0.016201995042593405,0.016971302637842724,0.016546301342365198,0.01649671369335457,1.0,1.0,1.0,1.0,0.016365688069403965,0.017141390507262887,0.01670778839112734,0.01662419719449983,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
