,x,tau,obj_values,MRO_x,MRO_tau,MRO_obj_values,DRO_x,DRO_tau,DRO_obj_values,epsilon,weights,online_time,MRO_time,DRO_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,sig_val,cumulative_regret,regret,eval,MRO_eval,DRO_eval,theoretical,MRO_cumulative_regret,MRO_regret
0,"[0.         0.         0.         0.         0.178907   0.23243312
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18955964
 0.         0.         0.19946876 0.         0.19963146 0.
 0.         0.         0.         0.         0.         0.        ]",0.0007820229694311214,0.01760859103860124,"[0.         0.         0.         0.         0.         0.20992515
 0.         0.18509897 0.         0.19833794 0.         0.
 0.         0.         0.         0.         0.         0.21455122
 0.         0.         0.         0.         0.19208671 0.
 0.         0.         0.         0.         0.         0.        ]",0.0009889009991109936,0.017773338361779994,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.29284338e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.87514945e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.54619475e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.15142191e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.13439051e-01 4.82645701e-10]",0.0024379775669881735,0.02181486979048975,0.007495037675222227,[0.01960784 0.2745098  0.07843137 0.31372549 0.31372549],5.295608043670654,5.809080123901367,25.35182285308838,0.06515276306014851,0.004474825726849355,0.01316922492675277,0.06531513058142804,0.004573541798041935,0.0108220630492189,0.0035363304700106596,0.0035363304700106596,0.015328861054434536,0.014224916200511532,0.011702940110662,0.004573541798041935,0.002817141867749909,0.002817141867749909
1,"[0.         0.         0.         0.         0.178907   0.23243312
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18955964
 0.         0.         0.19946876 0.         0.19963146 0.
 0.         0.         0.         0.         0.         0.        ]",0.0007820229694311214,0.01760859103860124,"[0.         0.         0.         0.         0.         0.20992515
 0.         0.18509897 0.         0.19833794 0.         0.
 0.         0.         0.         0.         0.         0.21455122
 0.         0.         0.         0.         0.19208671 0.
 0.         0.         0.         0.         0.         0.        ]",0.0009889009991109936,0.017773338361779994,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.29284338e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.87514945e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.54619475e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.15142191e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.13439051e-01 4.82645701e-10]",0.0024379775669881735,0.02181486979048975,0.00749256439276288,[0.01923077 0.26923077 0.07692308 0.32692308 0.30769231],5.294810771942139,5.809080123901367,25.35182285308838,0.06515276306014851,0.004474825726849355,0.01316922492675277,0.06531513058142804,0.004573541798041935,0.0108220630492189,0.007072660940021319,0.0035363304700106596,0.015328861054434536,0.014224916200511532,0.011702940110662,0.00914708359608387,0.005634283735499818,0.002817141867749909
2,"[0.         0.         0.         0.         0.178907   0.23243312
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18955964
 0.         0.         0.19946876 0.         0.19963146 0.
 0.         0.         0.         0.         0.         0.        ]",0.0007820229694311214,0.01760859103860124,"[0.         0.         0.         0.         0.         0.20992515
 0.         0.18509897 0.         0.19833794 0.         0.
 0.         0.         0.         0.         0.         0.21455122
 0.         0.         0.         0.         0.19208671 0.
 0.         0.         0.         0.         0.         0.        ]",0.0009889009991109936,0.017773338361779994,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.29284338e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.87514945e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.54619475e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.15142191e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.13439051e-01 4.82645701e-10]",0.0024379775669881735,0.02181486979048975,0.007490139930792989,[0.01886792 0.26415094 0.0754717  0.33962264 0.30188679],5.2947471141815186,5.809080123901367,25.35182285308838,0.06515276306014851,0.004474825726849355,0.01316922492675277,0.06531513058142804,0.004573541798041935,0.0108220630492189,0.010608991410031979,0.0035363304700106596,0.015328861054434536,0.014224916200511532,0.011702940110662,0.013720625394125805,0.008451425603249726,0.002817141867749909
3,"[0.         0.         0.         0.         0.178907   0.23243312
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18955964
 0.         0.         0.19946876 0.         0.19963146 0.
 0.         0.         0.         0.         0.         0.        ]",0.0007820229694311214,0.01760859103860124,"[0.         0.         0.         0.         0.         0.20992515
 0.         0.18509897 0.         0.19833794 0.         0.
 0.         0.         0.         0.         0.         0.21455122
 0.         0.         0.         0.         0.19208671 0.
 0.         0.         0.         0.         0.         0.        ]",0.0009889009991109936,0.017773338361779994,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.29284338e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.87514945e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.54619475e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.15142191e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.13439051e-01 4.82645701e-10]",0.0024379775669881735,0.02181486979048975,0.007487762414111976,[0.01851852 0.25925926 0.07407407 0.35185185 0.2962963 ],5.29538369178772,5.809080123901367,25.35182285308838,0.06515276306014851,0.004474825726849355,0.01316922492675277,0.06531513058142804,0.004573541798041935,0.0108220630492189,0.014145321880042638,0.0035363304700106596,0.015328861054434536,0.014224916200511532,0.011702940110662,0.01829416719216774,0.011268567470999635,0.002817141867749909
4,"[0.         0.         0.         0.         0.178907   0.23243312
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18955964
 0.         0.         0.19946876 0.         0.19963146 0.
 0.         0.         0.         0.         0.         0.        ]",0.0007820229694311214,0.01760859103860124,"[0.         0.         0.         0.         0.         0.20992515
 0.         0.18509897 0.         0.19833794 0.         0.
 0.         0.         0.         0.         0.         0.21455122
 0.         0.         0.         0.         0.19208671 0.
 0.         0.         0.         0.         0.         0.        ]",0.0009889009991109936,0.017773338361779994,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.29284338e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.87514945e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.54619475e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.15142191e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.13439051e-01 4.82645701e-10]",0.0024379775669881735,0.02181486979048975,0.00748543007325092,[0.01818182 0.25454545 0.07272727 0.36363636 0.29090909],5.307579755783081,5.809080123901367,25.35182285308838,0.06515276306014851,0.004474825726849355,0.01316922492675277,0.06531513058142804,0.004573541798041935,0.0108220630492189,0.017681652350053298,0.0035363304700106596,0.015328861054434536,0.014224916200511532,0.011702940110662,0.022867708990209675,0.014085709338749544,0.002817141867749909
5,"[0.         0.         0.         0.         0.178907   0.23243312
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18955964
 0.         0.         0.19946876 0.         0.19963146 0.
 0.         0.         0.         0.         0.         0.        ]",0.0007820229694311214,0.01760859103860124,"[0.         0.         0.         0.         0.         0.20992515
 0.         0.18509897 0.         0.19833794 0.         0.
 0.         0.         0.         0.         0.         0.21455122
 0.         0.         0.         0.         0.19208671 0.
 0.         0.         0.         0.         0.         0.        ]",0.0009889009991109936,0.017773338361779994,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.29284338e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.87514945e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.54619475e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.15142191e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.13439051e-01 4.82645701e-10]",0.0024379775669881735,0.02181486979048975,0.00748314123668017,[0.01785714 0.25       0.07142857 0.375      0.28571429],5.296569347381592,5.809080123901367,25.35182285308838,0.06515276306014851,0.004474825726849355,0.01316922492675277,0.06531513058142804,0.004573541798041935,0.0108220630492189,0.021217982820063958,0.0035363304700106596,0.015328861054434536,0.014224916200511532,0.011702940110662,0.02744125078825161,0.016902851206499453,0.002817141867749909
6,"[0.         0.         0.         0.         0.178907   0.23243312
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18955964
 0.         0.         0.19946876 0.         0.19963146 0.
 0.         0.         0.         0.         0.         0.        ]",0.0007820229694311214,0.01760859103860124,"[0.         0.         0.         0.         0.         0.20992515
 0.         0.18509897 0.         0.19833794 0.         0.
 0.         0.         0.         0.         0.         0.21455122
 0.         0.         0.         0.         0.19208671 0.
 0.         0.         0.         0.         0.         0.        ]",0.0009889009991109936,0.017773338361779994,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.29284338e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.87514945e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.54619475e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.15142191e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.13439051e-01 4.82645701e-10]",0.0024379775669881735,0.02181486979048975,0.007480894323721328,[0.01754386 0.24561404 0.0877193  0.36842105 0.28070175],5.296175241470337,5.809080123901367,25.35182285308838,0.06515276306014851,0.004474825726849355,0.01316922492675277,0.06531513058142804,0.004573541798041935,0.0108220630492189,0.024754313290074617,0.0035363304700106596,0.015328861054434536,0.014224916200511532,0.011702940110662,0.03201479258629354,0.019719993074249362,0.002817141867749909
7,"[0.         0.         0.         0.         0.178907   0.23243312
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18955964
 0.         0.         0.19946876 0.         0.19963146 0.
 0.         0.         0.         0.         0.         0.        ]",0.0007820229694311214,0.01760859103860124,"[0.         0.         0.         0.         0.         0.20992515
 0.         0.18509897 0.         0.19833794 0.         0.
 0.         0.         0.         0.         0.         0.21455122
 0.         0.         0.         0.         0.19208671 0.
 0.         0.         0.         0.         0.         0.        ]",0.0009889009991109936,0.017773338361779994,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.29284338e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.87514945e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.54619475e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.15142191e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.13439051e-01 4.82645701e-10]",0.0024379775669881735,0.02181486979048975,0.007478687838088597,[0.01724138 0.24137931 0.0862069  0.37931034 0.27586207],5.2967822551727295,5.809080123901367,25.35182285308838,0.06515276306014851,0.004474825726849355,0.01316922492675277,0.06531513058142804,0.004573541798041935,0.0108220630492189,0.028290643760085277,0.0035363304700106596,0.015328861054434536,0.014224916200511532,0.011702940110662,0.03658833438433548,0.02253713494199927,0.002817141867749909
8,"[0.         0.         0.         0.         0.178907   0.23243312
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18955964
 0.         0.         0.19946876 0.         0.19963146 0.
 0.         0.         0.         0.         0.         0.        ]",0.0007820229694311214,0.01760859103860124,"[0.         0.         0.         0.         0.         0.20992515
 0.         0.18509897 0.         0.19833794 0.         0.
 0.         0.         0.         0.         0.         0.21455122
 0.         0.         0.         0.         0.19208671 0.
 0.         0.         0.         0.         0.         0.        ]",0.0009889009991109936,0.017773338361779994,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.29284338e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.87514945e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.54619475e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.15142191e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.13439051e-01 4.82645701e-10]",0.0024379775669881735,0.02181486979048975,0.007476520361993621,[0.01694915 0.23728814 0.08474576 0.37288136 0.28813559],5.303061008453369,5.809080123901367,25.35182285308838,0.06515276306014851,0.004474825726849355,0.01316922492675277,0.06531513058142804,0.004573541798041935,0.0108220630492189,0.031826974230095936,0.0035363304700106596,0.015328861054434536,0.014224916200511532,0.011702940110662,0.04116187618237742,0.02535427680974918,0.002817141867749909
9,"[0.         0.         0.         0.         0.178907   0.23243312
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18955964
 0.         0.         0.19946876 0.         0.19963146 0.
 0.         0.         0.         0.         0.         0.        ]",0.0007820229694311214,0.01760859103860124,"[0.         0.         0.         0.         0.         0.20992515
 0.         0.18509897 0.         0.19833794 0.         0.
 0.         0.         0.         0.         0.         0.21455122
 0.         0.         0.         0.         0.19208671 0.
 0.         0.         0.         0.         0.         0.        ]",0.0009889009991109936,0.017773338361779994,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.29284338e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.87514945e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.54619475e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.15142191e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.13439051e-01 4.82645701e-10]",0.0024379775669881735,0.02181486979048975,0.00747439055075587,[0.01666667 0.25       0.08333333 0.36666667 0.28333333],5.296185255050659,5.809080123901367,25.35182285308838,0.06515276306014851,0.004474825726849355,0.01316922492675277,0.06531513058142804,0.004573541798041935,0.0108220630492189,0.035363304700106596,0.0035363304700106596,0.015328861054434536,0.014224916200511532,0.011702940110662,0.04573541798041936,0.028171418677499088,0.002817141867749909
