,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,SA_eval1,SA_eval2,SA_satisfy1,SA_satisfy2,SA_obj_values,SA_time,t
0,0.4549541758589579,0.2006220914929266,0.0033809682354331017,1.1169125607686368,1.0548668148491733,0.0,0.0,1.453337613666265,1.8666718945546874,0.0,0.0,0.0,0.0011846129782497883,0
1,0.5690366893023533,0.19168293127388172,0.003198277670890093,1.2069449012798819,1.1144946062754264,0.0,0.0,2.653448352492201,2.9267845614651185,0.0,0.0,0.0,0.001240233425050974,1
2,0.5196172796383737,0.17320508075688776,0.0033784680999815464,0.930005646128875,1.2000070576610937,0.0,0.0,1.6800571504387285,1.9333944376717433,0.0,0.0,0.0,0.0015537841245532036,4
3,0.5061091770750953,0.16870239755710473,0.0033509982749819756,0.9300056461288733,1.200007057661092,0.0,0.0,1.453337613666265,1.8666718945546874,0.0,0.0,0.0,0.0016461941413581371,5
4,0.5947264685295272,0.1292771458376718,0.005404893774539232,0.959994353871127,1.1099929423389086,0.0,0.0,2.3515696287586034,3.0909222117114026,0.0,0.0,9.570888143320314e-17,0.006245315074920654,24
5,0.584556797883109,0.12818610191887023,0.005484793800860643,0.9599943538711269,1.1099929423389079,0.0,0.0,3.560550967754943,3.325902815646719,0.0,0.0,1.1472304587793285e-16,0.006385705899447203,25
6,0.8367179822746146,0.11066819197003215,0.007756119593977928,1.0656007778534073,1.0508824903399943,0.0,0.0,2.078998861780436,2.200602451701846,0.0,0.0,0.2653485029779548,0.31771540828049183,49
7,0.8255645277371202,0.11016168809680776,0.00847581122070551,1.0640121111789498,1.0529315913534671,0.0,0.0,2.0789988617804362,2.2006024517018465,0.0,0.0,0.260523984741992,0.3055290970951319,50
8,0.8393714088359786,0.09394267444148204,0.01237265020608902,0.9797661045650203,1.079752346010021,0.0,0.0,1.16923389820521,1.2101794382662239,0.0,0.0,0.517865300332908,0.7402776260860264,99
9,0.8985134313498533,0.09371819810760768,0.012075160164386034,0.9566340069161828,0.9683030064221699,0.0,0.0,1.5367266502812778,1.4929971948202156,0.0,0.0,0.5554139625174048,0.5255015827715397,100
10,0.8985134313498533,0.09349637833207966,0.012075160164386034,0.9566340069161828,0.9683030064221699,0.0,0.0,1.5366341289103382,1.4931789849811121,0.0,0.0,0.5501747646539759,0.4850644418038428,101
11,0.9340887002387644,0.07928349552035532,0.01873920625075698,0.9751424268317703,0.9334538463457871,0.0,1.0,1.0691078364104178,0.936171142121475,0.0,0.0,0.6709964912816999,1.27464544121176,200
12,0.9330433377397496,0.07918710203451416,0.01894495729357004,0.9742717281527892,0.9357210998635347,0.0,0.0,1.0721813722437121,0.9380628300877452,0.0,0.0,0.6678421223857047,1.481451183091849,201
13,0.9330433377397496,0.07178708107190884,0.01894495729357004,0.9742717281527892,0.9357210998635347,0.0,0.0,0.916923492350997,1.1446273902840878,0.0,0.0,0.6668531326682222,0.7114090537652373,300
14,0.9330433377397496,0.07172835948406506,0.01894495729357004,0.9742717281527892,0.9357210998635347,0.0,0.0,0.9169201970679035,1.1453664105210881,0.0,0.0,0.664844435736082,1.0176464929245412,301
15,0.9466198747798282,0.06687403049764219,0.034382245037704706,0.9173976214638138,0.8633724812830512,1.0,1.0,0.9390744428136912,0.9900687486793908,0.0,0.0,0.7601426343033704,2.406352587044239,400
16,0.9496288083752602,0.0668328138182823,0.03448296617716551,0.9136625633340799,0.8883752850568881,1.0,1.0,0.8765269740308114,1.0181874652291296,0.0,0.0,0.7694413019351961,1.5483556888066232,401
17,0.9496288083752602,0.06328465402773299,0.03448296617716551,0.9136625633340799,0.8883752850568881,1.0,1.0,0.9062082400777194,1.0007666794323462,0.0,0.0,0.8010484872020994,1.1271896953694522,500
18,0.9496288083752602,0.06325336370715381,0.03448296617716551,0.9136625633340799,0.8883752850568881,1.0,1.0,0.9440688330032784,0.9442238082619266,0.0,0.0,0.8058774136672306,1.738713210914284,501
