m,alpha,N_true,R,insample_obj_mean,insample_obj_q25,insample_obj_q75,outsample_eval0_mean,outsample_eval0_q25,outsample_eval0_q75,outsample_eval1_mean,outsample_eval1_q25,outsample_eval1_q75,solve_time_mean,n_converged
300,0.8,19000,10,-0.019289417657792005,-0.019295870414698976,-0.019278995748307087,-0.01919376875830036,-0.01955994664393148,-0.01901964332230742,-0.019137201777868672,-0.019494152168053506,-0.01894434630896253,5.497985005378723,10
