,Unnamed: 0,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,SA_eval1,SA_eval2,SA_satisfy1,SA_satisfy2,SA_obj_values,SA_time,t
0,0.0,-0.047075915585721474,-0.0449736324986168,0.0006458765842134,0.10048691900000001,0.080385237405465,0.07897893646822315,0.0,0.0,0.07598944988393233,0.07611725751340315,0.0,0.0,-0.047125297728396374,0.003570694,0.0
1,1.0,-0.03854015350617318,-0.03657984025793355,0.0006400154787332,0.11258501775,0.04971894541000705,0.05315446379729545,0.0,0.0,0.062221955752702895,0.06521270304616615,0.0,0.0,-0.0385946104455716,0.0038622527499999997,1.0
2,2.0,-0.034366770311074324,-0.03281053747117217,0.0006271709218885,0.18050646874999998,0.023491879899454074,0.0189990552432119,0.0,0.0,0.028978737949501076,0.024797308887247824,0.0,0.0,-0.034369210040129425,0.004752416000000001,4.0
3,3.0,-0.0325604636285801,-0.031253146220175346,0.0006238756566936,0.19969328325,0.0148280807739571,0.019527683949872726,0.0,0.0,0.018465695067598674,0.019435112594986252,0.0,0.0,-0.032579441370790746,0.005193439,5.0
4,4.0,-0.029969887470191126,-0.028078917843251377,0.0006134676107615,0.31183531875000003,0.007112053899475825,0.0071662496988819,0.0,0.0,0.008081059305262775,0.007194887509462325,0.0,0.0,-0.02929917756235645,0.00681522825,9.0
5,5.0,-0.029717736262650774,-0.02736021667864855,0.0006113550121112,0.361343426,0.003278583021700125,0.003724271028274325,0.0,0.0,0.003460912368468375,0.00584923949417015,0.0,0.0,-0.02866364942891875,0.006616749,10.0
6,6.0,-0.028072256662064747,-0.0250372704289996,0.0006041716740354,0.46077934375,-0.002326987795459,-0.002513111864341525,0.0,0.0,-0.0005216473144101,-6.892045013910002e-05,0.0,0.0,-0.02638230363739845,0.00824591525,14.0
7,7.0,-0.028562473063194375,-0.025153084744465426,0.0006026241615322,0.454109761,-0.0029244935270803,-0.0048662373092418255,0.0,0.0,-0.001160632254405525,-0.00384887879995685,0.0,0.0,-0.026483530206229726,0.00916474775,15.0
8,8.0,-0.0277423670985652,-0.024330352070589076,0.0005971555567523,0.60874702825,-0.00658660329812085,-0.005558215053367125,0.0,0.0,-0.0059455019594985,-0.0050151246513122,0.0,0.0,-0.0258402697965775,0.00932121425,19.0
9,9.0,-0.02691149270623615,-0.023067555942206726,0.0005959379457645,0.67464948025,-0.007119459805293875,-0.0072839503120451,0.0,0.0,-0.00566042248697245,-0.0056012683702622995,0.0,0.0,-0.024188199710670523,0.01030054675,20.0
10,10.0,-0.02691149270623615,-0.023067555942206726,0.0005905300160685,0.67464948025,-0.007119459805293875,-0.0072839503120451,0.0,0.0,-0.00524751628989045,-0.007774970369068225,0.0,0.0,-0.023452730011025824,0.012691508,25.0
11,11.0,-0.02691149270623615,-0.023067555942206726,0.000589562640557,0.67464948025,-0.007119459805293875,-0.0072839503120451,0.0,0.0,-0.005448059763572325,-0.007202941388102574,0.0,0.0,-0.023570534574043553,0.01299627275,26.0
12,12.0,-0.02691149270623615,-0.023067555942206726,0.0005729014290247,0.67464948025,-0.007119459805293875,-0.0072839503120451,0.0,0.0,-0.013161744935707275,-0.012445467641264425,0.0,0.0,-0.02291076291224845,0.025238481,50.0
13,13.0,-0.02691149270623615,-0.023067555942206726,0.0005723855200798,0.67464948025,-0.007119459805293875,-0.0072839503120451,0.0,0.0,-0.012991514976441576,-0.01271404409635735,0.0,0.0,-0.022891616724647425,0.025173827250000003,51.0
14,14.0,-0.02691149270623615,-0.023067555942206726,0.0005622682242067,0.67464948025,-0.007119459805293875,-0.0072839503120451,0.0,0.0,-0.015008627125392124,-0.014324929755010325,0.0,0.0,-0.02149561530094925,0.039615150749999994,75.0
15,15.0,-0.02691149270623615,-0.023067555942206726,0.0005619190932321,0.67464948025,-0.007119459805293875,-0.0072839503120451,0.0,0.0,-0.0147429124566827,-0.014333452404366575,0.0,0.0,-0.021375044832390173,0.0386302745,76.0
16,16.0,-0.02532503212946755,-0.019988817772981275,0.0005546749783104,20.59377298975,-0.016557570808628998,-0.0163931982474836,0.0,0.0,-0.016467125958200726,-0.016206999640730878,0.0,0.0,-0.020700644369602127,0.57967844775,100.0
17,17.0,-0.025377615072944126,-0.019996824488079126,0.0005544121594903,20.8015105715,-0.016525365232680424,-0.016284492112456223,0.0,0.0,-0.016467126015872177,-0.015998699892686426,0.0,0.0,-0.02073934813041515,0.57837954275,101.0
