,Unnamed: 0,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,SA_eval1,SA_eval2,SA_satisfy1,SA_satisfy2,SA_obj_values,SA_time,t
0,0.0,-0.052061733905038335,-0.05002635741810538,0.0006458765842134,0.07333028779999999,0.05510317697975421,0.05529699682722007,0.0,0.0,0.05462767336644013,0.05524718507319826,0.0,0.0,-0.052148996727193093,0.0030005153666666663,0.0
1,1.0,-0.045565137225286635,-0.04379442143649302,0.0006400154787331997,0.08546211819999998,0.03418208144949398,0.03507217082699539,0.0,0.0,0.03881441135657919,0.040188698866262716,0.0,0.0,-0.045666127548491545,0.0032098295,1.0
2,2.0,-0.039278524275126146,-0.037716037759359534,0.0006271709218884997,0.13280563623333333,0.01608129349812486,0.01605659747507844,0.0,0.0,0.018455647267469056,0.018701629452583655,0.0,0.0,-0.03929609513982694,0.004124411133333334,4.0
3,3.0,-0.03754886885518504,-0.03606268639108206,0.0006238756566935999,0.15503084569999998,0.01069993887611815,0.010873990720722005,0.0,0.0,0.012457792252907864,0.012527312134730977,0.0,0.0,-0.037562260708497976,0.004485818666666667,5.0
4,4.0,-0.03525984336465222,-0.03231556475969486,0.0006134676107615,0.24008737743333333,0.0031074086477035144,0.0030970479189966825,0.0,0.0,0.0037335093474825235,0.00370481755548797,0.0,0.0,-0.033680398452707344,0.005754707100000001,9.0
5,5.0,-0.03352195996646082,-0.030680263741442594,0.0006113550121111998,0.26130234236666666,-0.0010670232649924569,-0.0007447740275359699,0.0,0.0,1.805828127558343e-05,6.272514519937011e-05,0.0,0.0,-0.032013561684435324,0.005876154333333333,10.0
6,6.0,-0.031669075417820325,-0.028291368057978144,0.0006041716740353998,0.3516374431666666,-0.0058875831927195045,-0.005783605782828394,0.0,0.0,-0.0046487822285302,-0.004451886500107067,0.0,0.0,-0.02952655736521727,0.007051695800000001,14.0
7,7.0,-0.031319524009115716,-0.02780245910296545,0.0006026241615322002,0.3839315581000001,-0.0068154294372609866,-0.00674530769727209,0.0,0.0,-0.005772872370858507,-0.005816592358724228,0.0,0.0,-0.0290787883635763,0.0073017552,15.0
8,8.0,-0.030554663560917857,-0.026581719178579728,0.0005971555567523002,0.46844052820000015,-0.008582355974490422,-0.008361390162049379,0.0,0.0,-0.007708711325858473,-0.007472426001500118,0.0,0.0,-0.027776616459372207,0.008737844266666666,19.0
9,9.0,-0.02989911272123978,-0.02604254585356228,0.0005959379457644995,0.5057891589333333,-0.00959383167441901,-0.009106461625718095,0.03333333333333333,0.0,-0.008312765273441238,-0.007670731523035464,0.0,0.0,-0.027195437191418592,0.008833859166666668,20.0
10,10.0,-0.02989911272123978,-0.02604254585356228,0.0005905300160684996,0.5057891589333333,-0.00959383167441901,-0.009106461625718095,0.03333333333333333,0.0,-0.009656113715203724,-0.009333126211035641,0.0,0.0,-0.02649035559819988,0.010808137699999998,25.0
11,11.0,-0.02989911272123978,-0.02604254585356228,0.0005895626405570001,0.5057891589333333,-0.00959383167441901,-0.009106461625718095,0.03333333333333333,0.0,-0.00933604892676476,-0.009206605819221884,0.0,0.0,-0.02640401556271825,0.011069088466666663,26.0
12,12.0,-0.02989911272123978,-0.02604254585356228,0.0005729014290246999,0.5057891589333333,-0.00959383167441901,-0.009106461625718095,0.03333333333333333,0.0,-0.014602371922471083,-0.014073899914884913,0.0,0.0,-0.02412533450368677,0.021509122933333333,50.0
13,13.0,-0.02989911272123978,-0.02604254585356228,0.0005723855200798002,0.5057891589333333,-0.00959383167441901,-0.009106461625718095,0.03333333333333333,0.0,-0.014682149809891996,-0.014151722986070309,0.0,0.0,-0.024083049606682286,0.021784737399999997,51.0
14,14.0,-0.02989911272123978,-0.02604254585356228,0.0005622682242066996,0.5057891589333333,-0.00959383167441901,-0.009106461625718095,0.03333333333333333,0.0,-0.016324297027790872,-0.01589363693454088,0.0,0.0,-0.022597846514321854,0.035695646733333336,75.0
15,15.0,-0.02989911272123978,-0.02604254585356228,0.0005619190932321,0.5057891589333333,-0.00959383167441901,-0.009106461625718095,0.03333333333333333,0.0,-0.01633857159109691,-0.015928261023469534,0.0,0.0,-0.02253608887650292,0.034981342666666665,76.0
16,16.0,-0.026554003549306447,-0.02091238271231977,0.0005546749783103998,19.175981355033336,-0.017311959499947276,-0.017099910674406627,0.06666666666666667,0.06666666666666667,-0.017094668824833174,-0.016895152438386563,0.0,0.0,-0.021714820568652118,0.5371950509,100.0
17,17.0,-0.02655147424111897,-0.02086511711829574,0.0005544121594903,19.7908563616,-0.01728701594955762,-0.017111314429620456,0.06666666666666667,0.06666666666666667,-0.01707386816346759,-0.016874191265260352,0.0,0.0,-0.021662173645675523,0.5524302569999999,101.0
18,18.0,-0.02655147424111897,-0.02086511711829574,0.0005487832816712004,19.7908563616,-0.01728701594955762,-0.017111314429620456,0.06666666666666667,0.06666666666666667,-0.017418256048898895,-0.017133986550882652,0.0,0.03333333333333333,-0.021183883048301617,0.6302574103666666,125.0
19,19.0,-0.02655147424111897,-0.02086511711829574,0.0005485730591239002,19.7908563616,-0.01728701594955762,-0.017111314429620456,0.06666666666666667,0.06666666666666667,-0.017486210413255807,-0.017257280453822556,0.0,0.03333333333333333,-0.021189116528420707,0.6263773970000001,126.0
20,20.0,-0.02655147424111897,-0.02086511711829574,0.0005439781492326003,19.7908563616,-0.01728701594955762,-0.017111314429620456,0.06666666666666667,0.06666666666666667,-0.01810644455265564,-0.01766016523028876,0.0,0.06666666666666667,-0.020752463042890364,0.7245906929333332,150.0
21,21.0,-0.02655147424111897,-0.02086511711829574,0.0005438032641598002,19.7908563616,-0.01728701594955762,-0.017111314429620456,0.06666666666666667,0.06666666666666667,-0.01812913295213781,-0.0176750263029134,0.0,0.06666666666666667,-0.020735833342137012,0.7284116105333335,151.0
22,22.0,-0.02655147424111897,-0.02086511711829574,0.0005399262156292,19.7908563616,-0.01728701594955762,-0.017111314429620456,0.06666666666666667,0.06666666666666667,-0.018241480999550756,-0.017969349232132125,0.1,0.03333333333333333,-0.02052047535531872,0.7194087482,175.0
23,23.0,-0.02655147424111897,-0.02086511711829574,0.0005397766719114002,19.7908563616,-0.01728701594955762,-0.017111314429620456,0.06666666666666667,0.06666666666666667,-0.018226261381887918,-0.017979212006148118,0.1,0.03333333333333333,-0.02048546129491606,0.7405384116666666,176.0
24,24.0,-0.02510879676111627,-0.019588810714374096,0.0005364266515237999,12.038142515766667,-0.018625233472778422,-0.01837673684039538,0.23333333333333334,0.26666666666666666,-0.018472652973325378,-0.01816660903736856,0.1,0.03333333333333333,-0.0202844918403078,0.85405791,200.0
25,25.0,-0.025146945561716833,-0.019594484496072574,0.0005362961497095997,12.143381244033332,-0.018610384710570235,-0.018366715493860594,0.23333333333333334,0.23333333333333334,-0.018477746973271182,-0.018157340099164757,0.1,0.03333333333333333,-0.02029022791870475,0.8477739821666668,201.0
26,26.0,-0.025146945561716833,-0.019594484496072574,0.000533349200256,12.143381244033332,-0.018610384710570235,-0.018366715493860594,0.23333333333333334,0.23333333333333334,-0.01860841057250676,-0.01831956616512096,0.06666666666666667,0.0,-0.020275934409586433,0.8998267290333332,225.0
27,27.0,-0.025146945561716833,-0.019594484496072574,0.0005332335186520998,12.143381244033332,-0.018610384710570235,-0.018366715493860594,0.23333333333333334,0.23333333333333334,-0.018636444657028448,-0.018349920641188754,0.06666666666666667,0.03333333333333333,-0.020265842558578866,0.9311368084,226.0
28,28.0,-0.025146945561716833,-0.019594484496072574,0.0005306046247731,12.143381244033332,-0.018610384710570235,-0.018366715493860594,0.23333333333333334,0.23333333333333334,-0.018653823414187382,-0.01843356888632304,0.06666666666666667,0.1,-0.02024962131075795,0.9773143745333335,250.0
29,29.0,-0.025146945561716833,-0.019594484496072574,0.0005305007982785996,12.143381244033332,-0.018610384710570235,-0.018366715493860594,0.23333333333333334,0.23333333333333334,-0.01865651873338453,-0.01845975391524717,0.1,0.1,-0.020239219139470296,0.9896261237333334,251.0
30,30.0,-0.025146945561716833,-0.019594484496072574,0.0005281291493747998,12.143381244033332,-0.018610384710570235,-0.018366715493860594,0.23333333333333334,0.23333333333333334,-0.018702816952013073,-0.018495615092254482,0.16666666666666666,0.1,-0.020155445496467344,1.1016292520333333,275.0
31,31.0,-0.025146945561716833,-0.019594484496072574,0.0005280350169967002,12.143381244033332,-0.018610384710570235,-0.018366715493860594,0.23333333333333334,0.23333333333333334,-0.01870300857064368,-0.01851774347273791,0.16666666666666666,0.1,-0.020149069808105196,1.1122721677333334,276.0
32,32.0,-0.02508994284731515,-0.01945171267233137,0.0005258756333128,21.005857527666663,-0.018858193363872466,-0.018643900715232743,0.3,0.36666666666666664,-0.0187931023594889,-0.018525433882050527,0.16666666666666666,0.1,-0.02011767617230314,0.26311367823333337,300.0
33,33.0,-0.02506624939872266,-0.01944866288351327,0.0005257895722536999,20.264708939700007,-0.01885671782053878,-0.018648043199008653,0.3,0.36666666666666664,-0.018787684890355365,-0.018530499494458327,0.16666666666666666,0.06666666666666667,-0.02011287611044044,0.28038515490000004,301.0
34,34.0,-0.02506624939872266,-0.01944866288351327,0.0005238082605203003,20.264708939700007,-0.01885671782053878,-0.018648043199008653,0.3,0.36666666666666664,-0.018790473196341015,-0.018576966207322673,0.13333333333333333,0.06666666666666667,-0.02009518410545491,0.3766080939333334,325.0
35,35.0,-0.02506624939872266,-0.01944866288351327,0.0005237290216339,20.264708939700007,-0.01885671782053878,-0.018648043199008653,0.3,0.36666666666666664,-0.018791073331580636,-0.018571058390047652,0.13333333333333333,0.06666666666666667,-0.020097761749595804,0.382608601,326.0
36,36.0,-0.02506624939872266,-0.01944866288351327,0.0005218991894483,20.264708939700007,-0.01885671782053878,-0.018648043199008653,0.3,0.36666666666666664,-0.018817479297948542,-0.018675843552330495,0.16666666666666666,0.16666666666666666,-0.0201131762599963,0.4889306549333334,350.0
37,37.0,-0.02506624939872266,-0.01944866288351327,0.0005218257910187996,20.264708939700007,-0.01885671782053878,-0.018648043199008653,0.3,0.36666666666666664,-0.01879903531305899,-0.018674070473581272,0.16666666666666666,0.16666666666666666,-0.0201104710431786,0.49323785210000004,351.0
38,38.0,-0.02506624939872266,-0.01944866288351327,0.0005201263549816002,20.264708939700007,-0.01885671782053878,-0.018648043199008653,0.3,0.36666666666666664,-0.018818054029922014,-0.018667805499939856,0.13333333333333333,0.16666666666666666,-0.020072658022839477,0.6132650042666666,375.0
39,39.0,-0.02506624939872266,-0.01944866288351327,0.0005200580116856997,20.264708939700007,-0.01885671782053878,-0.018648043199008653,0.3,0.36666666666666664,-0.018830181543911546,-0.01867001737208489,0.13333333333333333,0.2,-0.020065819868361295,0.6182689743666667,376.0
40,40.0,-0.02494515646185471,-0.019336787592471164,0.0005184719779158,32.26957254016666,-0.018983645938779343,-0.01884572320365587,0.43333333333333335,0.4,-0.018915085116595346,-0.018789181887497463,0.2,0.23333333333333334,-0.019980725663908468,0.7167944762333335,400.0
41,41.0,-0.02493581902232348,-0.019337830779145533,0.0005184080518643998,31.503141806933336,-0.018978438209998783,-0.018836745221858985,0.43333333333333335,0.4,-0.01891679479942843,-0.01877460377025468,0.2,0.23333333333333334,-0.0199819171224797,0.7278410096333334,401.0
42,42.0,-0.02493581902232348,-0.019337830779145533,0.0005169215254083001,31.503141806933336,-0.018978438209998783,-0.018836745221858985,0.43333333333333335,0.4,-0.018918993911077833,-0.01877764797929245,0.16666666666666666,0.2,-0.019949348188839935,0.8297588898,425.0
43,43.0,-0.02493581902232348,-0.019337830779145533,0.0005168614915243998,31.503141806933336,-0.018978438209998783,-0.018836745221858985,0.43333333333333335,0.4,-0.01892876943348863,-0.01878245783442152,0.16666666666666666,0.2,-0.019948518350555663,0.8366390833666666,426.0
44,44.0,-0.02493581902232348,-0.019337830779145533,0.0005154629681395003,31.503141806933336,-0.018978438209998783,-0.018836745221858985,0.43333333333333335,0.4,-0.018969432441922264,-0.018835488182451718,0.2,0.23333333333333334,-0.01991979018394526,0.9408898925,450.0
45,45.0,-0.02493581902232348,-0.019337830779145533,0.0005154063891179998,31.503141806933336,-0.018978438209998783,-0.018836745221858985,0.43333333333333335,0.4,-0.018990406438387394,-0.01883856995065447,0.2,0.23333333333333334,-0.019912988653503046,0.9258746900333333,451.0
46,46.0,-0.02493581902232348,-0.019337830779145533,0.0005140862381317002,31.503141806933336,-0.018978438209998783,-0.018836745221858985,0.43333333333333335,0.4,-0.018943159400156527,-0.01879977550539465,0.16666666666666666,0.23333333333333334,-0.01991278986958499,1.0566177227,475.0
47,47.0,-0.02493581902232348,-0.019337830779145533,0.0005140327459695998,31.503141806933336,-0.018978438209998783,-0.018836745221858985,0.43333333333333335,0.4,-0.018941894074199,-0.018791193170487518,0.16666666666666666,0.23333333333333334,-0.019894961871702754,1.0268196143,476.0
48,48.0,-0.02483925326466065,-0.01918959831556088,0.0005127828255761997,46.101440820866664,-0.019012873591942894,-0.018947031414169847,0.43333333333333335,0.4,-0.018968588239126342,-0.01888246092007823,0.26666666666666666,0.23333333333333334,-0.019820598448457745,1.1591560380333334,500.0
49,49.0,-0.024839508879989425,-0.01918882965399097,0.0005127321077094002,45.59222408643334,-0.019023937128467113,-0.01895698861910473,0.43333333333333335,0.4,-0.018980017946277787,-0.018883778733079958,0.26666666666666666,0.23333333333333334,-0.019818602746559496,1.1345141406333332,501.0
50,50.0,-0.024839508879989425,-0.01918882965399097,0.0005115454740256997,45.59222408643334,-0.019023937128467113,-0.01895698861910473,0.43333333333333335,0.4,-0.019012556995588608,-0.018963440904188444,0.23333333333333334,0.3,-0.019781850710547843,1.1571289145,525.0
51,51.0,-0.024839508879989425,-0.01918882965399097,0.0005114972627608998,45.59222408643334,-0.019023937128467113,-0.01895698861910473,0.43333333333333335,0.4,-0.019015858954144555,-0.01896370447693575,0.2,0.3,-0.019775302974350584,1.1565725352666667,526.0
52,52.0,-0.024839508879989425,-0.01918882965399097,0.0005103679465214002,45.59222408643334,-0.019023937128467113,-0.01895698861910473,0.43333333333333335,0.4,-0.01906522974362478,-0.01897447888448209,0.26666666666666666,0.3,-0.019754077836692027,1.2979010160666666,550.0
53,53.0,-0.024839508879989425,-0.01918882965399097,0.0005103220108673997,45.59222408643334,-0.019023937128467113,-0.01895698861910473,0.43333333333333335,0.4,-0.019063377731680344,-0.018985808472375416,0.26666666666666666,0.26666666666666666,-0.019756421779628656,1.3519916789666668,551.0
54,54.0,-0.024839508879989425,-0.01918882965399097,0.0005092448437473001,45.59222408643334,-0.019023937128467113,-0.01895698861910473,0.43333333333333335,0.4,-0.019063488843156458,-0.018970842742851504,0.26666666666666666,0.16666666666666666,-0.019791620831258246,1.4262040988000002,575.0
55,55.0,-0.024839508879989425,-0.01918882965399097,0.0005092009830204003,45.59222408643334,-0.019023937128467113,-0.01895698861910473,0.43333333333333335,0.4,-0.019065787604463813,-0.018973636508259697,0.26666666666666666,0.2,-0.01979062058947566,1.393148197933333,576.0
56,56.0,-0.024777310295858966,-0.019136504907634515,0.0005081714609274997,63.83244290689999,-0.019134261347791816,-0.01904312739856631,0.5,0.5333333333333333,-0.019103879662155283,-0.019003903272716408,0.26666666666666666,0.26666666666666666,-0.019758127458627324,1.519826469666667,600.0
57,57.0,-0.024792394847472907,-0.01914493021948409,0.0005081294996891997,62.9324065877,-0.0191360464451619,-0.019044455472788803,0.5,0.5,-0.01910654593267883,-0.019003560189865546,0.26666666666666666,0.26666666666666666,-0.019766711668052474,1.5035525581999998,601.0
58,58.0,-0.024792394847472907,-0.01914493021948409,0.0005071436739781998,62.9324065877,-0.0191360464451619,-0.019044455472788803,0.5,0.5,-0.01910415286440425,-0.01901662233664686,0.26666666666666666,0.23333333333333334,-0.01973655053681472,1.6125688371,625.0
59,59.0,-0.024792394847472907,-0.01914493021948409,0.0005071034579850997,62.9324065877,-0.0191360464451619,-0.019044455472788803,0.5,0.5,-0.01910928807539985,-0.019017880818038135,0.26666666666666666,0.26666666666666666,-0.019730351081777807,1.5955273908,626.0
60,60.0,-0.024792394847472907,-0.01914493021948409,0.0005061578480263002,62.9324065877,-0.0191360464451619,-0.019044455472788803,0.5,0.5,-0.019105210169811284,-0.019043430063092715,0.26666666666666666,0.23333333333333334,-0.01972928281887848,1.6843162607333337,650.0
61,61.0,-0.024792394847472907,-0.01914493021948409,0.0005061192409598,62.9324065877,-0.0191360464451619,-0.019044455472788803,0.5,0.5,-0.01911823033841645,-0.019036994900808176,0.26666666666666666,0.23333333333333334,-0.019723603924708077,1.7262684108666664,651.0
62,62.0,-0.024792394847472907,-0.01914493021948409,0.0005052107632280998,62.9324065877,-0.0191360464451619,-0.019044455472788803,0.5,0.5,-0.01911270915832724,-0.01905543581009371,0.23333333333333334,0.23333333333333334,-0.019723195302157322,1.8133276537666667,675.0
