,Unnamed: 0,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,SA_eval1,SA_eval2,SA_satisfy1,SA_satisfy2,SA_obj_values,SA_time,t
0,0.0,0.1590433332781479,0.1203732548957559,0.003744590852875225,1.0093297012366738,1.0272402882722251,0.0,0.0,1.5499301693819114,1.669993224334839,0.0,0.0,0.0,0.001318107533734225,0.0
1,1.0,0.19761587442961903,0.115009758764329,0.003426751471124525,1.011598999827908,1.000467569278349,0.0,0.0,1.6065000901388446,1.6798635828374398,0.0,0.0,0.0,0.001337415771558875,1.0
2,2.0,0.25314663292922757,0.1039230484541326,0.003782895917538525,1.0184431494279373,0.9985017699044814,0.0,0.0,1.513368590839339,1.5431511483342775,0.0,0.0,0.0,0.0017243546899408,4.0
3,3.0,0.28495668763285564,0.1012214385342628,0.003940539259929175,1.0096136164871536,1.0013670866468218,0.0,0.0,1.8431511509643856,1.7600536460584988,0.0,0.0,0.0,0.001821372774429575,5.0
4,4.0,0.4062942621490173,0.077566287502603,0.006131311121862325,0.9600112933536574,0.9709144129236995,0.0,0.0,2.226918751179045,2.360977728013609,0.0,0.0,2.297013154396876e-17,0.016943919181358,24.0
5,5.0,0.4419826038187642,0.0769116611513221,0.006259669433347799,0.9565999845426825,0.9709144129236995,0.0,0.0,2.0541989086414327,2.4012189108449142,0.0,0.0,4.4408920985006264e-17,0.014424791908822874,25.0
6,6.0,0.6229133014454203,0.0664009151820193,0.008814211934804826,0.9334386950407121,0.9356149610479294,0.0,0.0,1.3855368041556235,1.3956022827402264,0.0,0.0,0.25744340238285646,0.3249307359219529,49.0
7,7.0,0.6345593974149989,0.0660970128580846,0.008707383822184025,0.9366595908364972,0.9348539451261644,0.0,0.0,1.3792729711921257,1.4735508989321546,0.0,0.0,0.2527626132486227,0.3074116669013165,50.0
8,8.0,0.7486234514416292,0.0563656046648892,0.013389171974267776,0.9089681987699194,0.932890976792351,0.0,0.0,1.0666279928487583,1.0447096714412063,0.0,0.0,0.5207969476245594,0.5130608702311292,99.0
9,9.0,0.7591133241781283,0.0562309188645646,0.013875683071091724,0.9009131308991003,0.9332401114257667,0.0,0.0,1.069213365675413,1.0469017271413068,0.0,0.0,0.5387457818103691,0.4496013661264442,100.0
10,10.0,0.7591133241781283,0.0560978269992478,0.013875683071091724,0.9009131308991003,0.9332401114257667,0.0,0.0,1.024882405941689,1.0537280209032325,0.0,0.0,0.5407174643607482,0.517240091226995,101.0
11,11.0,0.8323212249735304,0.0475700973122132,0.020408832875546,0.9034521656779746,0.897605405906205,0.0,0.0,0.9178372633624537,0.9195950363915883,0.0,0.0,0.6246674894764357,0.5776780316373333,200.0
12,12.0,0.830201743291167,0.0475122612207085,0.020853579451795598,0.897531776821321,0.8875033117503922,0.0,0.0,0.917797622481474,0.9157588562540812,0.0,0.0,0.6239442030605095,0.5811315813334659,201.0
13,13.0,0.830201743291167,0.0430722486431453,0.020853579451795598,0.897531776821321,0.8875033117503922,0.0,0.0,0.91763154578876,0.8979521140632913,0.0,0.0,0.6924626376675119,0.9526171054458247,300.0
14,14.0,0.830201743291167,0.043037015690439,0.020853579451795598,0.897531776821321,0.8875033117503922,0.0,0.0,0.9137595062591419,0.9022561696785388,0.0,0.0,0.6908435026049586,0.9987225584336555,301.0
